"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","CScore_Education_vv_2","CScore_Education_vv_3","CScore_WorkHour_vv_2","CScore_WorkHour_vv_3","CScore_WorkHour_vv_4","CScore_SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
73,0,1,0,2,1,1,1,3,1,0,0,0.626300930976868,0.799261927604675,2.75569462776184,-0.0473160594701767,0.225054994225502,1.53269755840302,2.75569462776184,"WorkHour_vv_2",NA,0,0,0,1,0,2.75569462776184
73,0,0,0,3,1,1,1,3,1,0,0,0.626300930976868,0.799261927604675,2.75569462776184,-0.0473160594701767,0.225054994225502,1.53269755840302,2.75569462776184,"WorkHour_vv_2",NA,0,0,0,2,0,2.75569462776184
73,0,1,0,2,1,1,1,3,1,0,1,0.626300930976868,0.799261927604675,2.75569462776184,-0.0473160594701767,0.225054994225502,1.53269755840302,2.75569462776184,"WorkHour_vv_2",NA,0,0,1,3,0,2.75569462776184
73,0,0,0,2,1,1,1,1,1,0,0,0.626300930976868,0.799261927604675,2.75569462776184,-0.0473160594701767,0.225054994225502,1.53269755840302,2.75569462776184,"WorkHour_vv_2",NA,0,0,1,4,0,2.75569462776184
73,0,0,0,3,1,1,1,3,1,0,0,0.626300930976868,0.799261927604675,2.75569462776184,-0.0473160594701767,0.225054994225502,1.53269755840302,2.75569462776184,"WorkHour_vv_2",NA,0,0,1,5,0,2.75569462776184
73,0,1,0,2,1,1,1,3,1,0,0,0.626300930976868,0.799261927604675,2.75569462776184,-0.0473160594701767,0.225054994225502,1.53269755840302,2.75569462776184,"WorkHour_vv_2",NA,0,0,1,6,0,2.75569462776184
78,0,0,0,1,1,1,1,4,1,0,0,0.541233241558075,0.81697690486908,2.62772870063782,-0.018369872123003,0.225700631737709,1.44323909282684,2.62772870063782,"WorkHour_vv_2",NA,0,0,1,7,0,2.62772870063782
78,0,1,0,1,1,1,1,2,1,0,0,0.541233241558075,0.81697690486908,2.62772870063782,-0.018369872123003,0.225700631737709,1.44323909282684,2.62772870063782,"WorkHour_vv_2",-0.142857142857143,0,1,1,7,1,2.62772870063782
78,1,0,0,2,0,0,0,3,1,0,0,1.16918933391571,1.70187759399414,1.55288565158844,1.62570190429688,2.58804655075073,0.589911699295044,2.58804655075073,"WorkHour_vv_4",-0.125,0,1,1,8,0,2.58804655075073
75,0,1,0,2,1,0,1,3,1,0,1,0.809461355209351,1.04676806926727,2.54681706428528,-0.108230635523796,0.341119706630707,1.51170873641968,2.54681706428528,"WorkHour_vv_2",-0.222222222222222,0,1,2,9,0,2.54681706428528
17,1,0,0,1,0,1,0,1,1,0,1,2.03003263473511,2.23692202568054,2.51408386230469,2.08482956886292,2.14818167686462,0.287460625171661,2.51408386230469,"WorkHour_vv_2",-0.3,0,1,3,10,0,2.51408386230469
17,1,0,0,1,0,1,0,2,1,0,1,2.03003263473511,2.23692202568054,2.51408386230469,2.08482956886292,2.14818167686462,0.287460625171661,2.51408386230469,"WorkHour_vv_2",0.2,1,2,3,10,1,2.51408386230469
17,1,0,0,1,0,1,0,1,1,0,0,2.03003263473511,2.23692202568054,2.51408386230469,2.08482956886292,2.14818167686462,0.287460625171661,2.51408386230469,"WorkHour_vv_2",0.227272727272727,1,2,3,11,0,2.51408386230469
17,1,0,0,1,0,1,0,1,1,0,1,2.03003263473511,2.23692202568054,2.51408386230469,2.08482956886292,2.14818167686462,0.287460625171661,2.51408386230469,"WorkHour_vv_2",0.166666666666667,1,2,4,12,0,2.51408386230469
