"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
42,1,0,0,3,0,0,1,4,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,0,1,0
34,1,0,0,2,0,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,0,2,0
54,1,0,0,2,1,0,1,2,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,0,3,0
28,1,0,0,1,1,0,1,3,0,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,0,4,0
27,1,0,0,2,0,0,1,3,0,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,1,5,0
34,0,0,1,2,0,0,1,4,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,1,6,0
51,1,0,0,2,1,0,1,3,1,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,2,7,0
38,1,0,0,2,1,0,1,4,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,2,8,0
54,0,0,1,2,1,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,2,9,0
36,0,0,1,2,0,0,1,3,1,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,3,10,0
23,0,0,1,2,0,0,1,3,1,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,4,11,0
27,0,0,0,2,1,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,4,12,0
53,1,0,0,3,1,0,1,3,0,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,5,13,0
26,1,0,0,3,0,0,1,3,0,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,5,14,0
24,0,0,1,1,0,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,5,15,0
44,0,0,1,2,0,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,5,16,0
23,1,0,0,2,0,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,5,17,0
40,1,0,0,1,0,0,1,4,1,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,6,18,0
26,1,0,0,2,0,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,6,19,0
37,1,0,0,2,0,0,1,3,1,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",NA,0,0,7,20,0
43,0,1,0,2,1,0,1,4,0,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",-0.35,0,1,7,20,1
40,1,0,0,2,1,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",-0.333333333333333,0,1,7,21,0
60,1,0,0,1,0,0,1,3,1,0,0,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",-0.318181818181818,0,1,7,22,0
40,1,0,0,1,0,0,1,3,1,0,1,0.460602904233809,0.460602904233809,"SelfEmp_vv_1",-0.347826086956522,0,1,8,23,0
