"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
48,1,0,0,1,0,1,1,3,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",NA,0,0,0,1,0
46,1,0,0,1,1,1,1,3,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",NA,0,0,0,2,0
32,0,0,0,1,0,1,1,3,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",NA,0,0,0,3,0
52,1,0,0,3,1,1,1,3,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",NA,0,0,0,4,0
48,1,0,0,2,0,1,0,3,0,0,1,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",NA,0,0,1,5,0
56,0,1,0,2,1,1,1,4,0,1,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.2,0,1,1,5,1
38,0,0,1,3,1,1,1,3,0,1,1,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.333333333333333,0,1,2,6,0
23,1,0,0,1,1,1,1,3,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.285714285714286,0,1,2,7,0
38,1,0,0,3,1,1,1,4,0,0,1,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.375,0,1,3,8,0
75,1,0,0,2,0,1,0,2,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.333333333333333,0,1,3,9,0
56,1,0,0,2,1,1,1,3,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.3,0,1,3,10,0
56,1,0,0,2,0,1,1,2,0,0,0,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",-0.272727272727273,0,1,3,11,0
26,0,1,0,1,1,1,1,3,0,0,1,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",0.227272727272727,1,2,3,11,1
34,0,0,1,3,1,1,1,3,0,1,1,0.414470896413575,0.414470896413575,"SelfEmp_vv_1",0.166666666666667,1,2,4,12,0
