"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
35,1,0,0,2,1,1,1,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",NA,0,0,0,1,0
52,1,0,0,3,1,1,1,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",NA,0,0,0,2,0
36,1,0,0,2,0,1,0,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",NA,0,0,0,3,0
38,1,0,0,3,1,1,1,4,0,0,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",NA,0,0,1,4,0
41,1,0,0,3,1,1,1,4,0,1,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",NA,0,0,2,5,0
19,0,0,0,2,0,1,1,2,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",NA,0,0,2,6,0
26,0,1,0,1,1,1,1,3,0,0,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.666666666666667,1,1,2,6,1
23,1,0,0,2,0,1,1,4,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.714285714285714,1,1,2,7,0
31,1,0,0,2,0,1,0,2,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.75,1,1,2,8,0
45,1,0,0,1,0,1,0,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.777777777777778,1,1,2,9,0
47,1,0,0,1,0,1,1,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.8,1,1,2,10,0
47,0,1,0,1,1,1,1,4,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.3,1,2,2,10,1
43,1,0,0,3,1,1,1,3,0,1,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.227272727272727,1,2,3,11,0
47,0,1,0,2,1,1,0,4,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.0606060606060606,1,3,3,11,1
33,0,1,0,2,1,1,1,4,0,0,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.227272727272727,2,4,3,11,1
23,1,0,0,2,1,1,0,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.25,2,4,3,12,0
56,1,0,0,2,1,1,1,4,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.269230769230769,2,4,3,13,0
41,1,0,0,1,1,1,1,3,0,0,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.214285714285714,2,4,4,14,0
38,1,0,0,3,1,1,1,4,0,1,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.233333333333333,2,4,4,15,0
50,1,0,0,2,0,1,0,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.25,2,4,4,16,0
30,1,0,0,2,1,1,1,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.264705882352941,2,4,4,17,0
26,1,0,0,1,0,1,0,3,0,0,0,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.277777777777778,2,4,4,18,0
61,0,1,0,3,1,1,1,4,0,1,1,0.43418744438593,0.43418744438593,"SelfEmp_vv_1",0.377777777777778,3,5,4,18,1
