"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","Education_vv_2","Education_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
31,0,0,1,2,0,1,0,3,1,0,0,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",NA,0,0,0,1,0
66,0,0,1,2,0,1,0,2,1,0,1,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",NA,0,0,1,2,0
40,0,0,1,3,0,1,0,4,1,1,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.5,1,1,1,2,1
42,0,0,1,2,0,1,0,3,1,0,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.333333333333333,1,1,2,3,0
37,0,0,1,2,0,1,0,3,1,0,0,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.5,1,1,2,4,0
53,0,0,1,1,0,1,0,3,1,0,0,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.6,1,1,2,5,0
20,0,0,1,2,0,1,0,1,1,0,0,0.0247357293868922,0.746648136036625,0.746648136036625,"Education_vv_3",0.666666666666667,1,1,2,6,0
36,0,0,1,2,1,1,0,3,1,0,0,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.714285714285714,1,1,2,7,0
32,0,0,1,3,1,1,0,3,1,1,1,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.714285714285714,2,2,2,7,1
45,0,0,1,3,0,1,0,3,1,0,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.714285714285714,3,3,2,7,1
33,0,0,1,2,0,0,0,3,1,1,1,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.625,3,3,3,8,0
58,0,0,1,3,0,1,0,3,1,0,1,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",0.625,4,4,3,8,1
31,0,0,1,2,0,1,0,3,1,0,0,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.666666666666667,4,4,3,9,0
38,0,0,1,2,0,1,0,3,1,0,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.6,4,4,4,10,0
29,0,0,1,2,0,0,0,3,0,0,0,0.132256064481128,0.746648136036625,0.746648136036625,"Education_vv_3",0.636363636363636,4,4,4,11,0
42,0,0,1,3,1,1,0,3,1,1,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.636363636363636,5,5,4,11,1
33,0,0,1,3,0,1,0,3,1,0,1,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.636363636363636,6,6,4,11,1
46,0,0,1,2,1,1,0,3,1,1,0,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.666666666666667,6,6,4,12,0
54,0,0,1,2,0,0,0,3,1,0,1,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",0.615384615384615,6,6,5,13,0
58,0,0,1,3,1,1,0,3,1,1,1,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",0.615384615384615,7,7,5,13,1
59,0,0,1,2,0,0,0,3,1,0,1,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",0.571428571428571,7,7,6,14,0
24,0,0,1,3,0,1,0,4,1,0,0,0.0247357293868922,0.746648136036625,0.746648136036625,"Education_vv_3",0.446428571428571,7,8,6,14,1
52,0,0,1,2,0,1,0,3,1,0,0,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.475,7,8,6,15,0
61,0,0,1,2,0,1,0,3,1,0,0,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",0.5,7,8,6,16,0
43,0,0,1,2,0,1,0,3,1,0,0,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.522058823529412,7,8,6,17,0
19,0,0,1,2,0,0,0,3,1,0,0,0.0247357293868922,0.746648136036625,0.746648136036625,"Education_vv_3",0.541666666666667,7,8,6,18,0
39,0,0,1,2,1,1,0,4,1,1,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.506578947368421,7,8,7,19,0
57,0,0,1,2,0,1,0,3,1,0,0,0.153494615065035,0.746648136036625,0.746648136036625,"Education_vv_3",0.525,7,8,7,20,0
26,0,0,1,2,0,1,0,3,1,0,0,0.132256064481128,0.746648136036625,0.746648136036625,"Education_vv_3",0.541666666666667,7,8,7,21,0
33,0,0,1,2,1,1,0,4,1,0,0,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.556818181818182,7,8,7,22,0
53,0,0,1,2,1,1,0,3,1,1,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.527173913043478,7,8,8,23,0
42,0,0,1,3,0,1,0,3,1,1,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.541062801932367,8,9,8,23,1
35,0,0,1,3,1,1,0,3,1,1,1,0.046759696429196,0.746648136036625,0.746648136036625,"Education_vv_3",0.552173913043478,9,10,8,23,1
42,0,0,1,3,0,1,0,3,1,0,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.561264822134387,10,11,8,23,1
25,0,0,1,3,0,1,0,3,1,0,1,0.132256064481128,0.746648136036625,0.746648136036625,"Education_vv_3",0.568840579710145,11,12,8,23,1
44,0,0,1,3,0,1,0,4,1,0,1,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.575250836120401,12,13,8,23,1
47,0,0,1,2,1,1,0,3,1,1,0,0.179577992253205,0.746648136036625,0.746648136036625,"Education_vv_3",0.58974358974359,12,13,8,24,0
18,0,0,1,1,0,1,0,2,1,0,0,0.0247357293868922,0.746648136036625,0.746648136036625,"Education_vv_3",0.603076923076923,12,13,8,25,0
