"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","CScore_Education_vv_2","CScore_Education_vv_3","CScore_WorkHour_vv_3","CScore_WorkHour_vv_4","CScore_SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
30,0,1,0,3,1,1,1,4,0,1,1,0.185921281576157,0.59278929233551,0.237177357077599,0.442107081413269,2.24081420898438,2.24081420898438,"SelfEmp_vv_1",NA,1,1,0,0,1,2.24081420898438
32,0,1,0,3,1,1,1,3,0,1,0,0.315480440855026,0.624560058116913,0.330703258514404,0.465368300676346,2.22818851470947,2.22818851470947,"SelfEmp_vv_1",NA,1,2,0,0,1,2.22818851470947
31,0,1,0,3,1,1,1,4,0,1,1,0.316502928733826,0.624212145805359,0.302577912807465,0.438999444246292,2.22810578346252,2.22810578346252,"SelfEmp_vv_1",NA,2,3,0,0,1,2.22810578346252
31,0,1,0,3,1,1,1,4,0,1,1,0.316502928733826,0.624212145805359,0.302577912807465,0.438999444246292,2.22810578346252,2.22810578346252,"SelfEmp_vv_1",NA,3,4,0,0,1,2.22810578346252
42,0,1,0,2,1,1,1,4,0,1,1,0.298939764499664,0.622498869895935,0.329511970281601,0.474121749401093,2.16119623184204,2.16119623184204,"SelfEmp_vv_1",NA,4,5,0,0,1,2.16119623184204
42,0,1,0,3,1,1,1,3,0,1,1,0.298939764499664,0.622498869895935,0.329511970281601,0.474121749401093,2.16119623184204,2.16119623184204,"SelfEmp_vv_1",NA,5,6,0,0,1,2.16119623184204
46,0,1,0,3,1,1,1,3,0,1,0,0.304433315992355,0.616000771522522,0.320035219192505,0.465811282396317,2.14967012405396,2.14967012405396,"SelfEmp_vv_1",NA,5,7,0,0,1,2.14967012405396
46,0,1,0,3,1,1,1,3,0,1,1,0.304433315992355,0.616000771522522,0.320035219192505,0.465811282396317,2.14967012405396,2.14967012405396,"SelfEmp_vv_1",NA,6,8,0,0,1,2.14967012405396
46,0,1,0,3,1,1,1,3,0,1,1,0.304433315992355,0.616000771522522,0.320035219192505,0.465811282396317,2.14967012405396,2.14967012405396,"SelfEmp_vv_1",NA,7,9,0,0,1,2.14967012405396
46,0,1,0,2,0,0,1,3,0,1,1,0.268662542104721,0.553742110729218,0.291561812162399,0.711664199829102,2.11421632766724,2.11421632766724,"SelfEmp_vv_1",NA,8,10,0,0,1,2.11421632766724
41,0,1,0,3,1,1,1,3,0,1,1,0.30472669005394,0.634765565395355,0.329511970281601,0.474738657474518,2.11338472366333,2.11338472366333,"SelfEmp_vv_1",NA,9,11,0,0,1,2.11338472366333
41,0,1,0,2,1,1,1,4,0,1,1,0.30472669005394,0.634765565395355,0.329511970281601,0.474738657474518,2.11338472366333,2.11338472366333,"SelfEmp_vv_1",NA,10,12,0,0,1,2.11338472366333
32,0,1,0,3,0,1,1,4,1,1,1,0.31033656001091,0.745919525623322,0.361983686685562,0.770759880542755,2.10799407958984,2.10799407958984,"SelfEmp_vv_1",NA,11,13,0,0,1,2.10799407958984
44,0,1,0,2,1,1,1,4,0,1,1,0.312721282243729,0.634831488132477,0.331376761198044,0.470810294151306,2.10529613494873,2.10529613494873,"SelfEmp_vv_1",NA,12,14,0,0,1,2.10529613494873
44,0,1,0,3,1,1,1,4,0,1,1,0.312721282243729,0.634831488132477,0.331376761198044,0.470810294151306,2.10529613494873,2.10529613494873,"SelfEmp_vv_1",NA,13,15,0,0,1,2.10529613494873
44,0,1,0,1,1,1,1,4,0,1,1,0.312721282243729,0.634831488132477,0.331376761198044,0.470810294151306,2.10529613494873,2.10529613494873,"SelfEmp_vv_1",NA,14,16,0,0,1,2.10529613494873
44,0,1,0,2,1,1,1,4,0,1,1,0.312721282243729,0.634831488132477,0.331376761198044,0.470810294151306,2.10529613494873,2.10529613494873,"SelfEmp_vv_1",NA,15,17,0,0,1,2.10529613494873
30,0,1,0,2,0,1,1,4,1,1,1,0.192620828747749,0.732414484024048,0.335085570812225,0.771111786365509,2.10489392280579,2.10489392280579,"SelfEmp_vv_1",NA,16,18,0,0,1,2.10489392280579
45,0,1,0,3,1,0,1,3,0,1,1,0.252750426530838,0.444610595703125,0.281527549028397,0.462353765964508,2.10481929779053,2.10481929779053,"SelfEmp_vv_1",NA,17,19,0,0,1,2.10481929779053
45,0,1,0,3,1,0,1,3,0,1,1,0.252750426530838,0.444610595703125,0.281527549028397,0.462353765964508,2.10481929779053,2.10481929779053,"SelfEmp_vv_1",NA,18,20,0,0,1,2.10481929779053
34,0,1,0,2,1,1,1,4,0,1,0,0.318764716386795,0.631387710571289,0.330703258514404,0.467092543840408,2.08173847198486,2.08173847198486,"SelfEmp_vv_1",NA,18,21,0,0,1,2.08173847198486
34,0,1,0,3,1,1,1,3,0,1,1,0.318764716386795,0.631387710571289,0.330703258514404,0.467092543840408,2.08173847198486,2.08173847198486,"SelfEmp_vv_1",NA,19,22,0,0,1,2.08173847198486
34,0,1,0,3,1,1,1,4,0,1,1,0.318764716386795,0.631387710571289,0.330703258514404,0.467092543840408,2.08173847198486,2.08173847198486,"SelfEmp_vv_1",NA,20,23,0,0,1,2.08173847198486
31,0,1,0,2,1,1,1,3,1,1,1,0.31436750292778,0.63310694694519,0.376105695962906,0.492229014635086,2.08148789405823,2.08148789405823,"SelfEmp_vv_1",NA,21,24,0,0,1,2.08148789405823
31,0,1,0,3,1,1,1,4,1,1,1,0.31436750292778,0.63310694694519,0.376105695962906,0.492229014635086,2.08148789405823,2.08148789405823,"SelfEmp_vv_1",NA,22,25,0,0,1,2.08148789405823
31,0,1,0,3,1,1,1,3,1,1,1,0.31436750292778,0.63310694694519,0.376105695962906,0.492229014635086,2.08148789405823,2.08148789405823,"SelfEmp_vv_1",NA,23,26,0,0,1,2.08148789405823
31,0,1,0,2,1,1,1,4,1,1,1,0.31436750292778,0.63310694694519,0.376105695962906,0.492229014635086,2.08148789405823,2.08148789405823,"SelfEmp_vv_1",NA,24,27,0,0,1,2.08148789405823
31,0,1,0,2,1,1,1,4,1,1,1,0.31436750292778,0.63310694694519,0.376105695962906,0.492229014635086,2.08148789405823,2.08148789405823,"SelfEmp_vv_1",NA,25,28,0,0,1,2.08148789405823
31,0,1,0,2,1,1,1,3,1,1,1,0.31436750292778,0.63310694694519,0.376105695962906,0.492229014635086,2.08148789405823,2.08148789405823,"SelfEmp_vv_1",NA,26,29,0,0,1,2.08148789405823
30,0,1,0,2,1,1,1,1,1,1,1,0.19671668112278,0.618864774703979,0.357255548238754,0.492340207099915,2.08095765113831,2.08095765113831,"SelfEmp_vv_1",NA,27,30,0,0,1,2.08095765113831
30,0,1,0,2,1,1,1,3,1,1,1,0.19671668112278,0.618864774703979,0.357255548238754,0.492340207099915,2.08095765113831,2.08095765113831,"SelfEmp_vv_1",NA,28,31,0,0,1,2.08095765113831
30,0,1,0,3,1,1,1,4,1,1,1,0.19671668112278,0.618864774703979,0.357255548238754,0.492340207099915,2.08095765113831,2.08095765113831,"SelfEmp_vv_1",NA,29,32,0,0,1,2.08095765113831
30,0,1,0,2,1,1,1,3,1,1,1,0.19671668112278,0.618864774703979,0.357255548238754,0.492340207099915,2.08095765113831,2.08095765113831,"SelfEmp_vv_1",NA,30,33,0,0,1,2.08095765113831
30,0,1,0,2,1,1,1,3,1,1,1,0.19671668112278,0.618864774703979,0.357255548238754,0.492340207099915,2.08095765113831,2.08095765113831,"SelfEmp_vv_1",NA,31,34,0,0,1,2.08095765113831
30,0,1,0,3,1,1,1,3,1,1,1,0.19671668112278,0.618864774703979,0.357255548238754,0.492340207099915,2.08095765113831,2.08095765113831,"SelfEmp_vv_1",NA,32,35,0,0,1,2.08095765113831
32,0,1,0,3,1,1,1,4,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,33,36,0,0,1,2.08034348487854
32,0,1,0,2,1,1,1,3,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,34,37,0,0,1,2.08034348487854
32,0,1,0,2,1,1,1,4,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,35,38,0,0,1,2.08034348487854
32,0,1,0,2,1,1,1,4,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,36,39,0,0,1,2.08034348487854
32,0,1,0,2,1,1,1,3,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,37,40,0,0,1,2.08034348487854
32,0,1,0,3,1,1,1,3,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,38,41,0,0,1,2.08034348487854
32,0,1,0,2,1,1,1,4,1,1,0,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,38,42,0,0,1,2.08034348487854
32,0,1,0,2,1,1,1,4,1,1,0,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,38,43,0,0,1,2.08034348487854
32,0,1,0,3,1,1,1,4,1,1,1,0.31462037563324,0.635154724121094,0.376591116189957,0.492275804281235,2.08034348487854,2.08034348487854,"SelfEmp_vv_1",NA,39,44,0,0,1,2.08034348487854
40,0,1,0,3,1,1,1,3,0,1,1,0.314576357603073,0.650296151638031,0.330298691987991,0.474487751722336,2.05884623527527,2.05884623527527,"SelfEmp_vv_1",NA,40,45,0,0,1,2.05884623527527
39,0,1,0,3,1,1,1,4,0,1,1,0.317156791687012,0.670664846897125,0.330298691987991,0.472140818834305,2.03163313865662,2.03163313865662,"SelfEmp_vv_1",NA,41,46,0,0,1,2.03163313865662
49,0,1,0,3,0,1,1,4,0,1,1,0.314139664173126,0.665503919124603,0.32009345293045,0.761100649833679,2.02747368812561,2.02747368812561,"SelfEmp_vv_1",NA,42,47,0,0,1,2.02747368812561
49,0,1,0,3,0,1,1,4,0,1,1,0.314139664173126,0.665503919124603,0.32009345293045,0.761100649833679,2.02747368812561,2.02747368812561,"SelfEmp_vv_1",NA,43,48,0,0,1,2.02747368812561
50,0,1,0,2,1,1,1,4,0,1,1,0.168445646762848,0.64939022064209,0.316784769296646,0.458820670843124,1.98618960380554,1.98618960380554,"SelfEmp_vv_1",NA,44,49,0,0,1,1.98618960380554
50,0,1,0,1,1,1,1,4,0,1,1,0.168445646762848,0.64939022064209,0.316784769296646,0.458820670843124,1.98618960380554,1.98618960380554,"SelfEmp_vv_1",NA,45,50,0,0,1,1.98618960380554
50,0,1,0,2,1,1,1,4,0,1,1,0.168445646762848,0.64939022064209,0.316784769296646,0.458820670843124,1.98618960380554,1.98618960380554,"SelfEmp_vv_1",NA,46,51,0,0,1,1.98618960380554
53,0,1,0,2,0,1,1,4,0,1,1,-0.0626170933246613,0.607462763786316,0.31761908531189,0.748536288738251,1.9798139333725,1.9798139333725,"SelfEmp_vv_1",NA,47,52,0,0,1,1.9798139333725
47,0,1,0,3,1,1,1,4,0,1,1,0.25577637553215,0.615112125873566,0.32026219367981,0.465762436389923,1.96283912658691,1.96283912658691,"SelfEmp_vv_1",NA,48,53,0,0,1,1.96283912658691
52,0,1,0,3,1,1,1,4,0,1,1,0.088431216776371,0.608563363552094,0.311231523752213,0.457027077674866,1.95180892944336,1.95180892944336,"SelfEmp_vv_1",NA,49,54,0,0,1,1.95180892944336
33,0,1,0,3,1,1,1,3,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,50,55,0,0,1,1.95145499706268
33,0,1,0,3,1,1,1,3,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,51,56,0,0,1,1.95145499706268
33,0,1,0,2,1,1,1,4,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,52,57,0,0,1,1.95145499706268
33,0,1,0,3,1,1,1,3,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,53,58,0,0,1,1.95145499706268
33,0,1,0,2,1,1,1,4,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,54,59,0,0,1,1.95145499706268
33,0,1,0,2,1,1,1,4,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,55,60,0,0,1,1.95145499706268
33,0,1,0,2,1,1,1,4,1,1,0,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,55,61,0,0,1,1.95145499706268
33,0,1,0,3,1,1,1,4,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,56,62,0,0,1,1.95145499706268
33,0,1,0,2,1,1,1,4,1,1,1,0.322926968336105,0.644473373889923,0.376591116189957,0.492275804281235,1.95145499706268,1.95145499706268,"SelfEmp_vv_1",NA,57,63,0,0,1,1.95145499706268
41,0,1,0,3,1,0,1,3,0,1,1,0.201466605067253,0.418770849704742,0.305064171552658,0.465734571218491,1.94415628910065,1.94415628910065,"SelfEmp_vv_1",NA,58,64,0,0,1,1.94415628910065
53,0,1,0,3,1,1,1,3,0,1,1,-0.0831363797187805,0.590063214302063,0.31023508310318,0.448768794536591,1.93227112293243,1.93227112293243,"SelfEmp_vv_1",NA,59,65,0,0,1,1.93227112293243
53,0,1,0,1,1,1,1,4,0,1,1,-0.0831363797187805,0.590063214302063,0.31023508310318,0.448768794536591,1.93227112293243,1.93227112293243,"SelfEmp_vv_1",NA,60,66,0,0,1,1.93227112293243
53,0,1,0,2,1,1,1,3,0,1,1,-0.0831363797187805,0.590063214302063,0.31023508310318,0.448768794536591,1.93227112293243,1.93227112293243,"SelfEmp_vv_1",NA,61,67,0,0,1,1.93227112293243
33,0,1,0,2,1,0,1,4,0,1,1,0.21564769744873,0.472104758024216,0.305633544921875,0.456886380910873,1.92570018768311,1.92570018768311,"SelfEmp_vv_1",NA,62,68,0,0,1,1.92570018768311
48,0,1,0,3,0,0,1,3,0,1,1,0.240308418869972,0.550168871879578,0.299082577228546,0.710693836212158,1.92530798912048,1.92530798912048,"SelfEmp_vv_1",NA,63,69,0,0,1,1.92530798912048
36,0,1,0,2,1,1,1,4,0,1,1,0.320751428604126,0.639027059078217,0.330631345510483,0.467092543840408,1.91545689105988,1.91545689105988,"SelfEmp_vv_1",NA,64,70,0,0,1,1.91545689105988
40,0,1,0,3,1,0,1,3,0,1,0,0.203120172023773,0.428573280572891,0.305850893259048,0.465019166469574,1.90930044651031,1.90930044651031,"SelfEmp_vv_1",NA,64,71,0,0,1,1.90930044651031
39,0,1,0,2,1,0,1,3,0,1,1,0.205680072307587,0.502217292785645,0.305850893259048,0.462642878293991,1.90183854103088,1.90183854103088,"SelfEmp_vv_1",NA,65,72,0,0,1,1.90183854103088
50,0,1,0,3,1,0,1,4,0,1,1,0.0792214050889015,0.469977766275406,0.351808339357376,0.469282150268555,1.89997065067291,1.89997065067291,"SelfEmp_vv_1",NA,66,73,0,0,1,1.89997065067291
34,0,1,0,3,1,0,1,4,0,1,1,0.217269599437714,0.472652524709702,0.305633544921875,0.460467606782913,1.89345860481262,1.89345860481262,"SelfEmp_vv_1",NA,67,74,0,0,1,1.89345860481262
