"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
55,1,0,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",NA,0,0,1,1,0
55,1,0,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",NA,0,0,2,2,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",NA,0,0,3,3,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",NA,0,0,4,4,0
55,0,1,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0,1,1,4,4,1
55,1,0,0,3,1,1,1,3,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.2,1,1,4,5,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.166666666666667,1,1,5,6,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.142857142857143,1,1,6,7,0
55,0,0,1,2,1,1,1,3,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.25,1,1,6,8,0
55,0,1,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.25,2,2,6,8,1
55,0,0,1,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.222222222222222,2,2,7,9,0
55,0,0,1,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.2,2,2,8,10,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.181818181818182,2,2,9,11,0
55,0,1,0,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.181818181818182,3,3,9,11,1
55,0,1,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.181818181818182,4,4,9,11,1
55,0,0,1,2,1,1,1,3,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.25,4,4,9,12,0
55,1,0,0,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.230769230769231,4,4,10,13,0
55,1,0,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.214285714285714,4,4,11,14,0
55,1,0,0,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.2,4,4,12,15,0
55,1,0,0,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.1875,4,4,13,16,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.176470588235294,4,4,14,17,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.166666666666667,4,4,15,18,0
55,1,0,0,2,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.157894736842105,4,4,16,19,0
55,0,1,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.157894736842105,5,5,16,19,1
55,0,1,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.157894736842105,6,6,16,19,1
55,1,0,0,2,1,1,1,3,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.2,6,6,16,20,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.19047619047619,6,6,17,21,0
55,1,0,0,2,1,1,1,3,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.227272727272727,6,6,17,22,0
55,0,0,1,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.217391304347826,6,6,18,23,0
55,0,0,0,3,1,1,1,2,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.25,6,6,18,24,0
55,1,0,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.24,6,6,19,25,0
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.230769230769231,6,6,20,26,0
55,0,1,0,2,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.230769230769231,7,7,20,26,1
55,1,0,0,2,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.222222222222222,7,7,21,27,0
55,1,0,0,2,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.214285714285714,7,7,22,28,0
55,1,0,0,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.206896551724138,7,7,23,29,0
55,1,0,0,3,1,1,1,3,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.2,7,7,24,30,0
55,1,0,0,3,1,1,1,4,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.193548387096774,7,7,25,31,0
55,1,0,0,3,1,1,1,1,1,1,1,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.1875,7,7,26,32,0
55,0,1,0,1,1,1,1,4,1,1,0,0.815174091377484,0.815174091377484,"SelfEmp_vv_1",0.0625,7,8,26,32,1
53,0,1,0,3,1,1,1,4,1,1,1,0.814918447784523,0.814918447784523,"SelfEmp_vv_1",0.0763888888888888,8,9,26,32,1
53,1,0,0,2,1,1,1,3,1,1,1,0.814918447784523,0.814918447784523,"SelfEmp_vv_1",0.0707070707070706,8,9,27,33,0
53,1,0,0,3,1,1,1,4,1,1,1,0.814918447784523,0.814918447784523,"SelfEmp_vv_1",0.065359477124183,8,9,28,34,0
53,0,0,1,3,1,1,1,3,1,1,1,0.814918447784523,0.814918447784523,"SelfEmp_vv_1",0.0603174603174602,8,9,29,35,0
53,1,0,0,3,1,1,1,4,1,1,1,0.814918447784523,0.814918447784523,"SelfEmp_vv_1",0.0555555555555555,8,9,30,36,0
53,1,0,0,3,1,1,1,3,1,1,1,0.814918447784523,0.814918447784523,"SelfEmp_vv_1",0.051051051051051,8,9,31,37,0
