"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","CScore_satisfaction_level_vv_2","CScore_satisfaction_level_vv_3","CScore_average_montly_hours_vv_2","CScore_average_montly_hours_vv_3","CScore_average_montly_hours_vv_4","CScore_average_montly_hours_vv_5","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
3,0.99,4,5,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",NA,0,0,5,1,0,2.72434568405151
2,0.99,4,5,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",0,5,1,5,1,1,2.72434568405151
2,0.99,3,5,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",0,10,2,5,1,1,2.72434568405151
3,0.99,4,5,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",0,10,2,10,2,0,2.72434568405151
2,0.99,4,5,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",0,15,3,10,2,1,2.72434568405151
2,0.99,3,5,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",0,20,4,10,2,1,2.72434568405151
3,0.99,4,6,0,1,0,2.72434568405151,1.36434197425842,-0.051900889724493,2.24893617630005,2.31512260437012,1.1321986913681,2.72434568405151,"satisfaction_level_vv_2",-0.333333333333333,20,4,16,3,0,2.72434568405151
3,0.99,4,5,1,1,1,2.69843626022339,1.27333080768585,-0.0552910715341568,1.35610282421112,2.68319058418274,1.16117811203003,2.69843626022339,"satisfaction_level_vv_2",-0.25,20,4,21,4,0,2.69843626022339
2,0.66,3,3,0,1,0,-0.416071683168411,2.35891389846802,-0.0435596145689487,3.63904428482056,1.69531011581421,1.10487914085388,2.35891389846802,"satisfaction_level_vv_3",0.2,20,4,24,5,0,2.35891389846802
2,0.66,3,3,0,1,0,-0.416071683168411,2.35891389846802,-0.0435596145689487,3.63904428482056,1.69531011581421,1.10487914085388,2.35891389846802,"satisfaction_level_vv_3",0.5,20,4,27,6,0,2.35891389846802
1,0.47,3,2,0,1,1,0.768780648708344,2.35631990432739,0.059945322573185,1.56247818470001,1.75997865200043,1.29660022258759,2.35631990432739,"satisfaction_level_vv_3",0.857142857142857,20,4,29,7,0,2.35631990432739
1,0.47,2,3,0,1,1,0.768780648708344,2.35631990432739,0.059945322573185,1.56247818470001,1.75997865200043,1.29660022258759,2.35631990432739,"satisfaction_level_vv_3",1,20,4,32,8,0,2.35631990432739
2,0.47,1,3,0,1,1,0.768780648708344,2.35631990432739,0.059945322573185,1.56247818470001,1.75997865200043,1.29660022258759,2.35631990432739,"satisfaction_level_vv_3",1.11111111111111,20,4,35,9,0,2.35631990432739
1,0.47,2,3,0,1,1,0.768780648708344,2.35631990432739,0.059945322573185,1.56247818470001,1.75997865200043,1.29660022258759,2.35631990432739,"satisfaction_level_vv_3",1.2,20,4,38,10,0,2.35631990432739
