"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","CScore_satisfaction_level_vv_2","CScore_satisfaction_level_vv_3","CScore_average_montly_hours_vv_2","CScore_average_montly_hours_vv_3","CScore_average_montly_hours_vv_4","CScore_average_montly_hours_vv_5","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
2,0.67,4,3,0,1,0,-0.282823711633682,2.65394020080566,-0.0328012630343437,3.92423582077026,1.64523375034332,1.13050580024719,3.92423582077026,"average_montly_hours_vv_3",NA,0,0,3,1,0,3.92423582077026
3,0.88,3,5,1,1,1,0.705806732177734,1.09425961971283,-0.0415679588913918,3.16285467147827,1.86622262001038,1.04271399974823,3.16285467147827,"average_montly_hours_vv_3",2,5,1,3,1,1,3.16285467147827
2,1,3,5,1,1,1,0.728840827941895,1.09575319290161,-0.041364062577486,1.31574201583862,3.13944530487061,1.14170801639557,3.13944530487061,"average_montly_hours_vv_4",1,5,1,8,2,0,3.13944530487061
2,0.86,3,5,1,1,1,2.10866737365723,1.33163464069366,-0.0415679588913918,3.10338568687439,1.49715912342072,1.03641641139984,3.10338568687439,"average_montly_hours_vv_3",1,10,2,8,2,1,3.10338568687439
3,0.87,4,5,1,1,1,1.05871140956879,1.18369662761688,-0.0415679588913918,2.73170304298401,1.84957373142242,1.086146235466,2.73170304298401,"average_montly_hours_vv_3",0.666666666666667,10,2,13,3,0,2.73170304298401
3,0.87,3,6,1,1,1,1.05871140956879,1.18369662761688,-0.0415679588913918,2.73170304298401,1.84957373142242,1.086146235466,2.73170304298401,"average_montly_hours_vv_3",1,16,3,13,3,1,2.73170304298401
2,1,2,4,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",1.08333333333333,16,3,17,4,0,2.61415362358093
1,1,3,4,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.75,20,4,17,4,1,2.61415362358093
3,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.75,25,5,17,4,1,2.61415362358093
2,1,4,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.6,25,5,22,5,0,2.61415362358093
2,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.6,30,6,22,5,1,2.61415362358093
2,1,4,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.5,30,6,27,6,0,2.61415362358093
2,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.5,35,7,27,6,1,2.61415362358093
2,1,5,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.428571428571429,35,7,32,7,0,2.61415362358093
2,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.428571428571429,40,8,32,7,1,2.61415362358093
3,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.428571428571429,45,9,32,7,1,2.61415362358093
3,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.428571428571429,50,10,32,7,1,2.61415362358093
2,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.428571428571429,55,11,32,7,1,2.61415362358093
3,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.428571428571429,60,12,32,7,1,2.61415362358093
2,1,4,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.375,60,12,37,8,0,2.61415362358093
3,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.375,65,13,37,8,1,2.61415362358093
3,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.375,70,14,37,8,1,2.61415362358093
3,1,4,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.333333333333333,70,14,42,9,0,2.61415362358093
2,1,4,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.3,70,14,47,10,0,2.61415362358093
2,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.3,75,15,47,10,1,2.61415362358093
2,1,4,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.272727272727272,75,15,52,11,0,2.61415362358093
2,1,5,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.25,75,15,57,12,0,2.61415362358093
2,1,3,5,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.25,80,16,57,12,1,2.61415362358093
3,1,4,6,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.153846153846154,80,16,63,13,0,2.61415362358093
2,1,3,6,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.212669683257919,86,17,63,13,1,2.61415362358093
3,1,4,6,0,1,0,1.87933111190796,1.24211251735687,-0.038036834448576,2.61415362358093,2.07019734382629,1.14151430130005,2.61415362358093,"average_montly_hours_vv_3",0.130252100840336,86,17,69,14,0,2.61415362358093
2,0.85,3,6,1,1,1,1.85115158557892,1.28169810771942,-0.0414947755634785,2.58640313148499,1.56454789638519,1.04118978977203,2.58640313148499,"average_montly_hours_vv_3",0.182539682539682,92,18,69,14,1,2.58640313148499
1,1,3,3,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0714285714285712,95,19,69,14,1,2.47028660774231
1,1,5,4,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.133333333333334,95,19,73,15,0,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.133333333333334,100,20,73,15,1,2.47028660774231
2,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.125,100,20,78,16,0,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.125,105,21,78,16,1,2.47028660774231
3,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.117647058823529,105,21,83,17,0,2.47028660774231
2,1,5,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.111111111111111,105,21,88,18,0,2.47028660774231
3,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.105263157894737,105,21,93,19,0,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.105263157894737,110,22,93,19,1,2.47028660774231
3,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0999999999999996,110,22,98,20,0,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0999999999999996,115,23,98,20,1,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0999999999999996,120,24,98,20,1,2.47028660774231
2,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0999999999999996,125,25,98,20,1,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0999999999999996,130,26,98,20,1,2.47028660774231
3,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0952380952380949,130,26,103,21,0,2.47028660774231
3,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0952380952380949,135,27,103,21,1,2.47028660774231
2,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0909090909090908,135,27,108,22,0,2.47028660774231
2,1,3,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0909090909090908,140,28,108,22,1,2.47028660774231
2,1,4,5,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.0869565217391308,140,28,113,23,0,2.47028660774231
3,1,3,6,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.12143928035982,146,29,113,23,1,2.47028660774231
3,1,3,6,0,1,1,1.66674387454987,1.14261507987976,-0.0389592461287975,2.47028660774231,2.20834994316101,1.11164772510529,2.47028660774231,"average_montly_hours_vv_3",0.153623188405797,152,30,113,23,1,2.47028660774231
