"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","Education_vv_2","Education_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
51,0,0,1,2,0,1,0,3,1,0,0,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",NA,0,0,0,1,0
51,0,0,1,2,0,1,0,3,1,0,1,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",NA,0,0,1,2,0
51,0,0,1,2,0,1,0,3,1,0,0,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",NA,0,0,1,3,0
51,0,0,1,3,0,1,0,3,1,0,1,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",0.666666666666667,1,1,1,3,1
51,0,0,1,2,0,1,0,3,1,0,0,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",0.75,1,1,1,4,0
51,0,0,1,2,0,1,0,3,1,0,0,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",0.8,1,1,1,5,0
51,0,0,1,3,0,1,0,3,1,0,1,0.15378482034085,0.560886855139075,0.560886855139075,"Education_vv_3",0.8,2,2,1,5,1
49,0,0,1,3,0,1,0,4,1,0,1,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.8,3,3,1,5,1
49,0,0,1,2,0,1,0,3,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.833333333333333,3,3,1,6,0
49,0,0,1,2,0,1,0,3,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.857142857142857,3,3,1,7,0
49,0,0,1,2,0,1,0,1,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.875,3,3,1,8,0
49,0,0,1,2,0,1,0,2,1,0,1,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.777777777777778,3,3,2,9,0
49,0,0,1,2,0,1,0,2,1,0,1,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.7,3,3,3,10,0
49,0,0,1,2,0,1,0,4,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.727272727272727,3,3,3,11,0
49,0,0,1,3,0,1,0,4,1,0,1,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.727272727272727,4,4,3,11,1
49,0,0,1,2,0,1,0,3,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.75,4,4,3,12,0
49,0,0,1,1,0,1,0,4,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.769230769230769,4,4,3,13,0
49,0,0,1,2,0,1,0,3,1,0,0,0.150378284229323,0.56070903589155,0.56070903589155,"Education_vv_3",0.785714285714286,4,4,3,14,0
50,0,0,1,2,0,1,0,3,1,0,0,0.15208776851527,0.560621495328761,0.560621495328761,"Education_vv_3",0.8,4,4,3,15,0
50,0,0,1,3,0,1,0,3,1,0,1,0.15208776851527,0.560621495328761,0.560621495328761,"Education_vv_3",0.8,5,5,3,15,1
50,0,0,1,3,0,1,0,4,1,0,1,0.15208776851527,0.560621495328761,0.560621495328761,"Education_vv_3",0.8,6,6,3,15,1
50,0,0,1,3,0,1,0,4,1,0,1,0.15208776851527,0.560621495328761,0.560621495328761,"Education_vv_3",0.8,7,7,3,15,1
50,0,0,1,2,0,1,0,3,1,0,0,0.15208776851527,0.560621495328761,0.560621495328761,"Education_vv_3",0.8125,7,7,3,16,0
50,0,0,1,2,0,1,0,3,1,0,0,0.15208776851527,0.560621495328761,0.560621495328761,"Education_vv_3",0.823529411764706,7,7,3,17,0
48,0,0,1,3,0,1,0,4,1,0,1,0.149155917501153,0.560405349702622,0.560405349702622,"Education_vv_3",0.823529411764706,8,8,3,17,1
48,0,0,1,3,0,1,0,4,1,0,1,0.149155917501153,0.560405349702622,0.560405349702622,"Education_vv_3",0.823529411764706,9,9,3,17,1
48,0,0,1,2,0,1,0,3,1,0,1,0.149155917501153,0.560405349702622,0.560405349702622,"Education_vv_3",0.777777777777778,9,9,4,18,0
48,0,0,1,3,0,1,0,3,1,0,0,0.149155917501153,0.560405349702622,0.560405349702622,"Education_vv_3",0.677777777777778,9,10,4,18,1
48,0,0,1,3,0,1,0,3,1,0,1,0.149155917501153,0.560405349702622,0.560405349702622,"Education_vv_3",0.686868686868687,10,11,4,18,1
52,0,0,1,2,0,1,0,3,1,0,0,0.152674162653683,0.560104525488795,0.560104525488795,"Education_vv_3",0.698564593301435,10,11,4,19,0
52,0,0,1,2,0,1,0,3,1,0,1,0.152674162653683,0.560104525488795,0.560104525488795,"Education_vv_3",0.659090909090909,10,11,5,20,0
52,0,0,1,2,0,1,0,3,1,0,0,0.152674162653683,0.560104525488795,0.560104525488795,"Education_vv_3",0.670995670995671,10,11,5,21,0
52,0,0,1,3,0,1,0,4,1,0,1,0.152674162653683,0.560104525488795,0.560104525488795,"Education_vv_3",0.678571428571429,11,12,5,21,1
51,0,0,1,3,0,1,0,3,1,1,1,0.153019501714352,0.560094769399313,0.560094769399313,"Education_vv_3",0.684981684981685,12,13,5,21,1
49,0,0,1,3,0,1,0,4,1,1,1,0.150159629522586,0.56000875864627,0.56000875864627,"Education_vv_3",0.69047619047619,13,14,5,21,1
49,0,0,1,3,0,1,0,4,1,1,1,0.150159629522586,0.56000875864627,0.56000875864627,"Education_vv_3",0.695238095238095,14,15,5,21,1
50,0,0,1,3,0,1,0,4,1,1,1,0.151562288502145,0.559871898276216,0.559871898276216,"Education_vv_3",0.699404761904762,15,16,5,21,1
48,0,0,1,2,0,1,0,4,1,1,1,0.148866983967058,0.55978631503613,0.55978631503613,"Education_vv_3",0.664772727272727,15,16,6,22,0
48,0,0,1,3,0,1,0,4,1,1,1,0.148866983967058,0.55978631503613,0.55978631503613,"Education_vv_3",0.668449197860963,16,17,6,22,1
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.680306905370844,16,17,6,23,0
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.691176470588235,16,17,6,24,0
47,0,0,1,2,0,1,0,2,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.701176470588235,16,17,6,25,0
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.710407239819004,16,17,6,26,0
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.718954248366013,16,17,6,27,0
47,0,0,1,3,0,1,0,3,1,0,1,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.722222222222222,17,18,6,27,1
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.73015873015873,17,18,6,28,0
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.737547892720307,17,18,6,29,0
47,0,0,1,2,0,1,0,3,1,0,1,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.711111111111111,17,18,7,30,0
47,0,0,1,3,0,1,0,4,1,0,1,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.714035087719298,18,19,7,30,1
47,0,0,1,2,0,1,0,3,1,0,0,0.148017640577548,0.559300759448481,0.559300759448481,"Education_vv_3",0.721561969439728,18,19,7,31,0
46,0,0,1,2,0,1,0,4,1,0,1,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.697368421052632,18,19,8,32,0
46,0,0,1,2,0,1,0,3,1,0,0,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.704944178628389,18,19,8,33,0
46,0,0,1,2,0,1,0,3,1,0,0,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.712074303405573,18,19,8,34,0
46,0,0,1,2,0,1,0,3,1,0,0,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.718796992481203,18,19,8,35,0
46,0,0,1,3,0,1,0,3,1,0,1,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.721428571428571,19,20,8,35,1
46,0,0,1,2,0,1,0,3,1,0,0,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.727777777777778,19,20,8,36,0
46,0,0,1,3,0,1,0,3,1,0,1,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.73015873015873,20,21,8,36,1
46,0,0,1,3,0,1,0,3,1,0,1,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.732323232323232,21,22,8,36,1
46,0,0,1,3,0,1,0,3,1,0,1,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.734299516908213,22,23,8,36,1
46,0,0,1,2,0,1,0,2,1,0,0,0.145773412123101,0.558494680443422,0.558494680443422,"Education_vv_3",0.740305522914219,22,23,8,37,0
46,0,0,1,3,0,1,0,4,1,1,1,0.14570598127907,0.557998676230413,0.557998676230413,"Education_vv_3",0.742117117117117,23,24,8,37,1
46,0,0,1,3,0,1,0,2,1,1,1,0.14570598127907,0.557998676230413,0.557998676230413,"Education_vv_3",0.743783783783784,24,25,8,37,1
46,0,0,1,3,0,1,0,4,1,1,1,0.14570598127907,0.557998676230413,0.557998676230413,"Education_vv_3",0.745322245322245,25,26,8,37,1
53,0,0,1,1,0,1,0,3,1,0,0,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.751012145748988,25,26,8,38,0
53,0,0,1,3,0,1,0,4,1,0,1,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.752436647173489,26,27,8,38,1
53,0,0,1,3,0,1,0,4,1,0,1,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.753759398496241,27,28,8,38,1
53,0,0,1,2,0,1,0,3,1,0,0,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.759157509157509,27,28,8,39,0
53,0,0,1,2,0,1,0,3,1,0,0,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.764285714285714,27,28,8,40,0
53,0,0,1,3,0,1,0,4,1,0,1,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.76551724137931,28,29,8,40,1
53,0,0,1,2,0,1,0,3,1,0,0,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.770395290159798,28,29,8,41,0
53,0,0,1,3,0,1,0,3,1,0,1,0.150424936003096,0.557785513241149,0.557785513241149,"Education_vv_3",0.771544715447154,29,30,8,41,1
53,0,0,1,3,0,1,0,3,1,1,1,0.149769384056343,0.556804935821685,0.556804935821685,"Education_vv_3",0.772619984264359,30,31,8,41,1
53,0,0,1,3,0,1,0,4,1,1,1,0.149769384056343,0.556804935821685,0.556804935821685,"Education_vv_3",0.773628048780488,31,32,8,41,1
53,0,0,1,3,0,1,0,3,1,1,1,0.149769384056343,0.556804935821685,0.556804935821685,"Education_vv_3",0.774575018477458,32,33,8,41,1
54,0,0,1,2,0,1,0,3,1,0,1,0.146898164201621,0.555726672495178,0.555726672495178,"Education_vv_3",0.755411255411255,32,33,9,42,0
54,0,0,1,2,0,1,0,3,1,0,0,0.146898164201621,0.555726672495178,0.555726672495178,"Education_vv_3",0.760394644115574,32,33,9,43,0
54,0,0,1,3,0,1,0,3,1,0,1,0.146898164201621,0.555726672495178,0.555726672495178,"Education_vv_3",0.761285909712722,33,34,9,43,1
54,0,0,1,2,0,1,0,3,1,0,0,0.146898164201621,0.555726672495178,0.555726672495178,"Education_vv_3",0.766042780748663,33,34,9,44,0
45,0,0,1,3,0,1,0,3,1,0,1,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.766883116883117,34,35,9,44,1
45,0,0,1,2,0,1,0,3,1,0,0,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.771428571428571,34,35,9,45,0
45,0,0,1,2,0,1,0,3,1,0,0,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.775776397515528,34,35,9,46,0
45,0,0,1,2,0,1,0,3,1,0,0,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.779939209726444,34,35,9,47,0
45,0,0,1,3,0,1,0,3,1,0,1,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.780732860520094,35,36,9,47,1
45,0,0,1,3,0,1,0,3,1,0,1,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.781483611270845,36,37,9,47,1
45,0,0,1,3,0,1,0,3,1,0,1,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.782194848824188,37,38,9,47,1
45,0,0,1,2,0,1,0,3,1,0,0,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.786184210526316,37,38,9,48,0
45,0,0,1,3,0,1,0,3,1,0,1,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.786858974358974,38,39,9,48,1
45,0,0,1,2,0,1,0,3,1,0,0,0.144158424511381,0.555216052427657,0.555216052427657,"Education_vv_3",0.790685504971219,38,39,9,49,0
45,0,0,1,3,0,1,0,4,1,1,1,0.144185088527972,0.554415875641465,0.554415875641465,"Education_vv_3",0.791326530612245,39,40,9,49,1
45,0,0,1,3,0,1,0,4,1,1,1,0.144185088527972,0.554415875641465,0.554415875641465,"Education_vv_3",0.791936286709806,40,41,9,49,1
55,0,0,1,3,0,1,0,4,1,0,1,0.140778040737397,0.554351309613944,0.554351309613944,"Education_vv_3",0.792517006802721,41,42,9,49,1
55,0,0,1,1,0,1,0,3,1,0,0,0.140778040737397,0.554351309613944,0.554351309613944,"Education_vv_3",0.796190476190476,41,42,9,50,0
55,0,0,1,3,0,1,0,3,1,0,1,0.140778040737397,0.554351309613944,0.554351309613944,"Education_vv_3",0.796744186046512,42,43,9,50,1
55,0,0,1,2,0,1,0,3,1,1,0,0.139868151306791,0.553336643573183,0.553336643573183,"Education_vv_3",0.800273597811217,42,43,9,51,0
55,0,0,1,3,0,1,0,3,1,1,1,0.139868151306791,0.553336643573183,0.553336643573183,"Education_vv_3",0.800802139037433,43,44,9,51,1
51,0,0,1,3,0,0,0,3,1,0,1,0.143053810393132,0.552426674488444,0.552426674488444,"Education_vv_3",0.801307189542484,44,45,9,51,1
52,0,0,1,2,0,0,0,3,1,0,0,0.142849536830175,0.552263620493025,0.552263620493025,"Education_vv_3",0.804700854700855,44,45,9,52,0
52,0,0,1,3,0,0,0,3,1,0,1,0.142849536830175,0.552263620493025,0.552263620493025,"Education_vv_3",0.805183946488294,45,46,9,52,1
50,0,0,1,2,0,0,0,2,1,0,0,0.142475761578893,0.551863635007126,0.551863635007126,"Education_vv_3",0.8084495488105,45,46,9,53,0
50,0,0,1,2,0,0,0,1,1,0,0,0.142475761578893,0.551863635007126,0.551863635007126,"Education_vv_3",0.811594202898551,45,46,9,54,0
