"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","Education_vv_2","Education_vv_3","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
32,0,0,1,3,1,1,0,3,1,1,1,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.115795510404719,0.445130475302889,0.775942389758179,"Education_vv_3",NA,1,1,0,0,1
58,0,0,1,3,0,1,0,3,1,0,1,0.220132763576997,0.0922654102866117,0.775942389758179,-0.0933583959899749,0.143770622853427,0.3486119487545,0.775942389758179,"Education_vv_3",NA,2,2,0,0,1
31,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",1,2,2,0,1,0
29,0,0,1,2,0,0,0,3,0,0,0,0.386418702523139,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.0193827911219215,0.445130475302889,0.775942389758179,"Education_vv_3",1,2,2,0,2,0
36,0,0,1,3,0,1,0,3,0,0,0,0.402915097300691,0.153991538354834,0.775942389758179,-0.0933583959899749,-0.020749956499043,0.445130475302889,0.775942389758179,"Education_vv_3",0.666666666666667,2,3,0,2,1
22,0,0,1,3,0,1,0,2,1,0,1,0.220132763576997,0.0382149413924587,0.775942389758179,-0.0207520473352485,-0.121319822544868,0.445130475302889,0.775942389758179,"Education_vv_3",0.75,3,4,0,2,1
48,0,0,1,3,1,1,0,3,1,1,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.115795510404719,0.445130475302889,0.775942389758179,"Education_vv_3",0.8,4,5,0,2,1
43,0,0,1,2,1,1,0,3,1,1,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.115795510404719,0.445130475302889,0.775942389758179,"Education_vv_3",0.466666666666667,4,5,1,3,0
34,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.55,4,5,1,4,0
59,0,0,1,2,0,0,0,3,1,0,1,0.386418702523139,0.0922654102866117,0.775942389758179,-0.0933583959899749,0.163842026518083,0.3486119487545,0.775942389758179,"Education_vv_3",0.4,4,5,2,5,0
24,0,0,1,3,0,1,0,4,1,0,0,0.220132763576997,0.135434733428852,0.775942389758179,-0.0207520473352485,-0.121319822544868,0.445130475302889,0.775942389758179,"Education_vv_3",0.266666666666667,4,6,2,5,1
36,0,0,1,2,0,1,0,3,1,0,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.166666666666667,4,6,3,6,0
31,0,0,1,2,0,1,0,3,1,0,1,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.0952380952380952,4,6,4,7,0
39,0,0,1,2,1,1,0,4,1,1,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.115795510404719,0.445130475302889,0.775942389758179,"Education_vv_3",0.0416666666666666,4,6,5,8,0
47,0,0,1,1,0,1,0,3,1,0,0,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.111111111111111,4,6,5,9,0
26,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.135434733428852,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.166666666666667,4,6,5,10,0
37,0,0,1,2,0,0,0,3,1,0,0,0.386418702523139,0.153991538354834,0.775942389758179,-0.0933583959899749,0.163842026518083,0.445130475302889,0.775942389758179,"Education_vv_3",0.212121212121212,4,6,5,11,0
25,0,0,1,3,0,1,0,3,1,0,1,0.220132763576997,0.135434733428852,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.25974025974026,5,7,5,11,1
44,0,0,1,3,0,1,0,4,1,0,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.295454545454545,6,8,5,11,1
47,0,0,1,2,1,1,0,3,1,1,0,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.115795510404719,0.445130475302889,0.775942389758179,"Education_vv_3",0.333333333333333,6,8,5,12,0
36,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.365384615384615,6,8,5,13,0
45,0,0,1,3,0,1,0,3,1,0,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.393162393162393,7,9,5,13,1
26,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.135434733428852,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.420634920634921,7,9,5,14,0
24,0,0,1,2,0,0,0,3,1,0,0,0.386418702523139,0.135434733428852,0.775942389758179,-0.0207520473352485,0.0193827911219215,0.445130475302889,0.775942389758179,"Education_vv_3",0.444444444444444,7,9,5,15,0
18,0,0,1,1,0,1,0,2,1,0,0,0.220132763576997,0.0382149413924587,0.775942389758179,-0.0207520473352485,-0.0335423509505325,0.445130475302889,0.775942389758179,"Education_vv_3",0.465277777777778,7,9,5,16,0
43,0,0,1,2,0,0,0,3,1,0,0,0.386418702523139,0.153991538354834,0.775942389758179,-0.0933583959899749,0.163842026518083,0.445130475302889,0.775942389758179,"Education_vv_3",0.483660130718954,7,9,5,17,0
53,0,0,1,3,0,1,0,4,1,0,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.3486119487545,0.775942389758179,"Education_vv_3",0.505882352941176,8,10,5,17,1
24,0,0,1,2,1,1,0,3,1,0,0,0.220132763576997,0.135434733428852,0.775942389758179,-0.0207520473352485,-0.121319822544868,0.445130475302889,0.775942389758179,"Education_vv_3",0.522222222222222,8,10,5,18,0
59,0,0,1,2,0,0,0,3,1,0,0,0.386418702523139,0.0922654102866117,0.775942389758179,-0.0933583959899749,0.163842026518083,0.3486119487545,0.775942389758179,"Education_vv_3",0.536842105263158,8,10,5,19,0
31,0,0,1,2,1,1,0,3,1,1,0,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.115795510404719,0.445130475302889,0.775942389758179,"Education_vv_3",0.55,8,10,5,20,0
56,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.143770622853427,0.3486119487545,0.775942389758179,"Education_vv_3",0.561904761904762,8,10,5,21,0
47,0,0,1,3,0,1,0,3,1,1,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.58008658008658,9,11,5,21,1
41,0,0,1,3,0,1,0,4,1,0,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.595238095238095,10,12,5,21,1
32,0,0,1,3,0,1,0,4,1,1,1,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.608058608058608,11,13,5,21,1
64,0,0,1,2,0,1,0,3,1,0,0,0.342270344198769,0.0922654102866117,0.775942389758179,-0.0933583959899749,0.143770622853427,0.3486119487545,0.775942389758179,"Education_vv_3",0.618881118881119,11,13,5,22,0
21,0,0,1,2,0,1,0,2,1,0,1,0.220132763576997,0.0382149413924587,0.775942389758179,-0.0207520473352485,-0.0335423509505325,0.445130475302889,0.775942389758179,"Education_vv_3",0.585284280936455,11,13,6,23,0
29,0,0,1,2,0,0,0,3,1,0,0,0.386418702523139,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.0193827911219215,0.445130475302889,0.775942389758179,"Education_vv_3",0.596153846153846,11,13,6,24,0
29,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.0567471590909091,0.775942389758179,-0.0207520473352485,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.606153846153846,11,13,6,25,0
22,0,0,1,2,0,1,0,2,1,0,1,0.220132763576997,0.0382149413924587,0.775942389758179,-0.0207520473352485,-0.121319822544868,0.445130475302889,0.775942389758179,"Education_vv_3",0.576923076923077,11,13,7,26,0
40,0,0,1,3,0,1,0,3,1,0,1,0.220132763576997,0.153991538354834,0.775942389758179,-0.0933583959899749,0.170599170599171,0.445130475302889,0.775942389758179,"Education_vv_3",0.587912087912088,12,14,7,26,1
24,0,0,1,2,0,1,0,3,1,0,0,0.220132763576997,0.135434733428852,0.775942389758179,-0.0207520473352485,-0.121319822544868,0.445130475302889,0.775942389758179,"Education_vv_3",0.597883597883598,12,14,7,27,0
