"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","Education_vv_2","Education_vv_3","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
22,0,0,1,2,1,0,1,1,1,0,0,0.0601723218545648,0.0752133656662363,0.61759473403309,-0.08717753208794,-0.0468441064638783,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,0,1,0
31,0,0,1,1,1,1,1,3,1,0,0,0.158431628777996,0.0752133656662363,0.61759473403309,-0.08717753208794,-0.0195257493212364,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,0,2,0
39,0,0,1,2,0,1,1,3,1,0,1,0.149771003291828,0.151821400022839,0.61759473403309,-0.08717753208794,0.0807168044209901,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,3,0
28,0,0,1,2,1,1,1,3,1,0,0,0.158431628777996,0.0752133656662363,0.61759473403309,-0.08717753208794,-0.0195257493212364,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,4,0
59,0,0,1,2,1,1,1,3,1,0,0,0.195046439628483,0.0752133656662363,0.61759473403309,-0.08717753208794,0.0687118515057064,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,5,0
40,0,0,1,2,0,1,0,3,1,0,0,0.26349379637199,0.163486851835419,0.61759473403309,-0.08717753208794,0.126609548335975,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,6,0
36,0,0,1,2,1,1,0,3,1,0,0,0.0722364595592414,0.0752133656662363,0.61759473403309,-0.08717753208794,0.126609548335975,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,7,0
41,0,0,1,2,0,0,0,2,1,0,0,0.26349379637199,0.163486851835419,0.61759473403309,-0.08717753208794,0.126609548335975,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,8,0
42,0,0,1,2,1,1,0,3,1,0,0,0.26349379637199,0.0752133656662363,0.61759473403309,-0.08717753208794,0.126609548335975,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,9,0
59,0,0,1,2,1,1,1,3,1,0,0,0.195046439628483,0.0752133656662363,0.61759473403309,-0.08717753208794,0.0687118515057064,0.13537984496124,0.61759473403309,"Education_vv_3",NA,0,0,1,10,0
45,0,0,1,3,0,1,0,3,1,0,1,0.26349379637199,0.163486851835419,0.61759473403309,-0.08717753208794,0.126609548335975,0.13537984496124,0.61759473403309,"Education_vv_3",0.9,1,1,1,10,1
42,0,0,1,1,1,1,1,3,1,0,0,0.158431628777996,0.0752133656662363,0.61759473403309,-0.08717753208794,0.0807168044209901,0.13537984496124,0.61759473403309,"Education_vv_3",0.909090909090909,1,1,1,11,0
36,0,0,1,2,0,0,1,3,1,0,1,0.396034907987099,0.151821400022839,0.61759473403309,-0.08717753208794,0.0807168044209901,0.13537984496124,0.61759473403309,"Education_vv_3",0.833333333333333,1,1,2,12,0
