"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","Education_vv_2","Education_vv_3","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
47,0,0,1,3,1,1,1,3,1,0,1,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",NA,1,1,0,0,1
47,0,0,1,2,0,0,0,3,1,0,0,0.424743237874297,0.137086990651538,0.67779013718947,-0.176164215686274,0.015772217428818,0.105405849490634,0.67779013718947,"Education_vv_3",1,1,1,0,1,0
49,0,0,1,1,0,0,0,3,1,0,0,0.424743237874297,0.137086990651538,0.67779013718947,-0.176164215686274,0.015772217428818,0.105405849490634,0.67779013718947,"Education_vv_3",1,1,1,0,2,0
46,0,0,1,3,1,1,1,3,1,0,1,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",1,2,2,0,2,1
54,0,0,1,2,0,0,0,3,1,0,1,0.424743237874297,0.137086990651538,0.67779013718947,-0.176164215686274,0.015772217428818,0.105405849490634,0.67779013718947,"Education_vv_3",0.666666666666667,2,2,1,3,0
52,0,0,1,2,0,1,0,3,1,0,0,0.319130639651313,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.75,2,2,1,4,0
53,0,0,1,2,0,0,0,3,1,0,0,0.424743237874297,0.137086990651538,0.67779013718947,-0.176164215686274,0.015772217428818,0.105405849490634,0.67779013718947,"Education_vv_3",0.8,2,2,1,5,0
47,0,0,1,3,1,1,1,3,1,0,0,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.466666666666667,2,3,1,5,1
57,0,0,1,2,0,1,0,4,1,0,1,0.319130639651313,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.333333333333333,2,3,2,6,0
46,0,0,1,2,1,1,1,3,1,0,0,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.380952380952381,2,3,2,7,0
51,0,0,1,2,1,1,1,4,1,0,0,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.416666666666667,2,3,2,8,0
57,0,0,1,2,1,1,1,4,1,0,0,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.444444444444444,2,3,2,9,0
59,0,0,1,2,0,1,1,3,1,0,0,0.257822408383953,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0654246419664748,0.105405849490634,0.67779013718947,"Education_vv_3",0.466666666666667,2,3,2,10,0
46,0,0,1,2,1,1,1,3,1,0,1,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.393939393939394,2,3,3,11,0
57,0,0,1,2,0,1,1,3,1,0,0,0.257822408383953,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.416666666666667,2,3,3,12,0
47,0,0,1,2,1,1,1,4,1,0,1,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.358974358974359,2,3,4,13,0
54,0,0,1,3,0,1,0,3,1,0,1,0.319130639651313,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.442307692307692,3,4,4,13,1
64,0,0,1,2,0,1,0,3,1,0,0,0.319130639651313,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.464285714285714,3,4,4,14,0
63,0,0,1,2,0,1,0,3,1,0,1,0.319130639651313,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.416666666666667,3,4,5,15,0
61,0,0,1,3,0,1,1,3,0,0,1,0.213765230548698,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0654246419664748,0.105405849490634,0.67779013718947,"Education_vv_3",0.466666666666667,4,5,5,15,1
54,0,0,1,2,0,1,0,2,1,0,0,0.319130639651313,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.4875,4,5,5,16,0
56,0,0,1,3,1,1,1,3,1,0,1,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.520833333333333,5,6,5,16,1
47,0,0,1,2,1,1,1,3,1,0,0,0.186958417009139,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0699185572282019,0.105405849490634,0.67779013718947,"Education_vv_3",0.53921568627451,5,6,5,17,0
63,0,0,1,2,1,1,1,4,1,0,1,0.213765230548698,0.0920999817551542,0.67779013718947,-0.176164215686274,0.0654246419664748,0.105405849490634,0.67779013718947,"Education_vv_3",0.5,5,6,6,18,0
50,0,0,1,3,0,1,0,3,1,0,1,0.243899514701684,0.137086990651538,0.67779013718947,-0.176164215686274,0.162971511875114,0.105405849490634,0.67779013718947,"Education_vv_3",0.523809523809524,6,7,6,18,1
47,0,0,1,2,0,0,1,3,1,0,0,0.424743237874297,0.0792323295365892,0.67779013718947,-0.176164215686274,0.015772217428818,0.105405849490634,0.67779013718947,"Education_vv_3",0.541353383458647,6,7,6,19,0
