stag,event,Gender,Age,Profession,Is_coached,Head_gender,Grey_wage,Transportation,Extraversion,Independence,Selfcontrol,Anxiety,Novator,Long_emp_retention,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
22.9650924,1,1,33.0,1,0,1,1,1,2,0,0,1,1,0,1.9175397521287518,Grey_wage_vv_1,1,1.0,0.0,0.0,0.0,0.0
8.640657083999999,1,0,23.0,0,0,0,1,0,4,0,1,0,0,0,1.4932814729033577,Grey_wage_vv_1,1,2.0,0.0,0.0,0.0,0.0
15.21149897,1,0,30.0,1,0,0,1,0,4,1,1,0,1,0,1.3672000959851496,Grey_wage_vv_1,1,3.0,0.0,0.0,0.0,0.0
63.54004107,1,0,31.0,0,0,1,1,0,4,0,0,1,1,1,1.2970769820781995,Grey_wage_vv_1,1,4.0,1.0,0.0,0.0,0.25
49.3798768,1,0,22.0,0,0,0,0,0,3,1,1,0,0,0,1.2605064891332145,Grey_wage_vv_1,0,4.0,1.0,1.0,0.0,0.25
46.78439425,1,0,23.0,0,0,0,1,0,4,1,1,0,0,0,1.2605064891332145,Grey_wage_vv_1,1,5.0,1.0,1.0,0.0,0.2
17.60985626,1,0,41.0,1,0,1,1,1,1,0,0,1,1,0,1.2376330571345708,Grey_wage_vv_1,1,6.0,1.0,1.0,0.0,0.16666666666666666
1.80698152,1,1,27.0,0,0,1,1,1,4,0,1,1,0,0,1.2108234274330991,Grey_wage_vv_1,1,7.0,1.0,1.0,0.0,0.14285714285714285
103.7207392,0,0,34.0,0,0,0,1,0,4,0,1,0,0,1,1.1029922583368594,Grey_wage_vv_1,1,8.0,2.0,1.0,0.0,0.25
105.1663244,0,0,34.0,0,0,0,1,0,4,0,1,0,0,1,1.1029922583368594,Grey_wage_vv_1,1,9.0,3.0,1.0,0.0,0.3333333333333333
81.83983573,1,1,34.0,0,0,1,1,0,4,0,1,1,1,1,1.0411823110906462,Grey_wage_vv_1,1,10.0,4.0,1.0,0.0,0.4
