"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
53,0,0,0,3,0,1,0,4,1,0,0,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",NA,0,1,0,0,1
40,0,0,1,2,0,1,0,3,1,0,0,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",0,0,1,0,1,0
41,0,0,1,2,0,0,0,2,1,0,0,-0.0373774509803922,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",0,0,1,0,2,0
45,0,0,1,3,0,1,0,3,1,0,1,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.333333333333333,0,1,1,3,0
53,0,0,0,1,0,0,0,3,1,0,0,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.25,0,1,1,4,0
48,0,0,0,2,0,0,0,3,1,0,0,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.2,0,1,1,5,0
59,0,0,1,2,0,1,0,3,0,0,1,0.234184239733629,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.333333333333333,0,1,2,6,0
49,0,0,1,3,0,0,0,3,1,0,1,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.428571428571429,0,1,3,7,0
52,0,0,1,2,0,1,0,3,1,0,0,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.375,0,1,3,8,0
61,0,0,1,2,0,1,0,3,1,0,0,0.234184239733629,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.333333333333333,0,1,3,9,0
43,0,0,1,2,0,1,0,3,1,0,0,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.3,0,1,3,10,0
41,0,1,0,3,0,1,0,3,1,0,1,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.363636363636364,0,1,4,11,0
42,0,0,1,3,0,1,0,3,1,0,1,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.416666666666667,0,1,5,12,0
60,0,0,0,3,0,0,0,1,1,0,0,0.234184239733629,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.384615384615385,0,1,5,13,0
43,0,0,1,2,0,0,0,3,1,0,0,-0.0373774509803922,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.357142857142857,0,1,5,14,0
56,0,0,1,2,0,1,0,3,1,0,0,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.333333333333333,0,1,5,15,0
45,0,0,1,3,0,1,0,3,1,0,1,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.375,0,1,6,16,0
41,0,0,1,3,0,1,0,4,1,0,1,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",0.125,1,2,6,16,1
54,0,0,1,3,0,1,0,3,1,0,1,0.0790678318768206,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",0.0882352941176471,1,2,7,17,0
39,0,0,0,2,0,1,0,3,1,0,0,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",0.111111111111111,1,2,7,18,0
36,0,0,1,2,0,1,0,4,1,0,0,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.0555555555555556,1,3,7,18,1
41,0,0,1,2,0,0,0,3,1,0,1,-0.0373774509803922,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.087719298245614,1,3,8,19,0
59,0,0,1,2,0,1,0,3,1,0,0,0.234184239733629,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.0666666666666667,1,3,8,20,0
45,0,0,1,2,0,1,0,3,1,0,0,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.0476190476190476,1,3,8,21,0
45,0,0,1,3,0,0,0,3,1,0,1,-0.0373774509803922,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.0757575757575758,1,3,9,22,0
40,0,0,1,2,0,0,0,3,1,0,0,-0.0373774509803922,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.0579710144927537,1,3,9,23,0
41,0,0,1,3,0,1,0,3,1,0,0,0.141992838622052,0.176992262084213,0.443984962406015,0.443984962406015,"WorkHour_vv_4",-0.0416666666666667,1,3,9,24,0
