"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","Grey_wage_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
20.92813142,1,0,22,1,0,0,1,1,3,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",NA,0,1,0,0,1
33.57700205,1,0,25,1,0,0,1,1,1,0,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",NA,0,2,0,0,1
14.71868583,1,0,36,1,1,0,0,1,3,1,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,2,0,1,0
45.37166324,1,0,29,1,0,1,1,1,1,1,1,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,3,0,1,1
45.37166324,1,0,29,1,0,1,1,1,4,0,0,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,4,0,1,1
59.20328542,1,0,25,1,1,0,1,1,3,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,5,0,1,1
12.38603696,1,0,36,0,0,1,1,0,1,1,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,6,0,1,1
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,7,0,1,1
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,8,0,1,1
16.91991786,1,1,35,0,0,1,1,0,4,0,0,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,9,0,1,1
28.15605749,1,0,25,0,0,0,1,1,4,1,1,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,10,0,1,1
22.73511294,1,0,34,1,0,1,1,0,3,0,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,11,0,1,1
22.73511294,1,0,34,1,0,1,1,0,2,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,12,0,1,1
22.73511294,1,0,34,1,0,1,1,0,2,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,13,0,1,1
13.07597536,1,0,21,1,0,0,1,1,3,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,14,0,1,1
36.23819302,1,0,32,1,0,1,1,0,4,1,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,15,0,1,1
4.369609856,1,0,30,1,0,1,1,1,2,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0,0,16,0,1,1
80.98562628,1,0,32,1,0,1,1,1,4,1,1,0,0,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0588235294117647,1,17,0,1,1
9.100616016,1,0,33,1,0,1,1,0,2,0,0,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0555555555555556,1,18,0,1,1
3.975359343,1,0,29,1,1,1,1,1,1,0,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0526315789473684,1,19,0,1,1
95.21149897,1,0,22,0,0,1,1,1,1,0,0,0,1,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.1,2,20,0,1,1
14.9486653,1,0,25,1,0,0,1,1,1,1,0,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0952380952380952,2,21,0,1,1
50.72689938,1,1,38,1,0,1,1,0,2,0,1,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0909090909090909,2,22,0,1,1
35.28542094,1,0,23,1,1,0,1,1,1,0,0,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0869565217391304,2,23,0,1,1
35.94250513,1,1,38,0,0,1,1,0,1,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0833333333333333,2,24,0,1,1
15.57289528,1,0,24,1,0,0,1,1,2,1,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.08,2,25,0,1,1
52.96098563,1,0,36,1,0,1,1,0,4,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0769230769230769,2,26,0,1,1
7.819301848,1,0,21,0,0,1,0,1,4,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0769230769230769,2,26,0,2,0
18.95687885,1,1,36,0,0,1,1,0,1,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0740740740740741,2,27,0,2,1
53.81519507,1,0,30.40033257,0,0,1,1,1,4,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0714285714285714,2,28,0,2,1
90.51334702,1,0,22,1,0,0,1,1,2,0,0,1,1,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.103448275862069,3,29,0,2,1
59.49897331,1,0,23,0,0,0,1,1,2,0,0,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.1,3,30,0,2,1
6.603696099,1,1,22,0,0,0,1,1,1,0,0,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0967741935483871,3,31,0,2,1
59.20328542,1,0,25,1,0,0,1,1,3,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.09375,3,32,0,2,1
59.20328542,1,0,25,1,0,0,1,1,4,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0909090909090909,3,33,0,2,1
17.3798768,1,0,24,1,0,0,1,1,3,1,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.0882352941176471,3,34,0,2,1
96.52566735,1,0,24,1,0,0,1,1,2,0,1,0,1,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.114285714285714,4,35,0,2,1
25.06776181,1,0,28,1,0,1,1,1,2,0,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.111111111111111,4,36,0,2,1
86.83367556,1,0,29,1,0,0,1,0,2,0,0,1,0,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.135135135135135,5,37,0,2,1
26.18480493,1,1,21,0,0,1,1,1,4,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.131578947368421,5,38,0,2,1
15.3100616,1,0,31,1,0,1,0,1,4,0,1,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.131578947368421,5,38,0,3,0
23.6550308,1,0,37,1,0,1,1,1,2,0,0,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.128205128205128,5,39,0,3,1
123.3347023,1,0,22,0,0,1,1,1,4,0,1,1,0,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.15,6,40,0,3,1
13.17453799,1,1,28,0,0,1,1,0,1,1,0,0,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.146341463414634,6,41,0,3,1
24.24640657,1,0,23,0,0,0,1,1,4,1,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.142857142857143,6,42,0,3,1
19.8110883,1,0,26,0,0,1,0,1,3,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.142857142857143,6,42,0,4,0
70.93223819,1,0,26,1,0,1,1,1,4,1,1,0,0,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.162790697674419,7,43,0,4,1
51.94250513,1,0,49,1,0,1,1,1,2,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.159090909090909,7,44,0,4,1
50.72689938,1,0,28,0,0,1,1,0,1,0,1,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.155555555555556,7,45,0,4,1
22.07802875,1,1,52,0,0,1,1,1,4,1,0,1,1,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.152173913043478,7,46,0,4,1
50.59548255,1,0,44,1,0,1,0,0,2,1,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.152173913043478,7,46,0,5,0
78.68583162,1,0,31,1,0,0,0,1,4,0,1,1,0,1,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",-0.0144927536231884,7,46,1,6,0
13.40451745,1,0,30.40033257,1,0,0,1,1,2,1,0,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",-0.0177304964539007,7,47,1,6,1
12.05749487,1,0,36,0,0,1,1,1,3,0,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",-0.0208333333333333,7,48,1,6,1
5.650924025,1,0,45,1,0,1,1,0,1,0,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",-0.0238095238095238,7,49,1,6,1
8.772073922,1,0,27,1,0,0,1,0,2,0,1,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",-0.0266666666666666,7,50,1,6,1
19.18685832,1,0,22,0,1,1,0,1,1,0,0,0,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",-0.00285714285714284,7,50,1,7,0
7.589322382,1,1,47,0,0,1,0,1,4,0,1,1,0,0,0.127322930460759,0.127322930460759,"Grey_wage_vv_1",0.015,7,50,1,8,0
