"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
45,1,0,0,3,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,0,1,0
57,1,0,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,1,2,0
45,1,0,0,1,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,1,3,0
53,1,0,0,3,1,0,0,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,1,4,0
40,0,0,1,3,1,0,1,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,1,5,0
52,1,0,0,2,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,1,6,0
46,1,0,0,2,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,2,7,0
46,1,0,0,2,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,2,8,0
64,1,0,0,3,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,3,9,0
57,1,0,0,3,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",NA,0,0,4,10,0
63,0,1,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.6,1,1,4,10,1
42,0,0,1,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.545454545454545,1,1,5,11,0
54,0,0,1,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,1,1,6,12,0
47,0,1,0,3,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,2,2,6,12,1
43,1,0,0,1,1,0,0,4,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.538461538461538,2,2,6,13,0
48,0,1,0,3,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.538461538461538,3,3,6,13,1
43,0,1,0,3,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.538461538461538,4,4,6,13,1
43,0,0,1,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,4,4,7,14,0
42,1,0,0,3,1,0,1,4,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.533333333333333,4,4,7,15,0
54,1,0,0,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,4,4,8,16,0
55,1,0,0,3,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.529411764705882,4,4,8,17,0
54,0,1,0,2,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.529411764705882,5,5,8,17,1
59,1,0,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,5,5,9,18,0
41,0,0,1,3,1,0,0,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.473684210526316,5,5,10,19,0
60,1,0,0,1,1,0,0,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,5,5,10,20,0
53,1,0,0,1,1,0,0,1,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.523809523809524,5,5,10,21,0
50,1,0,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,5,5,11,22,0
50,1,0,0,2,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.478260869565217,5,5,12,23,0
59,1,0,0,3,1,0,0,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.458333333333333,5,5,13,24,0
57,1,0,0,2,1,0,1,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.48,5,5,13,25,0
53,1,0,0,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.461538461538462,5,5,14,26,0
44,0,1,0,2,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.461538461538462,6,6,14,26,1
66,1,0,0,3,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.481481481481482,6,6,14,27,0
40,1,0,0,2,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.5,6,6,14,28,0
44,1,0,0,2,1,0,0,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.482758620689655,6,6,15,29,0
43,1,0,0,2,1,0,0,1,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.466666666666667,6,6,16,30,0
41,0,0,0,1,1,0,0,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.483870967741935,6,6,16,31,0
40,0,1,0,2,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.483870967741935,7,7,16,31,1
41,1,0,0,2,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.46875,7,7,17,32,0
69,0,0,0,1,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.484848484848485,7,7,17,33,0
45,1,0,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.470588235294118,7,7,18,34,0
57,0,1,0,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.470588235294118,8,8,18,34,1
44,0,1,0,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.470588235294118,9,9,18,34,1
55,1,0,0,1,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.485714285714286,9,9,18,35,0
53,0,1,0,3,1,0,0,4,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.385714285714286,9,10,18,35,1
44,0,1,0,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.394805194805195,10,11,18,35,1
73,1,0,0,2,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.409090909090909,10,11,18,36,0
41,0,0,1,3,1,0,0,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.422604422604423,10,11,18,37,0
44,1,0,0,2,1,0,0,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.435406698564593,10,11,18,38,0
42,0,1,0,2,1,0,1,2,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.442982456140351,11,12,18,38,1
54,1,0,0,2,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.429487179487179,11,12,19,39,0
44,1,0,0,2,1,0,0,4,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.441666666666667,11,12,19,40,0
39,1,0,0,2,1,0,1,2,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.453252032520325,11,12,19,41,0
40,1,0,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.44047619047619,11,12,20,42,0
55,0,0,1,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.428294573643411,11,12,21,43,0
58,1,0,0,2,1,0,0,4,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.439393939393939,11,12,21,44,0
43,0,1,0,3,1,0,0,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.445804195804196,12,13,21,44,1
57,1,0,0,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.434188034188034,12,13,22,45,0
48,0,1,0,2,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.43968253968254,13,14,22,45,1
43,1,0,0,2,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.428571428571429,13,14,23,46,0
54,1,0,0,1,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.417933130699088,13,14,24,47,0
60,0,0,0,3,1,0,1,2,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.428571428571429,13,14,24,48,0
54,0,1,0,3,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.433333333333333,14,15,24,48,1
41,1,0,0,1,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.42312925170068,14,15,25,49,0
42,1,0,0,3,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.413333333333333,14,15,26,50,0
62,1,0,0,1,1,0,1,3,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.423529411764706,14,15,26,51,0
48,0,1,0,3,1,0,1,3,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.427696078431373,15,16,26,51,1
66,0,0,1,3,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.418269230769231,15,16,27,52,0
39,1,0,0,2,1,0,1,2,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.409198113207547,15,16,28,53,0
50,1,0,0,1,1,0,1,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.400462962962963,15,16,29,54,0
45,1,0,0,3,1,0,0,3,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.392045454545455,15,16,30,55,0
73,0,0,0,3,1,0,1,1,0,0,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.401785714285714,15,16,30,56,0
54,1,0,0,2,1,0,1,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.411184210526316,15,16,30,57,0
48,1,0,0,3,1,0,1,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.420258620689655,15,16,30,58,0
63,1,0,0,3,1,0,1,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.429025423728814,15,16,30,59,0
45,0,1,0,3,1,0,1,4,0,1,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.432701894317049,16,17,30,59,1
46,1,0,0,2,1,0,1,4,0,0,1,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.424509803921569,16,17,31,60,0
42,1,0,0,3,1,0,1,3,0,1,0,0.409223623092236,0.409223623092236,"SelfEmp_vv_1",0.43297974927676,16,17,31,61,0
