stag,event,Gender,Age,Profession,Is_coached,Head_gender,Grey_wage,Transportation,Extraversion,Independence,Selfcontrol,Anxiety,Novator,Long_emp_retention,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
6.275154004,1,0,30.40033257,0,1,0,1,1,1,1,0,0,1,0,0.400483224899454,Extraversion_vv_4,0,0.0,0.0,1.0,0.0,0.0
35.38398357,1,0,31.0,1,0,1,1,1,4,1,0,0,1,0,0.3871998454048924,Extraversion_vv_4,1,1.0,0.0,1.0,0.0,0.0
22.57084189,1,0,30.0,1,0,1,0,1,1,0,0,0,0,0,0.366440804347658,Extraversion_vv_4,0,1.0,0.0,2.0,0.0,0.0
6.6036960989999995,1,1,22.0,0,0,0,1,1,1,0,0,1,1,0,0.3540902390267354,Extraversion_vv_4,0,1.0,0.0,3.0,0.0,0.0
13.17453799,1,1,28.0,0,0,1,1,0,1,1,0,0,1,0,0.34355956916910807,Extraversion_vv_4,0,1.0,0.0,4.0,0.0,0.0
53.81519507,1,0,30.40033257,0,0,1,1,1,4,1,0,0,0,0,0.34237520443614433,Extraversion_vv_4,1,2.0,0.0,4.0,0.0,0.0
133.8809035,1,1,19.0,0,0,0,1,0,2,0,0,1,1,1,0.342176450215182,Extraversion_vv_4,0,2.0,0.0,5.0,1.0,-0.2
48.09856263,1,0,25.0,0,1,0,1,1,2,0,0,1,1,0,0.3119324823890005,Extraversion_vv_4,0,2.0,0.0,6.0,1.0,-0.16666666666666666
63.54004107,1,0,31.0,0,0,1,1,0,4,0,0,1,1,1,0.3031733663502434,Extraversion_vv_4,1,3.0,1.0,6.0,1.0,0.16666666666666666
63.14579055,1,1,32.0,0,0,0,1,1,4,0,0,1,1,1,0.30152881551588023,Extraversion_vv_4,1,4.0,2.0,6.0,1.0,0.33333333333333337
13.40451745,1,0,30.40033257,1,0,0,1,1,2,1,0,1,0,0,0.30005475995260616,Extraversion_vv_4,0,4.0,2.0,7.0,1.0,0.35714285714285715
86.83367556,1,0,29.0,1,0,0,1,0,2,0,0,1,0,1,0.2988214640656269,Extraversion_vv_4,0,4.0,2.0,8.0,2.0,0.25
23.19507187,1,0,30.0,1,0,0,1,0,3,1,0,0,0,0,0.29448648205423233,Extraversion_vv_4,0,4.0,2.0,9.0,2.0,0.2777777777777778
164.5667351,0,0,27.0,0,0,0,1,0,4,0,0,1,0,1,0.2936366877857344,Extraversion_vv_4,1,5.0,3.0,9.0,2.0,0.37777777777777777
37.78234086,1,0,34.0,1,0,0,1,1,4,0,0,1,1,0,0.28448001110041027,Extraversion_vv_4,1,6.0,3.0,9.0,2.0,0.2777777777777778
23.9835729,1,0,29.0,1,0,1,1,1,4,0,0,0,1,0,0.28415001760031133,Extraversion_vv_4,1,7.0,3.0,9.0,2.0,0.20634920634920634
6.275154004,1,0,24.0,0,0,0,1,1,3,1,0,1,1,0,0.2723117330831995,Extraversion_vv_4,0,7.0,3.0,10.0,2.0,0.22857142857142854
59.49897331,1,0,23.0,0,0,0,1,1,2,0,0,1,0,0,0.26695537149921084,Extraversion_vv_4,0,7.0,3.0,11.0,2.0,0.24675324675324672
3.975359343,1,0,29.0,1,1,1,1,1,1,0,0,0,0,0,0.2652199534166258,Extraversion_vv_4,0,7.0,3.0,12.0,2.0,0.26190476190476186
110.02874740000001,0,0,25.0,1,0,1,1,0,2,0,1,1,1,1,0.25772834375741194,Grey_wage_vv_1,1,8.0,4.0,12.0,2.0,0.33333333333333337
78.91581109,1,1,21.0,0,0,0,0,1,4,1,0,1,0,1,0.2560372257990352,Extraversion_vv_4,1,9.0,5.0,12.0,2.0,0.38888888888888895
28.84599589,1,1,31.0,0,0,1,0,1,2,1,1,0,1,0,0.24877983448074747,Extraversion_vv_4,0,9.0,5.0,13.0,2.0,0.4017094017094017
133.8809035,1,1,19.0,0,0,0,1,0,4,1,0,1,0,1,0.2467663386918475,Extraversion_vv_4,1,10.0,6.0,13.0,2.0,0.4461538461538461
133.9137577,1,1,19.0,0,0,0,1,0,4,1,0,1,0,1,0.2467663386918475,Extraversion_vv_4,1,11.0,7.0,13.0,2.0,0.4825174825174825
15.11293634,1,0,23.0,1,0,0,1,0,1,0,0,1,1,0,0.24322986805960584,Grey_wage_vv_1,1,12.0,7.0,13.0,2.0,0.4294871794871795
11.99178645,1,1,24.0,0,0,0,1,1,2,0,0,0,0,0,0.23856830639683882,Extraversion_vv_4,0,12.0,7.0,14.0,2.0,0.4404761904761905
81.64271047,0,0,31.0,1,1,0,1,1,4,0,1,0,0,1,0.23825287312888488,Extraversion_vv_4,1,13.0,8.0,14.0,2.0,0.47252747252747257
33.93839836,1,0,27.0,1,0,0,1,1,3,0,0,1,1,0,0.23641715705665903,Extraversion_vv_4,0,13.0,8.0,15.0,2.0,0.4820512820512821
26.18480493,1,1,21.0,0,0,1,1,1,4,1,0,0,0,0,0.2338276862237098,Extraversion_vv_4,1,14.0,8.0,15.0,2.0,0.4380952380952381
19.71252567,1,0,23.0,0,0,0,1,1,2,0,0,0,1,0,0.23281375287655046,Extraversion_vv_4,0,14.0,8.0,16.0,2.0,0.4464285714285714
8.640657083999999,1,0,23.0,0,0,0,1,0,4,0,1,0,0,0,0.22918238423805742,Grey_wage_vv_1,1,15.0,8.0,16.0,2.0,0.4083333333333333
8.082135524,1,0,33.0,1,0,1,0,0,1,1,0,0,1,0,0.22734331293698457,Extraversion_vv_4,0,15.0,8.0,17.0,2.0,0.4156862745098039
4.369609856,1,0,30.0,1,0,1,1,1,2,0,1,0,0,0,0.22390005284364345,Extraversion_vv_4,0,15.0,8.0,18.0,2.0,0.4222222222222222
25.06776181,1,0,28.0,1,0,1,1,1,2,0,0,0,1,0,0.2223605227674342,Extraversion_vv_4,0,15.0,8.0,19.0,2.0,0.4280701754385965
108.8788501,1,0,32.0,1,0,1,1,1,1,1,0,0,0,1,0.22210183932578742,Extraversion_vv_4,0,15.0,8.0,20.0,3.0,0.3833333333333333
73.98767967,0,1,33.0,0,1,1,1,0,2,1,0,1,1,1,0.22152483517035754,Extraversion_vv_4,0,15.0,8.0,21.0,4.0,0.34285714285714286
