"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","Grey_wage_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
8.969199179,1,0,42,1,1,1,1,1,2,1,0,0,1,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,0,1,0,0,1
120.4435318,1,0,28,1,0,1,1,1,4,0,1,0,0,1,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,2,0,0,1
8.607802875,1,0,29,1,0,0,1,1,1,1,0,0,1,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,3,0,0,1
20.92813142,1,1,23,1,1,1,1,1,4,1,0,0,1,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,4,0,0,1
20.92813142,1,0,22,1,0,0,1,1,3,1,0,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,5,0,0,1
33.57700205,1,0,25,1,0,0,1,1,1,0,0,0,1,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,6,0,0,1
59.20328542,1,0,25,1,1,0,1,1,3,0,1,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,7,0,0,1
59.20328542,1,0,25,1,1,0,1,1,4,0,1,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,8,0,0,1
24.3449692,1,0,36,1,0,1,1,1,1,0,0,1,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,9,0,0,1
11.95893224,1,1,29,1,0,0,1,0,4,0,1,1,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,10,0,0,1
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,11,0,0,1
14.58726899,1,0,21,0,1,0,1,1,1,0,0,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,12,0,0,1
22.73511294,1,0,34,1,0,1,1,0,2,1,0,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,13,0,0,1
4.369609856,1,0,30,1,0,1,1,1,2,0,1,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,14,0,0,1
3.975359343,1,0,29,1,1,1,1,1,1,0,0,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,1,15,0,0,1
95.21149897,1,0,22,0,0,1,1,1,1,0,0,0,1,1,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,2,16,0,0,1
41.69199179,1,0,21,1,1,0,1,1,1,0,0,1,1,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,2,17,0,0,1
50.72689938,1,1,38,1,0,1,1,0,2,0,1,1,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,2,18,0,0,1
50.72689938,1,1,38,1,0,1,1,0,2,0,0,1,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,2,19,0,0,1
15.57289528,1,0,24,1,0,0,1,1,2,1,0,0,1,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",NA,2,20,0,0,1
7.819301848,1,0,21,0,0,1,0,1,4,0,1,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",0.1,2,20,0,1,0
55.72073922,1,0,29,1,0,0,1,1,2,1,0,0,0,0,0.108360769011909,0.108360769011909,"Grey_wage_vv_1",0.0952380952380952,2,21,0,1,1
