"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","Education_vv_2","Education_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
54,0,0,1,2,0,0,0,3,1,0,1,0.0931696856321577,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,1,1,0
52,0,0,1,2,0,1,0,3,1,0,0,0.0975796178343949,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,1,2,0
53,0,0,1,2,0,0,0,3,1,0,0,0.0931696856321577,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,1,3,0
57,0,0,1,2,0,1,0,4,1,0,1,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,2,4,0
51,0,0,1,2,1,1,1,4,1,0,0,0.196428571428571,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,2,5,0
57,0,0,1,2,1,1,1,4,1,0,0,0.145518243185508,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,2,6,0
59,0,0,1,2,0,1,1,3,1,0,0,0.29622641509434,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,2,7,0
57,0,0,1,2,0,1,1,3,1,0,0,0.29622641509434,0.663059163059163,0.663059163059163,"Education_vv_3",NA,0,0,2,8,0
54,0,0,1,3,0,1,0,3,1,0,1,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",0.75,1,1,2,8,1
64,0,0,1,2,0,1,0,3,1,0,0,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",0.777777777777778,1,1,2,9,0
63,0,0,1,2,0,1,0,3,1,0,1,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",0.7,1,1,3,10,0
61,0,0,1,3,0,1,1,3,0,0,1,0.0815972222222222,0.663059163059163,0.663059163059163,"Education_vv_3",0.7,2,2,3,10,1
54,0,0,1,2,0,1,0,2,1,0,0,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",0.727272727272727,2,2,3,11,0
56,0,0,1,3,1,1,1,3,1,0,1,0.145518243185508,0.663059163059163,0.663059163059163,"Education_vv_3",0.727272727272727,3,3,3,11,1
63,0,0,1,2,1,1,1,4,1,0,1,-0.0574361820199778,0.663059163059163,0.663059163059163,"Education_vv_3",0.666666666666667,3,3,4,12,0
51,0,0,1,3,1,1,1,3,1,0,1,0.196428571428571,0.663059163059163,0.663059163059163,"Education_vv_3",0.666666666666667,4,4,4,12,1
55,0,0,1,2,0,0,0,3,1,0,0,0.0931696856321577,0.663059163059163,0.663059163059163,"Education_vv_3",0.692307692307692,4,4,4,13,0
51,0,0,1,2,0,0,1,3,1,0,0,0.196428571428571,0.663059163059163,0.663059163059163,"Education_vv_3",0.714285714285714,4,4,4,14,0
57,0,0,1,2,0,1,0,3,1,0,1,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",0.666666666666667,4,4,5,15,0
53,0,0,1,3,1,0,1,3,1,0,1,0.196428571428571,0.663059163059163,0.663059163059163,"Education_vv_3",0.666666666666667,5,5,5,15,1
59,0,0,1,2,0,1,0,4,1,0,1,0.233671171171171,0.663059163059163,0.663059163059163,"Education_vv_3",0.625,5,5,6,16,0
