"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","Grey_wage_vv_1","Extraversion_vv_2","Extraversion_vv_3","Extraversion_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
7.030800821,1,1,35,1,0,0,1,1,2,0,0,1,1,0,0.155555555555556,0,1,0.433333333333333,1,"Extraversion_vv_3",NA,0,0,0,1,0
24.3449692,1,0,36,1,0,1,1,1,1,0,0,1,0,0,0.155555555555556,0,1,0,1,"Extraversion_vv_3",NA,0,0,0,2,0
7.589322382,1,1,36,1,0,1,1,1,4,0,1,1,1,0,0.125,0,1,0,1,"Extraversion_vv_3",NA,0,0,0,3,0
80.06570842,1,0,45,1,0,0,1,1,4,0,1,1,0,1,0.3,0,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,4,0
53.19096509,1,0,37,1,0,1,1,1,2,0,0,1,1,0,0.155555555555556,0,1,0,1,"Extraversion_vv_3",NA,0,0,1,5,0
23.6550308,1,0,37,1,0,1,1,1,2,0,0,1,1,0,0.155555555555556,0,1,0,1,"Extraversion_vv_3",NA,0,0,1,6,0
7.589322382,1,1,47,0,0,1,0,1,4,0,1,1,0,0,0,0.125,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,7,0
7.589322382,1,1,47,0,0,1,0,1,4,0,0,1,0,0,0,0.125,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,8,0
7.589322382,1,1,47,0,0,1,0,1,4,0,0,1,0,0,0,0.125,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,9,0
33.3798768,1,0,38,1,0,1,1,1,1,0,0,1,0,0,0.155555555555556,0.125,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,10,0
3.58110883,1,0,40,1,0,0,1,1,1,0,0,1,1,0,0.155555555555556,0,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,11,0
3.58110883,1,0,40,1,0,0,1,1,1,0,0,1,1,0,0.155555555555556,0,1,0.123809523809524,1,"Extraversion_vv_3",NA,0,0,1,12,0
21.61806982,1,1,37,0,0,1,0,1,4,0,0,1,1,0,0.037037037037037,0,1,0,1,"Extraversion_vv_3",NA,0,0,1,13,0
