"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","average_montly_hours_vv_2","average_montly_hours_vv_3","average_montly_hours_vv_4","average_montly_hours_vv_5","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
1,1,4,2,0,1,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,2,1,0
1,1,3,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,4,2,0
1,1,3,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,6,3,0
1,1,2,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,8,4,0
1,1,1,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,10,5,0
2,1,1,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,12,6,0
1,1,3,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",NA,0,0,14,7,0
3,1,3,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",0,2,1,14,7,1
2,1,2,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",0,2,1,16,8,0
1,1,3,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",0,2,1,18,9,0
1,1,2,2,0,0,0,0.965679229446528,1.21587738600884,0.0253780678447729,0.403140483216518,0.569958939035531,0.348009695807092,1.21587738600884,"satisfaction_level_vv_3",0,2,1,20,10,0
