"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","average_montly_hours_vv_2","average_montly_hours_vv_3","average_montly_hours_vv_4","average_montly_hours_vv_5","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
2,0.74,3,2,0,1,0,0.133436139332366,1.68108143917089,-0.0907563025210085,1.24013956459777,1.60764023718319,1.10493510753901,1.68108143917089,"satisfaction_level_vv_3",NA,0,0,2,1,0
1,0.56,3,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",NA,0,0,4,2,0
1,0.67,1,2,0,1,0,0.133436139332366,1.68108143917089,-0.0907563025210085,1.24013956459777,1.60764023718319,1.10493510753901,1.68108143917089,"satisfaction_level_vv_3",NA,0,0,6,3,0
1,0.87,3,2,0,1,1,0.674209115281501,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",NA,0,0,8,4,0
1,0.73,5,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",NA,0,0,10,5,0
3,0.68,4,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",0,2,1,10,5,1
2,0.71,5,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",0,2,1,12,6,0
1,0.56,3,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",0,2,1,14,7,0
2,0.78,3,2,0,1,1,0.674209115281501,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",0,2,1,16,8,0
3,0.58,3,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",0,4,2,16,8,1
2,0.74,3,2,0,1,0,0.133436139332366,1.68108143917089,-0.0907563025210085,1.24013956459777,1.60764023718319,1.10493510753901,1.68108143917089,"satisfaction_level_vv_3",0,4,2,18,9,0
2,0.71,5,2,0,1,1,0.133436139332366,1.68108143917089,-0.0907563025210085,1.46140266409886,1.50248756218905,1.23098791755508,1.68108143917089,"satisfaction_level_vv_3",0,4,2,20,10,0
2,0.51,3,3,1,1,0,0.05407586763519,1.68108143917089,-0.0495955510616786,1.24013956459777,1.60764023718319,1.10493510753901,1.68108143917089,"satisfaction_level_vv_3",-0.0909090909090908,4,2,23,11,0
