"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","Extraversion_vv_2","Extraversion_vv_3","Extraversion_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
7.030800821,1,1,35,1,0,0,1,1,2,0,0,1,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",NA,0,0,0,1,0
22.9650924,1,1,33,1,0,1,1,1,2,0,0,1,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",NA,0,0,0,2,0
120.4435318,1,0,28,1,0,1,1,1,4,0,1,0,0,1,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",1,1,1,0,2,1
8.607802875,1,0,29,1,0,0,1,1,1,1,0,0,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",1,1,1,0,3,0
26.4476386,1,0,27,0,1,1,1,1,3,1,0,0,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",1,1,1,0,4,0
45.37166324,1,0,29,1,0,1,1,1,4,0,0,1,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.5,1,2,0,4,1
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,0,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.333333333333333,1,3,0,4,1
28.15605749,1,0,25,0,0,0,1,1,4,1,1,1,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.25,1,4,0,4,1
60.94455852,1,0,30.40033257,1,0,1,1,1,2,1,0,0,1,1,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.05,1,4,1,5,0
87.68788501,1,0,29,1,0,0,1,1,2,1,0,0,1,1,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",-0.0833333333333333,1,4,2,6,0
80.98562628,1,0,32,1,0,1,1,1,4,1,1,0,0,1,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.0666666666666667,2,5,2,6,1
9.100616016,1,0,33,1,0,1,1,0,2,0,0,1,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.114285714285714,2,5,2,7,0
3.975359343,1,0,29,1,1,1,1,1,2,1,0,1,0,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.15,2,5,2,8,0
3.975359343,1,0,29,1,1,1,1,1,2,1,0,0,0,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.177777777777778,2,5,2,9,0
41.69199179,1,0,21,1,1,0,1,1,1,0,0,1,1,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.2,2,5,2,10,0
14.9486653,1,0,25,1,0,0,1,1,1,1,0,1,0,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.218181818181818,2,5,2,11,0
50.72689938,1,1,38,1,0,1,1,0,2,0,1,1,0,0,-0.012532789274264,0.0273972602739726,0.155541059650649,0.155541059650649,"Extraversion_vv_4",0.233333333333333,2,5,2,12,0
