"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","average_montly_hours_vv_2","average_montly_hours_vv_3","average_montly_hours_vv_4","average_montly_hours_vv_5","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
1,0.78,2,2,0,1,0,0.976585345902947,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,2,1,0
2,0.74,3,2,0,1,0,0.325875772740654,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,4,2,0
2,0.81,3,2,0,1,0,0.976585345902947,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,6,3,0
1,0.8,1,2,0,1,0,0.976585345902947,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,8,4,0
2,0.86,3,2,0,1,0,0.976585345902947,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,10,5,0
2,0.97,3,2,0,1,0,0.976585345902947,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,12,6,0
2,0.59,1,3,0,1,0,0.325875772740654,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,15,7,0
1,0.46,3,3,0,1,0,-0.0664831903297176,1.74397493249506,0.0142857142857142,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,18,8,0
1,0.53,1,3,0,1,0,0.0362068965517244,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,21,9,0
2,0.54,1,3,0,1,0,0.0362068965517244,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,24,10,0
1,0.56,1,3,0,1,0,0.325875772740654,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,27,11,0
1,0.55,2,3,0,1,0,0.0362068965517244,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,30,12,0
2,0.57,1,3,0,1,0,0.325875772740654,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,33,13,0
1,0.53,3,3,0,1,0,0.0362068965517244,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,36,14,0
1,0.46,1,3,0,1,0,-0.0664831903297176,1.74397493249506,0.0142857142857142,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,39,15,0
1,0.54,1,3,0,1,0,0.0362068965517244,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,42,16,0
1,0.46,1,3,0,1,0,-0.0664831903297176,1.74397493249506,0.0142857142857142,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,45,17,0
1,0.48,2,3,0,1,0,-0.0664831903297176,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,48,18,0
1,0.52,3,3,0,1,0,0.0362068965517244,1.74397493249506,-0.0333639330885354,1.32212859498077,1.60007467406296,1.13469601677149,1.74397493249506,"satisfaction_level_vv_3",NA,0,0,51,19,0
