Age,Private,SelfEmp,Gov,Education,Married,Race,Gender,WorkHour,US,Salary,Prof,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
61,0,1,0,1,0,1,1,1,0,0,1,1.459386294675347,SelfEmp_vv_1,1,1.0,1.0,0.0,0.0,1.0
70,0,0,0,1,1,0,1,3,0,0,0,1.2556688404730127,SelfEmp_vv_1,0,1.0,1.0,1.0,0.0,1.0
62,0,0,0,2,1,0,1,2,0,0,0,1.2217491084264185,SelfEmp_vv_1,0,1.0,1.0,2.0,0.0,1.0
67,0,1,0,3,1,1,1,4,0,1,1,1.22057728813266,SelfEmp_vv_1,1,2.0,2.0,2.0,0.0,1.0
68,0,1,0,2,1,1,1,4,0,1,1,1.2053739319765573,SelfEmp_vv_1,1,3.0,3.0,2.0,0.0,1.0
25,0,0,0,2,0,0,1,3,0,0,0,1.1444766890906746,SelfEmp_vv_1,0,3.0,3.0,3.0,0.0,1.0
26,0,1,0,1,0,1,1,1,0,0,1,1.1288655471414941,SelfEmp_vv_1,1,4.0,4.0,3.0,0.0,1.0
26,0,0,0,2,0,0,1,3,0,0,0,1.117252072371166,SelfEmp_vv_1,0,4.0,4.0,4.0,0.0,1.0
67,0,1,0,2,1,1,1,1,0,0,1,1.111800077795044,SelfEmp_vv_1,1,5.0,5.0,4.0,0.0,1.0
34,0,1,0,3,1,0,1,3,1,1,1,1.1057333234254738,SelfEmp_vv_1,1,6.0,6.0,4.0,0.0,1.0
59,0,1,0,3,0,1,1,3,1,1,1,1.10454899583987,SelfEmp_vv_1,1,7.0,7.0,4.0,0.0,1.0
59,0,1,0,2,0,1,1,4,1,1,1,1.10454899583987,SelfEmp_vv_1,1,8.0,8.0,4.0,0.0,1.0
61,0,0,0,1,0,1,0,1,0,0,0,1.0956225754226057,SelfEmp_vv_1,0,8.0,8.0,5.0,0.0,1.0
61,0,0,0,3,0,1,1,1,1,1,0,1.085605196088523,SelfEmp_vv_1,0,8.0,8.0,6.0,0.0,1.0
31,0,1,0,3,0,0,1,3,1,1,1,1.0787674221097516,SelfEmp_vv_1,1,9.0,9.0,6.0,0.0,1.0
26,0,1,0,1,1,1,1,3,0,0,1,1.0710570518662657,SelfEmp_vv_1,1,10.0,10.0,6.0,0.0,1.0
26,0,1,0,2,1,1,1,3,0,0,1,1.0710570518662657,SelfEmp_vv_1,1,11.0,11.0,6.0,0.0,1.0
37,0,1,0,1,0,0,0,3,1,0,1,1.0683640497615239,SelfEmp_vv_1,1,12.0,12.0,6.0,0.0,1.0
37,0,1,0,2,0,0,0,3,1,0,0,1.0683640497615239,SelfEmp_vv_1,1,13.0,12.0,6.0,0.0,0.9230769230769231
30,0,1,0,2,0,1,1,4,1,1,1,1.0630898081969178,SelfEmp_vv_1,1,14.0,13.0,6.0,0.0,0.9285714285714286
30,0,1,0,1,0,1,1,3,1,1,1,1.0630898081969178,SelfEmp_vv_1,1,15.0,14.0,6.0,0.0,0.9333333333333333
