"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","CScore_Extraversion_vv_2","CScore_Extraversion_vv_3","CScore_Extraversion_vv_4","CScore_Grey_wage_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
133.8809035,1,1,19,0,0,0,1,0,4,1,0,1,0,1,-0.0566750951111317,-0.0199858546257019,0.844947338104248,0.934155225753784,0.934155225753784,"Grey_wage_vv_1",NA,1,1,0,0,1,0.934155225753784
133.9137577,1,1,19,0,0,0,1,0,2,0,0,1,1,1,0.207122504711151,0.213058412075043,0.580223321914673,0.856265962123871,0.856265962123871,"Grey_wage_vv_1",NA,2,2,0,0,1,0.856265962123871
133.8809035,1,1,19,0,0,0,1,0,2,0,0,1,1,1,0.207122504711151,0.213058412075043,0.580223321914673,0.856265962123871,0.856265962123871,"Grey_wage_vv_1",NA,3,3,0,0,1,0.856265962123871
49.3798768,1,0,22,0,0,0,0,0,3,1,1,0,0,0,-0.353577345609665,-0.099357083439827,0.251943916082382,0.82770437002182,0.82770437002182,"Grey_wage_vv_1",1,3,3,0,1,0,0.82770437002182
30.02874743,1,0,22,1,1,0,1,1,2,0,0,0,1,0,0.802724659442902,0.72612601518631,0.710854470729828,-0.115170501172543,0.802724659442902,"Extraversion_vv_2",0.75,3,4,0,1,1,0.802724659442902
35.77823409,1,0,22,0,0,1,0,1,2,0,0,0,1,0,0.775851964950562,0.138935685157776,0.502342462539673,0.507105767726898,0.775851964950562,"Extraversion_vv_2",0.6,3,5,0,1,1,0.775851964950562
82.82546201,1,0,23,1,1,0,1,0,2,1,0,0,1,1,0.228117078542709,0.0503150224685669,0.287845492362976,0.744818270206451,0.744818270206451,"Grey_wage_vv_1",0.666666666666667,4,6,0,1,1,0.744818270206451
150.9979466,1,0,19,1,1,1,1,1,2,0,0,1,1,1,0.376401156187057,0.157740995287895,0.581015348434448,0.727542757987976,0.727542757987976,"Grey_wage_vv_1",0.714285714285714,5,7,0,1,1,0.727542757987976
61.73305955,1,1,23,0,0,1,1,0,4,1,1,0,0,1,-0.0650534927845001,-0.00329128163866699,0.631566405296326,0.724303126335144,0.724303126335144,"Grey_wage_vv_1",0.75,6,8,0,1,1,0.724303126335144
61.73305955,1,1,23,0,0,1,1,0,4,1,1,0,0,1,-0.0650534927845001,-0.00329128163866699,0.631566405296326,0.724303126335144,0.724303126335144,"Grey_wage_vv_1",0.777777777777778,7,9,0,1,1,0.724303126335144
7.030800821,1,0,39,1,0,0,1,0,2,0,0,1,1,0,0.572313666343689,0.353611558675766,0.713139653205872,-0.0798465386033058,0.713139653205872,"Extraversion_vv_4",0.777777777777778,7,9,0,2,0,0.713139653205872
51.87679671,1,0,19,0,0,1,1,0,1,1,0,0,0,0,-0.0157084856182337,-0.07779910415411,0.336162239313126,0.703371167182922,0.703371167182922,"Grey_wage_vv_1",0.7,7,10,0,2,1,0.703371167182922
79.01437372,1,1,29,0,1,1,1,0,4,0,1,0,0,1,-0.124470330774784,0.0112166181206703,0.685714244842529,0.415659219026566,0.685714244842529,"Extraversion_vv_4",0.727272727272727,8,11,0,2,1,0.685714244842529
73.49486653,1,1,33,0,0,0,1,1,4,1,1,1,0,1,-0.253964275121689,-0.193907350301743,0.271235197782516,0.678223133087158,0.678223133087158,"Grey_wage_vv_1",0.75,9,12,0,2,1,0.678223133087158
5.848049281,1,0,23,1,1,0,1,1,2,0,0,0,0,0,0.228950843214989,0.674747049808502,0.546395540237427,-0.221139818429947,0.674747049808502,"Extraversion_vv_3",0.75,9,12,0,3,0,0.674747049808502
2.98973306,1,1,45,0,0,1,1,1,4,1,1,1,0,0,-0.512891948223114,-0.00292517244815826,0.655679881572723,0.444515764713287,0.655679881572723,"Extraversion_vv_4",0.692307692307692,9,13,0,3,1,0.655679881572723
10.94045175,1,1,33,0,1,1,1,0,4,1,0,1,1,0,-0.0558117032051086,0.10793462395668,0.20742304623127,0.651042759418488,0.651042759418488,"Grey_wage_vv_1",0.642857142857143,9,14,0,3,1,0.651042759418488
63.54004107,1,0,31,0,0,1,1,0,4,0,0,1,1,1,0.514406561851501,0.320665925741196,0.638052940368652,0.184342488646507,0.638052940368652,"Extraversion_vv_4",0.666666666666667,10,15,0,3,1,0.638052940368652
45.53593429,1,1,39,0,0,1,1,1,4,1,0,1,1,0,0.231801956892014,0.636775314807892,-0.0153801245614886,-0.0803123414516449,0.636775314807892,"Extraversion_vv_3",0.666666666666667,10,15,0,4,0,0.636775314807892
129.2813142,0,1,33,0,0,1,1,1,3,1,0,0,1,1,0.256593078374863,0.52608048915863,0.626088440418243,0.576616764068604,0.626088440418243,"Extraversion_vv_4",0.466666666666667,10,15,1,5,0,0.626088440418243
18.49691992,1,0,46,1,0,1,1,0,4,0,0,0,0,0,0.403668969869614,0.184434741735458,0.620219707489014,-0.180208265781403,0.620219707489014,"Extraversion_vv_4",0.425,10,16,1,5,1,0.620219707489014
7.950718686,1,0,34,0,0,1,1,0,1,1,0,0,0,0,-0.0892596766352654,0.611338198184967,0.487648636102676,-0.154326722025871,0.611338198184967,"Extraversion_vv_3",0.458333333333333,10,16,1,6,0,0.611338198184967
25.23203285,1,0,30,0,0,0,1,1,4,0,1,1,0,0,-0.20797173678875,-0.250358790159225,0.509665787220001,0.609592437744141,0.609592437744141,"Grey_wage_vv_1",0.42156862745098,10,17,1,6,1,0.609592437744141
46.78439425,1,0,23,0,0,0,1,0,4,1,1,0,0,0,-0.373890370130539,-0.0866850540041924,0.223217591643333,0.609067261219025,0.609067261219025,"Grey_wage_vv_1",0.388888888888889,10,18,1,6,1,0.609067261219025
81.64271047,0,0,31,1,1,0,1,1,4,0,1,0,0,1,-0.213107943534851,-0.166176602244377,0.594886422157288,0.554193198680878,0.594886422157288,"Extraversion_vv_4",0.412280701754386,11,19,1,6,1,0.594886422157288
41.69199179,1,0,21,1,1,0,1,1,1,0,0,1,1,0,0.415418475866318,0.221975311636925,0.594572901725769,0.113624960184097,0.594572901725769,"Extraversion_vv_4",0.43609022556391,11,19,1,7,0,0.594572901725769
16.59137577,1,0,22,0,1,0,1,1,1,1,0,0,1,0,-0.00809229537844658,0.160215988755226,0.586855590343475,0.159856796264648,0.586855590343475,"Extraversion_vv_4",0.453947368421053,11,19,1,8,0,0.586855590343475
47.96714579,1,0,33,1,0,0,1,1,2,1,0,1,1,0,0.146637842059135,-0.0170947760343552,-0.0374441109597683,0.577040076255798,0.577040076255798,"Grey_wage_vv_1",0.425,11,20,1,8,1,0.577040076255798
150.1437372,1,0,33,1,0,0,1,0,3,0,0,1,0,1,0.0897124633193016,0.0453986302018166,-0.0433596782386303,0.57323545217514,0.57323545217514,"Grey_wage_vv_1",0.446428571428571,12,21,1,8,1,0.57323545217514
28.15605749,1,0,25,0,0,0,1,1,4,1,1,1,1,0,-0.342699706554413,-0.288567811250687,0.190260738134384,0.569437325000763,0.569437325000763,"Grey_wage_vv_1",0.420454545454545,12,22,1,8,1,0.569437325000763
23.95071869,1,1,34,0,0,1,1,1,1,0,0,1,0,0,0.47323215007782,0.555462777614594,0.565324902534485,-0.159570410847664,0.565324902534485,"Extraversion_vv_4",0.434343434343434,12,22,1,9,0,0.565324902534485
78.68583162,1,0,31,1,0,0,0,1,4,0,1,1,0,1,-0.168702110648155,-0.183078393340111,0.470101594924927,0.560340940952301,0.560340940952301,"Grey_wage_vv_1",0.345454545454545,12,22,2,10,0,0.560340940952301
100.238193,0,0,23,1,0,1,1,0,3,0,0,0,1,1,0.349892467260361,0.364110887050629,0.559285342693329,0.489932537078857,0.559285342693329,"Extraversion_vv_4",0.272727272727273,12,22,3,11,0,0.559285342693329
3.449691992,1,0,40,1,0,1,0,0,2,0,0,0,1,0,0.266806125640869,-0.450860202312469,0.558625519275665,-0.0635166168212891,0.558625519275665,"Extraversion_vv_4",0.295454545454545,12,22,3,12,0,0.558625519275665
42.57905544,1,0,30,1,0,0,1,1,2,1,0,0,1,0,0.21317532658577,-0.0560628101229668,0.553890883922577,0.0305550210177898,0.553890883922577,"Extraversion_vv_4",0.314685314685315,12,22,3,13,0,0.553890883922577
73.65913758,1,0,30,1,1,0,1,1,4,0,0,1,0,1,0.22802759706974,-0.622257590293884,0.550823330879211,0.00570589583367109,0.550823330879211,"Extraversion_vv_4",0.334448160535117,13,23,3,13,1,0.550823330879211
96,1,0,22,0,0,1,1,1,2,0,1,1,0,1,-0.158550471067429,-0.0557295978069305,0.383226543664932,0.54184365272522,0.54184365272522,"Grey_wage_vv_1",0.352564102564103,14,24,3,13,1,0.54184365272522
13.33880903,1,0,33,1,1,1,1,0,1,0,0,0,1,0,0.195380941033363,-0.229874521493912,0.537958443164825,0.292786091566086,0.537958443164825,"Extraversion_vv_4",0.369047619047619,14,24,3,14,0,0.537958443164825
17.60985626,1,0,41,1,0,1,1,1,1,0,0,1,1,0,0.406618446111679,0.166234076023102,0.529948234558105,-0.116490818560123,0.529948234558105,"Extraversion_vv_4",0.383333333333333,14,24,3,15,0,0.529948234558105
7.589322382,1,1,47,0,0,1,0,1,4,0,0,1,0,0,0.138294532895088,0.0278184991329908,-0.720209419727325,0.528659999370575,0.528659999370575,"Grey_wage_vv_1",0.395833333333333,14,24,3,16,0,0.528659999370575
8.640657084,1,0,23,0,0,0,1,0,4,0,1,0,0,0,-0.492246121168137,0.0729107931256294,0.286251991987228,0.519189536571503,0.519189536571503,"Grey_wage_vv_1",0.3725,14,25,3,16,1,0.519189536571503
12.68172485,1,0,36,1,0,1,1,1,2,0,0,0,1,0,0.130975246429443,0.100737243890762,0.512864947319031,-0.1892119795084,0.512864947319031,"Extraversion_vv_4",0.383529411764706,14,25,3,17,0,0.512864947319031
55.72073922,1,0,29,1,0,0,1,1,2,1,0,0,0,0,0.0486521758139133,0.314436793327332,0.512790083885193,-0.0824812650680542,0.512790083885193,"Extraversion_vv_4",0.393333333333333,14,25,3,18,0,0.512790083885193
2.036960986,1,0,48,1,0,0,1,1,2,0,0,1,1,0,-0.0496902242302895,-0.221785649657249,0.345451563596725,0.509166121482849,0.509166121482849,"Grey_wage_vv_1",0.371794871794872,14,26,3,18,1,0.509166121482849
11.69609856,1,0,25,1,0,0,0,0,4,0,1,1,0,0,-0.174514964222908,-0.259724617004395,0.165676221251488,0.49150949716568,0.49150949716568,"Grey_wage_vv_1",0.380566801619433,14,26,3,19,0,0.49150949716568
22.63655031,1,0,36,0,0,0,1,1,1,0,0,1,1,0,0.0397348254919052,0.204516291618347,0.489250242710114,-0.0793017968535423,0.489250242710114,"Extraversion_vv_4",0.388461538461538,14,26,3,20,0,0.489250242710114
