stag,event,Gender,Age,Profession,Is_coached,Head_gender,Grey_wage,Transportation,Extraversion,Independence,Selfcontrol,Anxiety,Novator,Long_emp_retention,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
49.87268994,1,0,30.40033257,0,0,1,0,1,1,0,0,0,1,0,0.44853208029941954,Extraversion_vv_4,0,0.0,0.0,1.0,0.0,0.0
43.92607803,1,0,32.0,1,0,1,1,1,2,0,0,0,1,0,0.40797118587541825,Extraversion_vv_4,0,0.0,0.0,2.0,0.0,0.0
15.34291581,1,0,30.0,1,0,1,1,1,3,0,0,0,1,0,0.37780922429748953,Extraversion_vv_4,0,0.0,0.0,3.0,0.0,0.0
8.082135524,1,0,33.0,1,0,1,0,0,1,1,0,0,1,0,0.35970171164710013,Extraversion_vv_4,0,0.0,0.0,4.0,0.0,0.0
144.5913758,1,1,30.0,0,0,0,1,1,1,0,0,1,1,1,0.3388535087975084,Extraversion_vv_4,0,0.0,0.0,5.0,1.0,0.0
11.30184805,1,0,34.0,0,0,1,0,0,1,0,0,0,0,0,0.28516989142227,Extraversion_vv_4,0,0.0,0.0,6.0,1.0,0.0
34.0698152,1,0,34.0,0,0,1,0,0,1,0,0,0,0,0,0.28516989142227,Extraversion_vv_4,0,0.0,0.0,7.0,1.0,0.0
10.90759754,1,0,32.0,1,0,1,1,0,1,0,0,1,1,0,0.2742492031691408,Extraversion_vv_4,0,0.0,0.0,8.0,1.0,0.0
34.56262834,1,1,31.0,0,0,1,1,0,1,0,0,1,0,0,0.2590595139011831,Extraversion_vv_4,0,0.0,0.0,9.0,1.0,0.0
10.94045175,1,1,33.0,0,1,1,1,0,4,1,0,1,1,0,0.25836149543619213,Extraversion_vv_4,1,1.0,0.0,9.0,1.0,-0.1111111111111111
96.72279261,1,1,30.0,0,0,1,1,0,2,1,0,0,1,1,0.2537633460806826,Extraversion_vv_4,0,1.0,0.0,10.0,2.0,-0.2
12.02464066,1,1,30.0,0,0,1,0,0,3,0,0,1,0,0,0.2408426287689296,Extraversion_vv_4,0,1.0,0.0,11.0,2.0,-0.18181818181818182
118.89938400000001,1,0,31.0,1,0,1,1,1,1,1,0,0,1,1,0.2308507956243183,Extraversion_vv_4,0,1.0,0.0,12.0,3.0,-0.25
35.38398357,1,0,31.0,1,0,1,1,1,4,1,0,0,1,0,0.2308507956243183,Extraversion_vv_4,1,2.0,0.0,12.0,3.0,-0.25
130.9897331,1,0,31.0,1,0,1,1,1,3,1,0,0,1,1,0.2308507956243183,Extraversion_vv_4,0,2.0,0.0,13.0,4.0,-0.3076923076923077
6.6036960989999995,1,1,22.0,0,0,0,1,1,1,0,0,1,1,0,0.2269394515587932,Extraversion_vv_4,0,2.0,0.0,14.0,4.0,-0.2857142857142857
22.73511294,1,0,34.0,1,0,1,1,0,3,0,0,0,0,0,0.22278401537041925,Extraversion_vv_4,0,2.0,0.0,15.0,4.0,-0.26666666666666666
10.84188912,1,0,30.40033257,1,0,1,1,1,1,0,0,1,0,0,0.21497762163870632,Extraversion_vv_4,0,2.0,0.0,16.0,4.0,-0.25
138.9404517,0,0,30.0,0,0,1,1,1,3,1,0,0,1,1,0.21282747121463053,Extraversion_vv_4,0,2.0,0.0,17.0,5.0,-0.29411764705882354
12.81314168,1,1,33.0,0,0,1,0,0,1,0,1,0,0,0,0.20753803080469324,Extraversion_vv_4,0,2.0,0.0,18.0,5.0,-0.2777777777777778
60.94455852,1,0,30.40033257,1,0,1,1,1,2,1,0,0,1,1,0.206944815607162,Extraversion_vv_4,0,2.0,0.0,19.0,6.0,-0.3157894736842105
78.32443532,0,0,27.0,0,0,1,1,1,2,0,0,0,1,1,0.1959666597886738,Extraversion_vv_4,0,2.0,0.0,20.0,7.0,-0.35
19.18685832,1,0,22.0,0,1,1,0,1,1,0,0,0,0,0,0.1954344718917504,Extraversion_vv_4,0,2.0,0.0,21.0,7.0,-0.3333333333333333
