satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
1,0.56,2,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,1.0,3.0,0.0
1,0.56,2,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,2.0,6.0,0.0
2,0.56,2,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,3.0,9.0,0.0
1,0.56,2,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,4.0,12.0,0.0
1,0.56,2,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,5.0,15.0,0.0
2,0.56,3,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,6.0,18.0,0.0
1,0.56,1,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,7.0,21.0,0.0
1,0.56,3,2,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,8.0,23.0,0.0
1,0.56,2,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,0.0,0.0,9.0,26.0,0.0
2,0.56,5,6,0,1,1,227.9836640313021,average_montly_hours_vv_5,1,1.0,6.0,9.0,26.0,3.111111111111111
2,0.56,1,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,1.0,6.0,10.0,29.0,3.1
2,0.56,3,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,1.0,6.0,11.0,32.0,3.090909090909091
2,0.56,1,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,1.0,6.0,12.0,35.0,3.0833333333333335
1,0.56,3,2,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,1.0,6.0,13.0,37.0,3.1538461538461537
2,0.56,3,3,0,1,1,227.9836640313021,average_montly_hours_vv_5,0,1.0,6.0,14.0,40.0,3.142857142857143
1,0.83,5,5,0,1,1,85.37642363472915,average_montly_hours_vv_3,0,1.0,6.0,15.0,45.0,3.0
2,0.83,3,6,0,1,1,85.37642363472915,average_montly_hours_vv_3,1,2.0,12.0,15.0,45.0,3.0
2,0.83,4,5,0,1,1,85.37642363472915,average_montly_hours_vv_3,0,2.0,12.0,16.0,50.0,2.875
3,0.83,5,5,0,1,1,85.37642363472915,average_montly_hours_vv_3,0,2.0,12.0,17.0,55.0,2.764705882352941
1,0.83,5,4,0,1,1,85.37642363472915,average_montly_hours_vv_3,0,2.0,12.0,18.0,59.0,2.7222222222222223
