satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
1,0.93,4,4,0,1,1,4054.2968545512126,average_montly_hours_vv_4,1,1.0,4.0,0.0,0.0,4.0
1,0.93,4,4,0,1,1,4054.2968545512126,average_montly_hours_vv_4,1,2.0,8.0,0.0,0.0,4.0
1,0.93,5,4,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,2.0,8.0,1.0,4.0,0.0
3,0.93,3,5,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,2.0,8.0,2.0,9.0,-0.5
2,0.93,3,3,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,2.0,8.0,3.0,12.0,0.0
1,0.93,5,4,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,2.0,8.0,4.0,16.0,0.0
2,0.93,4,5,0,1,1,4054.2968545512126,average_montly_hours_vv_4,1,3.0,13.0,4.0,16.0,0.33333333333333304
1,0.93,5,4,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,3.0,13.0,5.0,20.0,0.33333333333333304
1,0.93,5,4,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,3.0,13.0,6.0,24.0,0.33333333333333304
2,0.93,3,5,0,1,1,4054.2968545512126,average_montly_hours_vv_4,0,3.0,13.0,7.0,29.0,0.1904761904761898
3,0.93,4,5,0,1,1,4054.2968545512126,average_montly_hours_vv_4,1,4.0,18.0,7.0,29.0,0.35714285714285676
3,0.93,4,5,0,1,1,4054.2968545512126,average_montly_hours_vv_4,1,5.0,23.0,7.0,29.0,0.4571428571428564
1,0.9,4,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,6.0,27.0,7.0,29.0,0.35714285714285676
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,6.0,27.0,8.0,33.0,0.375
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,6.0,27.0,9.0,37.0,0.3888888888888893
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,6.0,27.0,10.0,41.0,0.40000000000000036
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,6.0,27.0,11.0,45.0,0.40909090909090917
2,0.9,3,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,6.0,27.0,12.0,50.0,0.33333333333333304
2,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,7.0,32.0,12.0,50.0,0.4047619047619042
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,7.0,32.0,13.0,54.0,0.417582417582417
3,0.9,4,6,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,8.0,38.0,13.0,54.0,0.5961538461538458
1,0.9,4,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,9.0,42.0,13.0,54.0,0.5128205128205128
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,9.0,42.0,14.0,58.0,0.5238095238095237
2,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,10.0,47.0,14.0,58.0,0.5571428571428569
3,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,11.0,52.0,14.0,58.0,0.5844155844155843
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,11.0,52.0,15.0,62.0,0.5939393939393938
3,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,12.0,57.0,15.0,62.0,0.6166666666666663
2,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,13.0,62.0,15.0,62.0,0.6358974358974354
3,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,14.0,67.0,15.0,62.0,0.6523809523809518
2,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,15.0,72.0,15.0,62.0,0.6666666666666661
3,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,16.0,77.0,15.0,62.0,0.6791666666666663
1,0.9,4,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,17.0,81.0,15.0,62.0,0.6313725490196074
1,0.9,5,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,17.0,81.0,16.0,67.0,0.5772058823529411
3,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,18.0,86.0,16.0,67.0,0.5902777777777777
3,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,19.0,91.0,16.0,67.0,0.6019736842105265
1,0.9,5,4,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,19.0,91.0,17.0,71.0,0.6130030959752322
2,0.9,3,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,0,19.0,91.0,18.0,76.0,0.5672514619883042
2,0.9,4,5,0,1,0,1215.0787267892497,average_montly_hours_vv_4,1,20.0,96.0,18.0,76.0,0.5777777777777775
1,0.89,5,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,20.0,96.0,19.0,80.0,0.5894736842105264
2,0.89,4,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,21.0,101.0,19.0,80.0,0.5989974937343359
1,0.89,4,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,22.0,106.0,19.0,80.0,0.6076555023923449
2,0.89,4,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,23.0,111.0,19.0,80.0,0.6155606407322658
3,0.89,3,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,23.0,111.0,20.0,85.0,0.5760869565217392
1,0.89,5,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,23.0,111.0,21.0,89.0,0.5879917184265011
1,0.89,5,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,23.0,111.0,22.0,93.0,0.5988142292490117
1,0.89,5,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,23.0,111.0,23.0,97.0,0.6086956521739131
3,0.89,3,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,23.0,111.0,24.0,102.0,0.5760869565217392
1,0.89,4,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,24.0,116.0,24.0,102.0,0.583333333333333
3,0.89,4,5,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,25.0,121.0,24.0,102.0,0.5899999999999999
1,0.89,4,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,26.0,125.0,24.0,102.0,0.5576923076923075
1,0.89,4,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,27.0,129.0,24.0,102.0,0.5277777777777777
1,0.89,4,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,1,28.0,133.0,24.0,102.0,0.5
1,0.89,5,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,28.0,133.0,25.0,106.0,0.5099999999999998
1,0.89,5,4,0,1,0,1006.1539657408316,average_montly_hours_vv_4,0,28.0,133.0,26.0,110.0,0.5192307692307692
1,0.83,3,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,1,29.0,137.0,26.0,110.0,0.49336870026525226
1,0.83,5,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,29.0,137.0,27.0,114.0,0.5019157088122608
2,0.83,4,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,29.0,137.0,28.0,118.0,0.5098522167487687
2,0.83,4,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,29.0,137.0,29.0,122.0,0.5172413793103452
2,0.83,5,6,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,29.0,137.0,30.0,128.0,0.4574712643678165
2,0.83,3,6,0,1,1,393.5306127069898,average_montly_hours_vv_3,1,30.0,143.0,30.0,128.0,0.5
1,0.83,5,5,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,31.0,133.0,0.4763440860215056
1,0.83,5,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,32.0,137.0,0.4854166666666666
1,0.83,4,5,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,33.0,142.0,0.46363636363636385
1,0.83,5,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,34.0,146.0,0.47254901960784323
3,0.83,4,5,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,35.0,151.0,0.45238095238095255
2,0.83,4,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,36.0,155.0,0.46111111111111125
1,0.83,5,4,0,1,1,393.5306127069898,average_montly_hours_vv_3,0,30.0,143.0,37.0,159.0,0.46936936936936924
2,0.83,3,6,0,1,1,393.5306127069898,average_montly_hours_vv_3,1,31.0,149.0,37.0,159.0,0.5091543156059286
3,1.0,3,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,31.0,149.0,38.0,164.0,0.49066213921901536
3,1.0,3,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,31.0,149.0,39.0,169.0,0.47311827956989294
3,1.0,3,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,31.0,149.0,40.0,174.0,0.45645161290322633
3,1.0,3,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,31.0,149.0,41.0,179.0,0.4405979543666403
2,1.0,4,5,0,1,0,379.731649767192,average_montly_hours_vv_4,1,32.0,154.0,41.0,179.0,0.4466463414634143
2,1.0,4,5,0,1,0,379.731649767192,average_montly_hours_vv_4,1,33.0,159.0,41.0,179.0,0.45232815964523265
3,1.0,3,6,1,1,0,379.731649767192,average_montly_hours_vv_4,0,33.0,159.0,42.0,185.0,0.41341991341991324
3,1.0,3,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,33.0,159.0,43.0,190.0,0.3995771670190278
2,0.99,4,6,0,1,0,379.731649767192,average_montly_hours_vv_4,1,34.0,165.0,43.0,190.0,0.4343365253077973
3,1.0,3,6,1,1,0,379.731649767192,average_montly_hours_vv_4,0,34.0,165.0,44.0,196.0,0.39839572192513373
2,1.0,1,3,0,1,0,379.731649767192,average_montly_hours_vv_4,0,34.0,165.0,45.0,199.0,0.43071895424836537
3,1.0,3,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,34.0,165.0,46.0,204.0,0.41815856777493554
2,1.0,5,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,34.0,165.0,47.0,209.0,0.40613266583229013
2,0.99,5,5,0,1,0,379.731649767192,average_montly_hours_vv_4,0,34.0,165.0,48.0,214.0,0.39460784313725483
