satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
1,0.56,2,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,0.0,0.0,1.0,3.0,0.0
1,0.56,1,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,0.0,0.0,2.0,6.0,0.0
1,0.56,1,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,0.0,0.0,3.0,9.0,0.0
2,0.56,4,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,0.0,0.0,4.0,12.0,0.0
2,0.56,5,6,0,1,1,1.0306774946607349,average_montly_hours_vv_5,1,1.0,6.0,4.0,12.0,3.0
1,0.56,2,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,1.0,6.0,5.0,15.0,3.0
1,0.56,1,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,1.0,6.0,6.0,18.0,3.0
2,0.56,1,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,1.0,6.0,7.0,21.0,3.0
1,0.56,3,2,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,1.0,6.0,8.0,23.0,3.125
1,0.56,2,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,1.0,6.0,9.0,26.0,3.111111111111111
1,0.56,3,2,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,1.0,6.0,10.0,28.0,3.2
2,0.56,5,6,0,1,1,1.0306774946607349,average_montly_hours_vv_5,1,2.0,12.0,10.0,28.0,3.2
1,0.56,3,3,0,1,1,1.0306774946607349,average_montly_hours_vv_5,0,2.0,12.0,11.0,31.0,3.1818181818181817
2,0.54,1,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,12.0,34.0,3.1666666666666665
2,0.54,1,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,13.0,37.0,3.1538461538461537
1,0.54,2,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,14.0,40.0,3.142857142857143
1,0.54,1,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,15.0,43.0,3.1333333333333333
2,0.54,1,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,16.0,46.0,3.125
2,0.54,1,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,17.0,49.0,3.1176470588235294
2,0.54,3,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,18.0,52.0,3.111111111111111
1,0.54,1,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,19.0,55.0,3.1052631578947367
1,0.54,2,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,20.0,58.0,3.1
1,0.54,2,3,0,1,1,0.9916487870154789,average_montly_hours_vv_5,0,2.0,12.0,21.0,61.0,3.0952380952380953
