"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
49,1,0,0,1,0,0,0,1,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,0,1,0
34,1,0,0,1,1,0,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,0,2,0
35,1,0,0,2,1,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,0,3,0
27,1,0,0,2,0,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,0,4,0
52,1,0,0,3,1,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,0,5,0
19,1,0,0,2,0,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,0,6,0
33,1,0,0,3,0,0,0,3,0,0,1,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,1,7,0
36,1,0,0,2,0,1,0,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,1,8,0
23,1,0,0,1,1,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,1,9,0
19,0,0,0,2,0,1,1,2,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,1,10,0
22,1,0,0,1,1,1,0,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",NA,0,0,1,11,0
26,0,1,0,1,1,1,1,3,0,0,1,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.909090909090909,1,1,1,11,1
52,1,0,0,1,1,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.916666666666667,1,1,1,12,0
33,1,0,0,2,1,1,1,3,0,0,1,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.846153846153846,1,1,2,13,0
47,1,0,0,1,0,1,1,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.857142857142857,1,1,2,14,0
29,0,0,1,2,0,0,0,3,0,0,0,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.866666666666667,1,1,2,15,0
41,1,0,0,3,0,1,1,3,0,0,1,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.8125,1,1,3,16,0
31,1,0,0,3,0,1,0,3,0,0,1,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.764705882352941,1,1,4,17,0
43,1,0,0,3,0,1,1,3,0,1,1,0.429409709834701,0.429409709834701,"SelfEmp_vv_1",0.722222222222222,1,1,5,18,0
