"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
54,1,0,0,2,1,0,1,2,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,0,1,0
60,0,0,0,1,0,0,0,1,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,0,2,0
51,1,0,0,2,1,0,1,3,1,0,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,1,3,0
54,0,0,1,2,1,0,1,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,1,4,0
53,0,0,0,1,0,0,0,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,1,5,0
57,1,0,0,1,0,0,0,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,1,6,0
53,1,0,0,3,1,0,1,3,0,0,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,2,7,0
52,1,0,0,2,0,0,0,3,0,1,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,2,8,0
53,0,0,1,2,0,0,0,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,2,9,0
60,1,0,0,1,0,0,1,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,2,10,0
52,1,0,0,2,0,0,0,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",NA,0,0,2,11,0
53,0,1,0,2,1,0,1,3,1,1,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.818181818181818,1,1,2,11,1
60,0,0,0,3,0,0,0,1,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.833333333333333,1,1,2,12,0
63,1,0,0,2,1,0,1,3,1,1,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.769230769230769,1,1,3,13,0
57,1,0,0,2,0,0,0,3,0,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.785714285714286,1,1,3,14,0
63,1,0,0,1,0,0,0,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.8,1,1,3,15,0
61,1,0,0,1,1,0,1,2,0,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.8125,1,1,3,16,0
75,0,0,0,1,1,0,1,1,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.823529411764706,1,1,3,17,0
74,1,0,0,3,0,0,0,2,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.833333333333333,1,1,3,18,0
54,1,0,0,2,1,0,0,2,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.842105263157895,1,1,3,19,0
56,1,0,0,2,0,0,1,3,1,0,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.8,1,1,4,20,0
68,0,0,0,1,0,0,1,1,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.80952380952381,1,1,4,21,0
57,1,0,0,3,1,0,1,3,0,1,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.772727272727273,1,1,5,22,0
59,0,0,1,2,0,0,1,3,1,0,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.739130434782609,1,1,6,23,0
54,0,0,1,3,0,0,0,3,1,1,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.708333333333333,1,1,7,24,0
79,0,0,0,2,0,0,0,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.72,1,1,7,25,0
66,0,0,0,2,1,0,1,1,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.730769230769231,1,1,7,26,0
51,1,0,0,3,0,0,1,3,1,1,1,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.703703703703704,1,1,8,27,0
53,1,0,0,3,1,0,0,3,0,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.714285714285714,1,1,8,28,0
55,0,0,0,2,1,0,1,2,1,1,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.724137931034483,1,1,8,29,0
66,0,0,0,1,0,0,1,3,1,0,0,0.422697368421053,0.422697368421053,"SelfEmp_vv_1",0.733333333333333,1,1,8,30,0
