"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
56,1,0,0,2,1,1,1,4,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",NA,0,0,0,1,0
61,0,1,0,3,1,1,1,4,0,1,1,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",1,1,1,0,1,1
59,0,1,0,3,1,1,1,3,0,1,1,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",1,2,2,0,1,1
62,1,0,0,1,1,1,1,3,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",1,2,2,0,2,0
61,0,0,1,3,0,1,1,3,0,0,1,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.666666666666667,2,2,1,3,0
61,1,0,0,1,1,0,1,2,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.75,2,2,1,4,0
90,1,0,0,2,0,1,0,3,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.8,2,2,1,5,0
56,1,0,0,1,1,1,1,3,0,0,1,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.666666666666667,2,2,2,6,0
67,1,0,0,2,1,1,1,3,0,1,1,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.571428571428571,2,2,3,7,0
58,1,0,0,3,1,1,1,3,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.625,2,2,3,8,0
56,1,0,0,3,1,1,1,3,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.666666666666667,2,2,3,9,0
60,0,1,0,2,1,1,0,1,0,1,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.333333333333333,2,3,3,9,1
66,0,0,1,2,0,1,0,3,0,1,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.366666666666667,2,3,3,10,0
59,1,0,0,2,1,1,1,3,0,0,0,0.442191142191142,0.442191142191142,"SelfEmp_vv_1",0.393939393939394,2,3,3,11,0
