"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","SelfEmp_vv_1","Education_vv_2","Education_vv_3","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
39,0,0,1,3,0,1,1,3,1,0,0,0.22972972972973,0.203756353924356,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",NA,0,1,0,0,1
30,0,0,1,2,1,1,1,3,1,0,0,0.187883739932298,0.0262703739213807,0.654343434343434,0.182051282051282,0.148802529237312,0.298906010225657,0.654343434343434,"Education_vv_3",0,0,1,0,1,0
29,0,0,1,2,0,1,1,4,1,0,0,0.262040816326531,0.0262703739213807,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",0,0,1,0,2,0
41,0,0,1,3,1,1,1,2,1,0,0,0.205857983262905,0.122518474559507,0.654343434343434,0.182051282051282,0.148802529237312,0.298906010225657,0.654343434343434,"Education_vv_3",0,0,2,0,2,1
44,0,0,1,2,1,0,1,3,1,0,0,0.352175245098039,0.058321479374111,0.654343434343434,0.182051282051282,0.148802529237312,0.298906010225657,0.654343434343434,"Education_vv_3",0,0,2,0,3,0
34,0,0,1,1,0,0,1,3,1,0,0,0.0907769107740029,0.058321479374111,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",0,0,2,0,4,0
24,0,0,1,2,0,1,1,3,1,0,0,0.20748425164691,-0.0330183861082737,0.654343434343434,-0.00639658848614072,-0.0329064919594997,0.10889994472084,0.654343434343434,"Education_vv_3",0,0,2,0,5,0
42,0,0,1,1,1,1,1,3,1,0,0,0.147840531561462,0.122518474559507,0.654343434343434,0.182051282051282,0.148802529237312,0.298906010225657,0.654343434343434,"Education_vv_3",0,0,2,0,6,0
31,0,0,1,2,0,1,0,3,1,0,0,-0.013546403637994,0.0262703739213807,0.654343434343434,-0.00639658848614072,0.157959183673469,0.300508720930233,0.654343434343434,"Education_vv_3",0,0,2,0,7,0
29,0,0,1,2,0,0,0,3,0,0,0,0.262040816326531,0.13728949478749,0.654343434343434,-0.00639658848614072,0.157959183673469,0.282857142857143,0.654343434343434,"Education_vv_3",0,0,2,0,8,0
43,0,0,1,3,0,1,1,3,1,0,1,0.276258020938872,0.203756353924356,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",0.333333333333333,1,3,0,8,1
23,0,0,1,2,0,0,1,3,1,0,1,0.0447220267417312,0.058321479374111,0.654343434343434,-0.126153846153846,-0.0329064919594997,0.10889994472084,0.654343434343434,"Education_vv_3",0.222222222222222,1,3,1,9,0
36,0,0,1,3,0,1,1,4,1,0,1,0.0907769107740029,0.0357673727238945,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",0.388888888888889,2,4,1,9,1
36,0,0,1,3,0,1,0,3,0,0,0,0.277869166899655,0.153225806451613,0.654343434343434,-0.00639658848614072,0.157959183673469,0.300508720930233,0.654343434343434,"Education_vv_3",0.288888888888889,2,5,1,9,1
34,0,0,1,2,0,1,1,3,0,0,0,0.0907769107740029,0.183833116036506,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",0.3,2,5,1,10,0
31,0,0,1,2,0,1,1,3,1,0,0,0.448936114935959,0.0262703739213807,0.654343434343434,-0.00639658848614072,0.148802529237312,0.233261120617714,0.654343434343434,"Education_vv_3",0.309090909090909,2,5,1,11,0
