satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
3,0.91,3,5,0,1,0,1.373127126230334,satisfaction_level_vv_3,1,1.0,5.0,0.0,0.0,5.0
1,0.91,5,4,0,1,0,1.373127126230334,satisfaction_level_vv_3,0,1.0,5.0,1.0,4.0,1.0
3,0.91,4,6,0,1,0,1.373127126230334,satisfaction_level_vv_3,1,2.0,11.0,1.0,4.0,1.5
3,0.91,3,5,0,1,0,1.373127126230334,satisfaction_level_vv_3,1,3.0,16.0,1.0,4.0,1.333333333333333
3,0.91,3,5,0,1,0,1.373127126230334,satisfaction_level_vv_3,1,4.0,21.0,1.0,4.0,1.25
3,0.91,3,5,0,1,0,1.373127126230334,satisfaction_level_vv_3,1,5.0,26.0,1.0,4.0,1.2000000000000002
1,0.91,4,5,1,1,0,1.3712520782587319,satisfaction_level_vv_3,0,5.0,26.0,2.0,9.0,0.7000000000000002
1,0.91,5,4,1,1,0,1.3712520782587319,satisfaction_level_vv_3,0,5.0,26.0,3.0,13.0,0.8666666666666671
1,0.95,5,4,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,5.0,26.0,4.0,17.0,0.9500000000000002
3,0.95,4,5,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,5.0,26.0,5.0,22.0,0.7999999999999998
3,0.95,5,5,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,5.0,26.0,6.0,27.0,0.7000000000000002
2,0.95,4,5,0,1,0,1.3270116683507134,satisfaction_level_vv_2,1,6.0,31.0,6.0,27.0,0.666666666666667
3,0.95,3,5,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,7.0,32.0,0.5952380952380958
1,0.95,5,4,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,8.0,36.0,0.666666666666667
1,0.95,3,2,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,9.0,38.0,0.9444444444444446
1,0.95,5,4,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,10.0,42.0,0.9666666666666668
1,0.95,3,5,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,11.0,47.0,0.8939393939393945
1,0.95,5,4,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,12.0,51.0,0.916666666666667
1,0.95,5,4,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,13.0,55.0,0.9358974358974361
1,0.95,5,4,0,1,0,1.3270116683507134,satisfaction_level_vv_2,0,6.0,31.0,14.0,59.0,0.9523809523809526
2,0.95,3,6,0,1,0,1.3270116683507134,satisfaction_level_vv_2,1,7.0,37.0,14.0,59.0,1.0714285714285712
2,0.95,3,5,0,1,0,1.3270116683507134,satisfaction_level_vv_2,1,8.0,42.0,14.0,59.0,1.0357142857142856
1,0.85,4,4,0,1,0,1.3238734070881264,satisfaction_level_vv_3,0,8.0,42.0,15.0,63.0,1.0499999999999998
2,0.85,5,5,0,1,0,1.3238734070881264,satisfaction_level_vv_3,0,8.0,42.0,16.0,68.0,1.0
2,0.85,4,5,0,1,0,1.3238734070881264,satisfaction_level_vv_3,0,8.0,42.0,17.0,73.0,0.9558823529411766
3,0.85,4,5,0,1,0,1.3238734070881264,satisfaction_level_vv_3,1,9.0,47.0,17.0,73.0,0.928104575163399
1,0.85,5,4,0,1,0,1.3238734070881264,satisfaction_level_vv_3,0,9.0,47.0,18.0,77.0,0.9444444444444446
1,0.85,4,4,0,1,0,1.3238734070881264,satisfaction_level_vv_3,0,9.0,47.0,19.0,81.0,0.9590643274853798
1,0.85,4,4,0,1,0,1.3238734070881264,satisfaction_level_vv_3,0,9.0,47.0,20.0,85.0,0.9722222222222223
1,0.87,4,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,21.0,89.0,0.9841269841269842
2,0.87,2,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,22.0,93.0,0.9949494949494948
1,0.87,4,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,23.0,97.0,1.0048309178743962
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,24.0,101.0,1.0138888888888893
1,0.87,4,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,25.0,105.0,1.0222222222222221
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,26.0,109.0,1.0299145299145298
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,27.0,113.0,1.0370370370370372
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,28.0,117.0,1.0436507936507935
1,0.87,4,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,29.0,121.0,1.049808429118774
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,30.0,125.0,1.0555555555555554
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,31.0,129.0,1.0609318996415773
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,32.0,133.0,1.0659722222222223
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,33.0,138.0,1.0404040404040407
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,34.0,142.0,1.045751633986928
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,35.0,146.0,1.0507936507936506
2,0.87,3,6,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,9.0,47.0,36.0,152.0,1.0
3,0.87,4,6,0,1,0,1.311846938858723,satisfaction_level_vv_3,1,10.0,53.0,36.0,152.0,1.0777777777777775
2,0.87,3,6,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,10.0,53.0,37.0,158.0,1.0297297297297296
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,10.0,53.0,38.0,163.0,1.0105263157894733
1,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,10.0,53.0,39.0,168.0,0.9923076923076923
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,10.0,53.0,40.0,173.0,0.9749999999999996
3,0.87,3,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,1,11.0,58.0,40.0,173.0,0.9477272727272723
1,0.87,5,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,11.0,58.0,41.0,178.0,0.9312638580931258
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,11.0,58.0,42.0,183.0,0.9155844155844157
1,0.87,5,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,11.0,58.0,43.0,188.0,0.9006342494714588
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,11.0,58.0,44.0,193.0,0.8863636363636358
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,11.0,58.0,45.0,198.0,0.8727272727272721
3,0.87,3,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,1,12.0,63.0,45.0,198.0,0.8499999999999996
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,12.0,63.0,46.0,202.0,0.8586956521739131
2,0.87,4,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,12.0,63.0,47.0,207.0,0.8457446808510642
3,0.87,3,5,0,1,0,1.311846938858723,satisfaction_level_vv_3,1,13.0,68.0,47.0,207.0,0.8265139116202951
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,13.0,68.0,48.0,211.0,0.8349358974358978
1,0.87,5,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,13.0,68.0,49.0,215.0,0.8430141287284147
1,0.87,4,4,0,1,0,1.311846938858723,satisfaction_level_vv_3,0,13.0,68.0,50.0,219.0,0.8507692307692309
1,0.93,5,4,1,1,0,1.301354727891372,satisfaction_level_vv_2,0,13.0,68.0,51.0,223.0,0.8582202111613881
1,0.93,5,4,1,1,0,1.301354727891372,satisfaction_level_vv_2,0,13.0,68.0,52.0,227.0,0.8653846153846159
1,0.93,5,4,0,1,0,1.2916603672796043,satisfaction_level_vv_2,0,13.0,68.0,53.0,231.0,0.8722786647314953
1,0.93,5,4,0,1,0,1.2916603672796043,satisfaction_level_vv_2,0,13.0,68.0,54.0,235.0,0.8789173789173788
2,0.93,3,5,0,1,0,1.2916603672796043,satisfaction_level_vv_2,1,14.0,73.0,54.0,235.0,0.8624338624338623
1,0.93,5,4,0,1,0,1.2916603672796043,satisfaction_level_vv_2,0,14.0,73.0,55.0,239.0,0.8688311688311687
3,0.93,5,5,0,1,0,1.2916603672796043,satisfaction_level_vv_2,0,14.0,73.0,56.0,244.0,0.8571428571428577
