satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
2,0.65,5,4,0,1,0,1.834526591637485,satisfaction_level_vv_3,0,0.0,0.0,1.0,4.0,0.0
1,0.95,5,4,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,0.0,0.0,2.0,8.0,0.0
1,0.95,5,4,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,0.0,0.0,3.0,12.0,0.0
1,0.95,5,4,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,0.0,0.0,4.0,16.0,0.0
1,0.95,5,4,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,0.0,0.0,5.0,20.0,0.0
1,0.95,5,4,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,0.0,0.0,6.0,24.0,0.0
2,0.95,5,5,0,1,0,1.481792250386662,satisfaction_level_vv_2,1,1.0,5.0,6.0,24.0,1.0
3,0.95,5,3,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,1.0,5.0,7.0,27.0,1.1428571428571428
3,0.95,5,5,0,1,0,1.481792250386662,satisfaction_level_vv_2,0,1.0,5.0,8.0,32.0,1.0
2,0.95,3,4,0,1,0,1.481792250386662,satisfaction_level_vv_2,1,2.0,9.0,8.0,32.0,0.5
2,0.95,3,6,0,1,0,1.481792250386662,satisfaction_level_vv_2,1,3.0,15.0,8.0,32.0,1.0
2,0.95,3,5,0,1,0,1.481792250386662,satisfaction_level_vv_2,1,4.0,20.0,8.0,32.0,1.0
2,0.66,3,3,0,1,0,1.43885613741337,satisfaction_level_vv_3,0,4.0,20.0,9.0,35.0,1.1111111111111112
1,0.97,4,4,1,1,0,1.4058370860706166,satisfaction_level_vv_3,0,4.0,20.0,10.0,39.0,1.1
3,0.97,4,5,1,1,0,1.4058370860706166,satisfaction_level_vv_3,1,5.0,25.0,10.0,39.0,1.1
1,0.97,4,4,1,1,0,1.4058370860706166,satisfaction_level_vv_3,0,5.0,25.0,11.0,43.0,1.0909090909090908
1,0.97,4,4,1,1,0,1.4058370860706166,satisfaction_level_vv_3,0,5.0,25.0,12.0,47.0,1.0833333333333335
3,0.87,4,5,1,1,1,1.4054974980976602,satisfaction_level_vv_3,1,6.0,30.0,12.0,47.0,1.0833333333333335
3,0.87,3,6,1,1,1,1.4054974980976602,satisfaction_level_vv_3,1,7.0,36.0,12.0,47.0,1.2261904761904767
2,0.87,3,5,0,1,1,1.3824622238114075,satisfaction_level_vv_3,0,7.0,36.0,13.0,52.0,1.1428571428571432
2,0.87,4,5,0,1,1,1.3824622238114075,satisfaction_level_vv_3,0,7.0,36.0,14.0,57.0,1.071428571428572
