satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
3,0.85,4,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,1,1.0,5.0,0.0,0.0,5.0
1,0.85,4,4,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,1.0,5.0,1.0,4.0,1.0
3,0.85,4,6,0,1,0,1.3860935590296894,satisfaction_level_vv_3,1,2.0,11.0,1.0,4.0,1.5
2,0.85,3,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,2.0,11.0,2.0,9.0,1.0
3,0.85,4,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,1,3.0,16.0,2.0,9.0,0.833333333333333
2,0.85,5,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,3.0,16.0,3.0,14.0,0.6666666666666661
1,0.85,4,4,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,3.0,16.0,4.0,18.0,0.833333333333333
1,0.85,4,4,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,3.0,16.0,5.0,22.0,0.9333333333333327
1,0.85,5,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,3.0,16.0,6.0,27.0,0.833333333333333
1,0.85,5,4,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,3.0,16.0,7.0,31.0,0.9047619047619042
1,0.85,4,4,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,3.0,16.0,8.0,35.0,0.958333333333333
3,0.85,3,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,1,4.0,21.0,8.0,35.0,0.875
2,0.85,3,6,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,4.0,21.0,9.0,41.0,0.6944444444444446
3,0.85,4,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,1,5.0,26.0,9.0,41.0,0.6444444444444448
2,0.85,3,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,5.0,26.0,10.0,46.0,0.6000000000000005
2,0.85,3,5,0,1,0,1.3860935590296894,satisfaction_level_vv_3,0,5.0,26.0,11.0,51.0,0.5636363636363635
