"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
2,0.47,2,2,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",NA,0,0,2,1,0
1,0.73,5,2,0,1,1,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",NA,0,0,4,2,0
2,0.45,1,2,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",NA,0,0,6,3,0
1,0.8,1,2,0,1,0,0.778831884672462,1.703567128236,1.703567128236,"satisfaction_level_vv_3",NA,0,0,8,4,0
1,0.47,3,2,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",NA,0,0,10,5,0
1,0.78,2,2,0,1,0,0.778831884672462,1.703567128236,1.703567128236,"satisfaction_level_vv_3",NA,0,0,12,6,0
3,0.68,4,2,0,1,1,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",0,2,1,12,6,1
1,0.87,3,2,0,1,1,0.778831884672462,1.703567128236,1.703567128236,"satisfaction_level_vv_3",0,2,1,14,7,0
1,0.78,2,2,0,1,0,0.778831884672462,1.703567128236,1.703567128236,"satisfaction_level_vv_3",0,2,1,16,8,0
2,0.71,5,2,0,1,1,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",0,2,1,18,9,0
2,0.78,3,2,0,1,1,0.778831884672462,1.703567128236,1.703567128236,"satisfaction_level_vv_3",0,2,1,20,10,0
1,0.56,2,3,0,1,1,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.0909090909090908,2,1,23,11,0
2,0.55,1,3,0,1,1,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.166666666666667,2,1,26,12,0
1,0.46,3,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.230769230769231,2,1,29,13,0
1,0.55,2,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.285714285714286,2,1,32,14,0
2,0.57,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.333333333333333,2,1,35,15,0
1,0.53,3,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.375,2,1,38,16,0
1,0.5,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.411764705882353,2,1,41,17,0
1,0.46,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.444444444444445,2,1,44,18,0
2,0.5,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.473684210526316,2,1,47,19,0
2,0.48,3,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.5,2,1,50,20,0
1,0.46,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.523809523809524,2,1,53,21,0
1,0.54,2,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.545454545454545,2,1,56,22,0
1,0.55,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.565217391304348,2,1,59,23,0
1,0.54,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.583333333333333,2,1,62,24,0
1,0.46,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.6,2,1,65,25,0
1,0.54,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.615384615384615,2,1,68,26,0
1,0.54,2,3,0,1,1,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.62962962962963,2,1,71,27,0
1,0.56,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.642857142857143,2,1,74,28,0
1,0.84,3,3,0,1,0,0.778831884672462,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.655172413793104,2,1,77,29,0
1,0.48,2,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.666666666666667,2,1,80,30,0
2,0.55,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.67741935483871,2,1,83,31,0
1,0.46,2,3,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.6875,2,1,86,32,0
1,0.49,2,3,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.696969696969697,2,1,89,33,0
2,0.49,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.705882352941177,2,1,92,34,0
1,0.45,2,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.714285714285714,2,1,95,35,0
1,0.57,1,3,0,1,0,0.126404494382022,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.722222222222222,2,1,98,36,0
1,0.47,2,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.72972972972973,2,1,101,37,0
1,0.46,2,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.736842105263158,2,1,104,38,0
1,0.5,2,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.743589743589744,2,1,107,39,0
1,0.5,1,3,0,1,0,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.75,2,1,110,40,0
1,0.5,1,3,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.75609756097561,2,1,113,41,0
1,0.51,1,3,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.761904761904762,2,1,116,42,0
1,0.47,2,3,0,1,1,0.00934614518429511,1.703567128236,1.703567128236,"satisfaction_level_vv_3",-0.767441860465116,2,1,119,43,0
