"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
26,0,0,1,2,0,1,0,1,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,0,1,0
20,0,0,1,2,0,1,0,1,1,0,0,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,0,2,0
45,0,0,1,3,0,1,0,3,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,1,3,0
47,0,0,1,2,0,0,0,3,1,0,0,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,1,4,0
33,0,0,1,2,0,0,0,3,1,1,1,0.0288956326692176,-0.0311305201866077,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,2,5,0
49,0,0,1,1,0,0,0,3,1,0,0,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,2,6,0
18,0,0,1,1,0,1,0,1,1,0,0,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,2,7,0
19,0,0,1,2,0,1,0,3,1,0,0,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,2,8,0
46,0,0,1,2,1,1,0,3,1,1,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,2,9,0
54,0,0,1,2,0,0,0,3,1,0,1,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,3,10,0
44,0,0,1,2,1,1,0,3,1,1,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,4,11,0
38,0,0,1,2,1,1,0,3,1,1,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,5,12,0
34,0,0,1,2,0,1,0,3,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",NA,0,0,5,13,0
24,0,0,1,3,0,1,0,4,1,0,0,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",-0.384615384615385,0,1,5,13,1
52,0,0,1,2,0,1,0,3,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",-0.357142857142857,0,1,5,14,0
31,0,0,1,2,0,1,0,3,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",-0.4,0,1,6,15,0
53,0,0,1,2,0,0,0,3,1,0,0,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",-0.375,0,1,6,16,0
43,0,0,1,2,0,1,0,3,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",-0.352941176470588,0,1,6,17,0
39,0,0,1,2,1,1,0,4,1,1,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.147058823529412,1,2,6,17,1
57,0,0,1,2,0,1,0,4,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.313725490196078,2,3,6,17,1
35,0,0,1,3,1,1,0,3,1,1,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.277777777777778,2,3,7,18,0
37,0,0,1,2,0,0,0,3,1,0,0,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.298245614035088,2,3,7,19,0
44,0,0,1,3,0,1,0,4,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.381578947368421,3,4,7,19,1
45,0,0,1,3,0,1,0,3,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.35,3,4,8,20,0
26,0,0,1,2,0,1,0,3,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.369047619047619,3,4,8,21,0
18,0,0,1,1,0,1,0,2,1,0,0,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.386363636363636,3,4,8,22,0
43,0,0,1,2,0,0,0,3,1,0,0,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.402173913043478,3,4,8,23,0
47,0,0,1,3,0,1,0,3,1,1,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.375,3,4,9,24,0
21,0,0,1,2,0,1,0,1,1,0,0,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.39,3,4,9,25,0
45,0,0,1,3,0,1,0,3,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.365384615384615,3,4,10,26,0
54,0,0,1,3,0,1,0,3,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.342592592592593,3,4,11,27,0
64,0,0,1,2,0,1,0,3,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.357142857142857,3,4,11,28,0
63,0,0,1,2,0,1,0,3,1,0,1,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.336206896551724,3,4,12,29,0
21,0,0,1,2,0,1,0,2,1,0,1,0.0288956326692176,-0.0728744939271255,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.316666666666667,3,4,13,30,0
36,0,0,1,2,0,1,0,4,1,0,0,0.0288956326692176,0.25711020206433,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.166666666666667,3,5,13,30,1
44,0,0,1,2,0,0,0,3,1,0,0,0.0288956326692176,0.136427795265888,0.448476052249637,0.448476052249637,"WorkHour_vv_4",0.180645161290323,3,5,13,31,0
