"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
68,0,0,0,1,0,1,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",NA,0,0,0,1,0
53,0,0,0,3,0,1,0,4,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,1,0,1,1
41,0,1,0,2,1,1,0,2,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,1,0,2,0
57,0,0,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,1,0,3,0
55,0,0,0,2,1,0,0,3,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,1,0,4,0
47,0,1,0,2,1,1,0,4,0,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,2,0,4,1
72,0,0,0,1,0,1,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,2,0,5,0
63,0,0,0,3,0,1,0,3,1,1,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0,0,2,0,6,0
49,0,1,0,2,0,1,0,3,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.142857142857143,0,2,1,7,0
76,0,0,0,2,0,0,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.125,0,2,1,8,0
75,0,0,0,3,0,1,0,1,1,1,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.111111111111111,0,2,1,9,0
72,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.1,0,2,1,10,0
55,0,1,0,3,1,1,0,1,1,0,1,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.181818181818182,0,2,2,11,0
60,0,0,0,3,0,0,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.166666666666667,0,2,2,12,0
50,0,0,0,1,1,0,0,3,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.153846153846154,0,2,2,13,0
47,0,0,0,2,1,1,0,1,1,1,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.142857142857143,0,2,2,14,0
69,0,1,0,2,1,1,0,1,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.133333333333333,0,2,2,15,0
58,0,1,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.125,0,2,2,16,0
57,0,1,0,3,1,1,0,3,1,1,1,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.176470588235294,0,2,3,17,0
64,0,1,0,2,1,1,0,3,0,1,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.166666666666667,0,2,3,18,0
79,0,0,0,2,0,0,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.157894736842105,0,2,3,19,0
50,0,1,0,3,1,1,0,4,1,1,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.157894736842105,0,3,3,19,1
81,0,1,0,2,0,1,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.15,0,3,3,20,0
74,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.142857142857143,0,3,3,21,0
71,0,1,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.136363636363636,0,3,3,22,0
42,0,1,0,2,1,1,0,4,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.136363636363636,0,4,3,22,1
74,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.130434782608696,0,4,3,23,0
45,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.125,0,4,3,24,0
58,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.12,0,4,3,25,0
56,0,0,0,3,0,1,0,4,1,1,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.12,0,5,3,25,1
60,0,1,0,2,1,1,0,1,0,1,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.115384615384615,0,5,3,26,0
47,0,0,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.111111111111111,0,5,3,27,0
54,0,1,0,2,0,1,0,3,1,1,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.107142857142857,0,5,3,28,0
61,0,0,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.103448275862069,0,5,3,29,0
64,0,0,0,1,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.1,0,5,3,30,0
67,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.0967741935483871,0,5,3,31,0
55,0,0,0,2,0,1,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.09375,0,5,3,32,0
50,0,1,0,2,0,0,0,3,0,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",-0.121212121212121,0,5,4,33,0
46,0,1,0,2,0,0,0,4,0,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.0454545454545454,1,6,4,33,1
59,0,1,0,1,0,1,0,4,1,1,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.164502164502164,2,7,4,33,1
68,0,0,0,2,0,0,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.168067226890756,2,7,4,34,0
42,0,1,0,2,1,1,0,2,1,0,1,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.142857142857143,2,7,5,35,0
43,0,0,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.146825396825397,2,7,5,36,0
68,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.150579150579151,2,7,5,37,0
55,0,1,0,3,0,1,0,3,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.12781954887218,2,7,6,38,0
70,0,1,0,2,0,1,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.131868131868132,2,7,6,39,0
62,0,1,0,1,0,1,0,4,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.0961538461538461,2,8,6,39,1
63,0,0,0,2,0,0,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.1,2,8,6,40,0
47,0,1,0,2,1,1,0,3,0,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.103658536585366,2,8,6,41,0
50,0,1,0,3,0,1,0,4,1,1,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.186991869918699,3,9,6,41,1
57,0,0,0,1,1,1,0,3,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.19047619047619,3,9,6,42,0
70,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.193798449612403,3,9,6,43,0
45,0,1,0,2,0,1,0,3,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.174242424242424,3,9,7,44,0
64,0,0,0,2,1,1,0,2,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.177777777777778,3,9,7,45,0
59,0,1,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.181159420289855,3,9,7,46,0
73,0,0,0,2,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.184397163120567,3,9,7,47,0
58,0,0,0,2,1,1,0,3,1,0,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.1875,3,9,7,48,0
76,0,0,0,1,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.19047619047619,3,9,7,49,0
67,0,1,0,1,0,0,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.193333333333333,3,9,7,50,0
50,0,1,0,3,1,1,0,3,0,1,1,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.176470588235294,3,9,8,51,0
50,0,0,0,1,0,1,0,2,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.179487179487179,3,9,8,52,0
70,0,1,0,3,0,1,0,4,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.246153846153846,4,10,8,52,1
56,0,1,0,2,0,1,0,3,1,1,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.249056603773585,4,10,8,53,0
64,0,1,0,2,0,1,0,1,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.233333333333333,4,10,9,54,0
60,0,1,0,2,0,1,0,3,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.218181818181818,4,10,10,55,0
51,0,1,0,2,0,1,0,2,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.203571428571429,4,10,11,56,0
79,0,0,0,2,1,1,0,1,1,1,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.207017543859649,4,10,11,57,0
43,0,1,0,3,0,1,0,4,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.261562998405104,5,11,11,57,1
47,0,1,0,2,0,0,0,3,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.247648902821317,5,11,12,58,0
65,0,1,0,2,0,1,0,3,1,0,1,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.234206471494607,5,11,13,59,0
66,0,1,0,2,1,1,0,3,1,1,0,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.237878787878788,5,11,13,60,0
56,0,0,0,2,0,1,0,4,1,1,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.2,5,12,13,60,1
63,0,1,0,1,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.203551912568306,5,12,13,61,0
41,0,1,0,2,1,1,0,1,1,1,1,0.172277091592383,0.0884438535261204,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.190860215053763,5,12,14,62,0
73,0,1,0,2,0,1,0,3,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.194444444444444,5,12,14,63,0
68,0,0,0,1,0,1,0,1,1,0,0,0.119,0.127663237177546,0.54510454696316,0.54510454696316,"WorkHour_vv_4",0.197916666666667,5,12,14,64,0
