satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,0.0,0.0,1.0,5.0,0.0
1,1.0,5,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,0.0,0.0,2.0,9.0,0.0
3,0.99,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,0.0,0.0,3.0,14.0,0.0
2,1.0,4,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,1.0,6.0,3.0,14.0,1.333333333333333
3,1.0,5,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,6.0,4.0,20.0,1.0
3,1.0,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,6.0,5.0,25.0,1.0
3,0.99,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,6.0,6.0,30.0,1.0
1,1.0,5,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,6.0,7.0,34.0,1.1428571428571432
3,1.0,3,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,6.0,8.0,40.0,1.0
3,0.99,4,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,6.0,9.0,46.0,0.8888888888888893
2,0.99,5,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,2.0,9.0,9.0,46.0,-0.6111111111111107
3,1.0,3,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,2.0,9.0,10.0,52.0,-0.7000000000000002
1,0.99,3,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,2.0,9.0,11.0,56.0,-0.5909090909090908
1,1.0,5,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,2.0,9.0,12.0,60.0,-0.5
2,0.99,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,3.0,14.0,12.0,60.0,-0.33333333333333304
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,3.0,14.0,13.0,65.0,-0.33333333333333304
3,1.0,5,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,3.0,14.0,14.0,70.0,-0.33333333333333304
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,3.0,14.0,15.0,75.0,-0.33333333333333304
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,4.0,19.0,15.0,75.0,-0.25
3,0.99,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,4.0,19.0,16.0,80.0,-0.25
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,4.0,19.0,17.0,85.0,-0.25
1,0.99,3,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,4.0,19.0,18.0,89.0,-0.19444444444444464
3,1.0,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,4.0,19.0,19.0,94.0,-0.19736842105263186
2,0.99,5,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,5.0,22.0,19.0,94.0,-0.5473684210526315
2,0.99,5,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,6.0,25.0,19.0,94.0,-0.7807017543859649
1,1.0,3,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,6.0,25.0,20.0,97.0,-0.6833333333333327
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,6.0,25.0,21.0,102.0,-0.6904761904761898
3,0.99,4,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,6.0,25.0,22.0,108.0,-0.7424242424242422
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,7.0,30.0,22.0,108.0,-0.6233766233766236
2,1.0,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,8.0,35.0,22.0,108.0,-0.5340909090909092
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,9.0,40.0,22.0,108.0,-0.46464646464646453
3,1.0,3,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,9.0,40.0,23.0,114.0,-0.51207729468599
2,0.99,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,10.0,45.0,23.0,114.0,-0.4565217391304346
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,11.0,50.0,23.0,114.0,-0.41106719367588873
3,1.0,4,5,1,1,1,642.2112334886303,satisfaction_level_vv_2,0,11.0,50.0,24.0,119.0,-0.4128787878787872
3,0.99,4,5,1,1,1,642.2112334886303,satisfaction_level_vv_2,0,11.0,50.0,25.0,124.0,-0.4145454545454541
3,1.0,4,5,1,1,1,642.2112334886303,satisfaction_level_vv_2,0,11.0,50.0,26.0,129.0,-0.4160839160839158
3,0.98,4,5,0,1,1,347.05856598529834,satisfaction_level_vv_2,0,11.0,50.0,27.0,134.0,-0.41750841750841694
2,0.98,3,5,0,1,1,347.05856598529834,satisfaction_level_vv_2,1,12.0,55.0,27.0,134.0,-0.37962962962962976
3,0.98,4,5,0,1,1,347.05856598529834,satisfaction_level_vv_2,0,12.0,55.0,28.0,139.0,-0.3809523809523814
2,0.48,1,3,0,1,0,256.0329673204122,satisfaction_level_vv_3,0,12.0,55.0,29.0,142.0,-0.31321839080459757
2,0.48,2,3,0,1,0,256.0329673204122,satisfaction_level_vv_3,0,12.0,55.0,30.0,145.0,-0.25
1,0.48,1,3,0,1,0,256.0329673204122,satisfaction_level_vv_3,0,12.0,55.0,31.0,148.0,-0.19086021505376394
1,0.48,3,3,0,1,0,256.0329673204122,satisfaction_level_vv_3,0,12.0,55.0,32.0,151.0,-0.13541666666666696
1,0.48,1,3,0,1,0,256.0329673204122,satisfaction_level_vv_3,0,12.0,55.0,33.0,154.0,-0.08333333333333393
1,0.48,2,3,0,1,0,256.0329673204122,satisfaction_level_vv_3,0,12.0,55.0,34.0,157.0,-0.034313725490195957
