satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,1.0,3.0,0.0
1,0.56,3,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,2.0,6.0,0.0
1,0.56,1,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,3.0,9.0,0.0
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,4.0,12.0,0.0
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,5.0,15.0,0.0
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,6.0,18.0,0.0
1,0.56,1,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,7.0,21.0,0.0
2,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,8.0,24.0,0.0
1,0.56,1,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,9.0,27.0,0.0
1,0.56,5,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,10.0,30.0,0.0
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,11.0,33.0,0.0
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,12.0,36.0,0.0
1,0.56,3,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,13.0,39.0,0.0
1,0.56,1,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,14.0,42.0,0.0
1,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,15.0,45.0,0.0
2,0.56,2,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,16.0,48.0,0.0
1,0.56,1,3,0,1,0,15019.398616766617,satisfaction_level_vv_3,0,0.0,0.0,17.0,51.0,0.0
1,0.83,5,4,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,0.0,0.0,18.0,55.0,0.0
2,0.83,3,6,0,1,1,9033.943283886136,average_montly_hours_vv_3,1,1.0,6.0,18.0,55.0,2.9444444444444446
1,0.83,5,4,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,1.0,6.0,19.0,59.0,2.8947368421052633
1,0.83,3,4,0,1,1,9033.943283886136,average_montly_hours_vv_3,1,2.0,10.0,19.0,59.0,1.8947368421052633
1,0.83,5,5,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,2.0,10.0,20.0,64.0,1.7999999999999998
2,0.83,4,4,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,2.0,10.0,21.0,68.0,1.7619047619047619
3,0.83,4,5,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,2.0,10.0,22.0,73.0,1.6818181818181817
1,0.83,5,5,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,2.0,10.0,23.0,78.0,1.608695652173913
2,0.83,3,6,0,1,1,9033.943283886136,average_montly_hours_vv_3,1,3.0,16.0,23.0,78.0,1.9420289855072461
1,0.83,5,4,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,3.0,16.0,24.0,82.0,1.9166666666666665
3,0.83,5,5,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,3.0,16.0,25.0,87.0,1.853333333333333
1,0.83,5,4,0,1,1,9033.943283886136,average_montly_hours_vv_3,0,3.0,16.0,26.0,91.0,1.833333333333333
1,0.83,4,4,1,1,1,9033.943283886136,average_montly_hours_vv_3,0,3.0,16.0,27.0,95.0,1.8148148148148144
1,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,28.0,98.0,1.833333333333333
1,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,29.0,101.0,1.8505747126436778
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,30.0,104.0,1.8666666666666663
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,31.0,107.0,1.8817204301075265
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,32.0,110.0,1.895833333333333
1,0.54,2,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,33.0,113.0,1.9090909090909087
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,34.0,116.0,1.9215686274509802
1,0.54,2,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,35.0,119.0,1.9333333333333331
1,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,36.0,122.0,1.9444444444444442
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,37.0,125.0,1.9549549549549545
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,38.0,128.0,1.9649122807017543
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,39.0,131.0,1.974358974358974
2,0.54,3,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,40.0,134.0,1.983333333333333
1,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,41.0,137.0,1.9918699186991868
1,0.54,2,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,42.0,140.0,1.9999999999999996
2,0.54,1,3,0,1,1,5701.695962499002,satisfaction_level_vv_3,0,3.0,16.0,43.0,143.0,2.0077519379844957
