"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
49,0,1,0,2,0,1,0,3,1,1,1,0.0279208881139219,0.102419435529226,0.288619888133806,0.288619888133806,"WorkHour_vv_4",NA,0,0,1,1,0
47,0,1,0,3,0,1,0,4,1,1,1,0.0258330490336538,0.101151417367058,0.28848960395636,0.28848960395636,"WorkHour_vv_4",0,1,1,1,1,1
49,0,1,0,2,0,1,0,3,1,0,1,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",0,1,1,2,2,0
49,0,1,0,2,0,1,0,3,1,0,1,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",0,1,1,3,3,0
49,0,0,0,2,0,1,0,3,1,0,0,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",0.25,1,1,3,4,0
49,0,1,0,2,0,1,0,2,1,0,0,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",0.4,1,1,3,5,0
49,0,1,0,3,0,1,0,3,1,0,1,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",0.333333333333333,1,1,4,6,0
49,0,0,0,2,0,1,0,4,1,0,0,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",-0.166666666666667,1,2,4,6,1
49,0,0,0,2,0,1,0,4,1,0,0,0.0279208881139219,0.104016262425586,0.288328100604872,0.288328100604872,"WorkHour_vv_4",-0.333333333333333,1,3,4,6,1
47,0,1,0,3,0,1,0,4,1,0,1,0.0258330490336538,0.10232765114658,0.288208453507608,0.288208453507608,"WorkHour_vv_4",-0.166666666666667,2,4,4,6,1
47,0,1,0,3,0,1,0,4,1,0,1,0.0258330490336538,0.10232765114658,0.288208453507608,0.288208453507608,"WorkHour_vv_4",-0.0666666666666667,3,5,4,6,1
47,0,0,0,2,0,1,0,3,1,0,0,0.0258330490336538,0.10232765114658,0.288208453507608,0.288208453507608,"WorkHour_vv_4",0.0285714285714286,3,5,4,7,0
47,0,1,0,2,0,1,0,4,1,0,1,0.0258330490336538,0.10232765114658,0.288208453507608,0.288208453507608,"WorkHour_vv_4",0.0952380952380952,4,6,4,7,1
47,0,1,0,2,0,1,0,3,1,0,0,0.0258330490336538,0.10232765114658,0.288208453507608,0.288208453507608,"WorkHour_vv_4",0.166666666666667,4,6,4,8,0
