Age,Private,SelfEmp,Gov,Education,Married,Race,Gender,WorkHour,US,Salary,Prof,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
31,0,0,1,3,1,1,0,3,1,1,1,2.7015669655234515,Education_vv_3,1,1.0,1.0,0.0,0.0,1.0
31,0,0,1,2,1,1,0,3,1,1,0,2.7015669655234515,Education_vv_3,0,1.0,1.0,1.0,0.0,1.0
51,1,0,0,2,1,0,0,3,0,0,0,2.5909363729829256,WorkHour_vv_4,0,1.0,1.0,2.0,0.0,1.0
51,0,0,1,3,0,0,0,3,1,1,1,2.4964163517601605,WorkHour_vv_3,1,2.0,2.0,2.0,0.0,1.0
53,1,0,0,3,0,0,0,2,0,1,0,2.3473003363995453,WorkHour_vv_3,0,2.0,2.0,3.0,0.0,1.0
31,0,0,1,3,1,0,0,3,1,1,0,2.3372225246237286,Education_vv_3,1,3.0,2.0,3.0,0.0,0.6666666666666666
90,0,0,1,2,0,1,1,3,1,1,1,2.095223844619004,Education_vv_2,1,4.0,3.0,3.0,0.0,0.75
52,1,0,0,2,0,0,1,3,1,1,0,2.0473973371983893,WorkHour_vv_4,0,4.0,3.0,4.0,0.0,0.75
31,0,0,1,1,1,1,0,3,1,0,0,2.027057420416672,Education_vv_3,0,4.0,3.0,5.0,0.0,0.75
52,1,0,0,2,1,0,1,3,0,0,0,1.986990841131643,WorkHour_vv_4,0,4.0,3.0,6.0,0.0,0.75
52,1,0,0,2,1,0,1,3,0,0,0,1.986990841131643,WorkHour_vv_4,0,4.0,3.0,7.0,0.0,0.75
52,1,0,0,2,1,0,1,3,0,1,1,1.9632251004039036,WorkHour_vv_4,0,4.0,3.0,8.0,1.0,0.625
51,0,0,0,2,0,0,0,3,1,0,0,1.8657563563795387,WorkHour_vv_4,0,4.0,3.0,9.0,1.0,0.6388888888888888
51,1,0,0,1,0,0,0,3,1,0,0,1.8644464583793903,WorkHour_vv_4,0,4.0,3.0,10.0,1.0,0.65
