satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,1.0,3.0,0.0
2,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,2.0,6.0,0.0
2,0.48,2,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,3.0,9.0,0.0
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,4.0,12.0,0.0
1,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,5.0,15.0,0.0
1,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,6.0,18.0,0.0
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,7.0,21.0,0.0
1,0.48,2,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,8.0,24.0,0.0
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,9.0,27.0,0.0
2,0.48,2,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,10.0,30.0,0.0
1,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,11.0,33.0,0.0
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,12.0,36.0,0.0
1,0.48,2,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,13.0,39.0,0.0
1,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,14.0,42.0,0.0
1,0.48,2,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,15.0,45.0,0.0
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,16.0,48.0,0.0
1,0.48,2,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,17.0,51.0,0.0
1,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,18.0,54.0,0.0
1,0.48,1,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,19.0,57.0,0.0
1,0.48,3,3,0,1,0,3838.4622219083853,satisfaction_level_vv_3,0,0.0,0.0,20.0,60.0,0.0
2,0.48,1,3,1,1,0,2108.260109888718,satisfaction_level_vv_3,0,0.0,0.0,21.0,63.0,0.0
1,0.5,1,3,1,1,0,167.5160620500397,satisfaction_level_vv_3,0,0.0,0.0,22.0,66.0,0.0
1,0.5,2,3,1,1,0,167.5160620500397,satisfaction_level_vv_3,0,0.0,0.0,23.0,69.0,0.0
2,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,24.0,72.0,0.0
1,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,25.0,75.0,0.0
1,0.5,1,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,26.0,78.0,0.0
2,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,27.0,81.0,0.0
1,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,28.0,84.0,0.0
1,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,29.0,87.0,0.0
2,0.5,1,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,30.0,90.0,0.0
1,0.5,1,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,31.0,93.0,0.0
1,0.5,1,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,32.0,96.0,0.0
2,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,33.0,99.0,0.0
2,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,34.0,102.0,0.0
2,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,35.0,105.0,0.0
1,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,36.0,108.0,0.0
2,0.5,1,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,37.0,111.0,0.0
1,0.5,1,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,38.0,114.0,0.0
1,0.5,2,3,0,1,1,77.86036724614212,satisfaction_level_vv_3,0,0.0,0.0,39.0,117.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,40.0,120.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,41.0,123.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,42.0,126.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,43.0,129.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,44.0,132.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,45.0,135.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,46.0,138.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,47.0,141.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,48.0,144.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,49.0,147.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,50.0,150.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,51.0,153.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,52.0,156.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,53.0,159.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,54.0,162.0,0.0
1,0.47,2,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,55.0,165.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,56.0,168.0,0.0
1,0.47,1,3,0,1,0,58.1110453961459,satisfaction_level_vv_3,0,0.0,0.0,57.0,171.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,58.0,174.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,59.0,177.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,60.0,180.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,61.0,183.0,0.0
1,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,62.0,186.0,0.0
1,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,63.0,189.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,64.0,192.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,65.0,195.0,0.0
1,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,66.0,198.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,67.0,201.0,0.0
1,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,68.0,204.0,0.0
1,0.49,3,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,69.0,207.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,70.0,210.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,71.0,213.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,72.0,216.0,0.0
2,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,73.0,219.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,74.0,222.0,0.0
1,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,75.0,225.0,0.0
1,0.49,1,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,76.0,228.0,0.0
2,0.49,2,3,0,1,0,46.855912402356445,satisfaction_level_vv_3,0,0.0,0.0,77.0,231.0,0.0
1,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,78.0,234.0,0.0
2,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,79.0,237.0,0.0
1,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,80.0,240.0,0.0
1,0.48,2,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,81.0,243.0,0.0
1,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,82.0,246.0,0.0
1,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,83.0,249.0,0.0
1,0.48,2,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,84.0,252.0,0.0
2,0.48,2,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,85.0,255.0,0.0
2,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,86.0,258.0,0.0
1,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,87.0,261.0,0.0
1,0.48,3,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,88.0,264.0,0.0
1,0.48,1,3,0,1,1,39.85648837583327,satisfaction_level_vv_3,0,0.0,0.0,89.0,267.0,0.0
