satisfaction_level,last_evaluation,average_montly_hours,time_spend_company,Work_accident,left,salary,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
3,1.0,5,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,0.0,0.0,1.0,5.0,0.0
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,0.0,0.0,2.0,10.0,0.0
3,0.99,4,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,0.0,0.0,3.0,16.0,0.0
2,0.99,5,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,1.0,3.0,3.0,16.0,-2.333333333333333
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,3.0,4.0,21.0,-2.25
3,1.0,3,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,3.0,5.0,27.0,-2.4000000000000004
1,0.99,3,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,1.0,3.0,6.0,31.0,-2.166666666666667
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,2.0,8.0,6.0,31.0,-1.166666666666667
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,3.0,13.0,6.0,31.0,-0.8333333333333339
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,4.0,18.0,6.0,31.0,-0.666666666666667
2,0.99,5,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,5.0,21.0,6.0,31.0,-0.9666666666666668
3,0.99,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,5.0,21.0,7.0,36.0,-0.9428571428571431
3,1.0,3,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,5.0,21.0,8.0,42.0,-1.0499999999999998
2,0.99,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,6.0,26.0,8.0,42.0,-0.916666666666667
2,0.99,5,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,7.0,29.0,8.0,42.0,-1.1071428571428568
1,1.0,5,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,7.0,29.0,9.0,46.0,-0.9682539682539675
3,0.99,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,7.0,29.0,10.0,51.0,-0.9571428571428564
3,1.0,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,7.0,29.0,11.0,56.0,-0.9480519480519476
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,7.0,29.0,12.0,61.0,-0.9404761904761898
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,7.0,29.0,13.0,66.0,-0.9340659340659334
2,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,8.0,34.0,13.0,66.0,-0.8269230769230766
3,1.0,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,8.0,34.0,14.0,71.0,-0.8214285714285712
2,1.0,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,9.0,39.0,14.0,71.0,-0.7380952380952381
2,0.99,3,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,10.0,44.0,14.0,71.0,-0.6714285714285708
1,0.99,3,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,10.0,44.0,15.0,75.0,-0.5999999999999996
3,0.99,4,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,10.0,44.0,16.0,81.0,-0.6624999999999996
1,1.0,5,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,10.0,44.0,17.0,85.0,-0.5999999999999996
1,1.0,3,3,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,10.0,44.0,18.0,88.0,-0.48888888888888893
3,1.0,4,5,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,10.0,44.0,19.0,93.0,-0.4947368421052625
2,1.0,4,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,1,11.0,50.0,19.0,93.0,-0.349282296650717
3,1.0,5,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,11.0,50.0,20.0,99.0,-0.4045454545454543
1,1.0,5,4,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,11.0,50.0,21.0,103.0,-0.35930735930735924
3,1.0,3,6,0,1,1,1533.8117169685763,satisfaction_level_vv_2,0,11.0,50.0,22.0,109.0,-0.4090909090909083
