"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","Extraversion_vv_2","Extraversion_vv_3","Extraversion_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
7.030800821,1,1,35,1,0,0,1,1,2,0,0,1,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",NA,0,0,0,1,0
8.410677618,1,1,32,0,1,0,1,1,4,0,1,1,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,1,1
8.969199179,1,0,42,1,1,1,1,1,2,1,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,2,0
8.607802875,1,0,29,1,0,0,1,1,1,1,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,3,0
8.936344969,1,0,24,0,1,0,1,1,2,1,0,1,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,4,0
33.57700205,1,0,25,1,0,0,1,1,1,0,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,5,0
15.34291581,1,0,30,1,0,1,1,1,3,0,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,6,0
26.4476386,1,0,27,0,1,1,1,1,3,1,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,7,0
45.37166324,1,0,29,1,0,1,1,1,1,1,1,1,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,1,0,8,0
28.15605749,1,0,25,0,0,0,1,1,4,1,1,1,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0,0,2,0,8,1
60.94455852,1,0,30.40033257,1,0,1,1,1,2,1,0,0,1,1,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",-0.111111111111111,0,2,1,9,0
22.73511294,1,0,34,1,0,1,1,0,3,0,0,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",-0.1,0,2,1,10,0
13.07597536,1,0,21,1,0,0,1,1,3,1,0,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",-0.0909090909090909,0,2,1,11,0
36.92813142,1,0,49,0,0,0,1,1,4,1,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",-0.0909090909090909,0,3,1,11,1
7.589322382,1,1,36,1,0,1,1,1,4,0,1,1,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",-0.0909090909090909,0,4,1,11,1
50.72689938,1,1,38,1,0,1,1,0,2,0,0,1,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",-0.0833333333333333,0,4,1,12,0
81.83983573,1,0,29,1,0,0,1,1,4,1,1,0,1,1,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.116666666666667,1,5,1,12,1
55.72073922,1,0,29,1,0,0,1,1,2,1,0,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.123076923076923,1,5,1,13,0
18.95687885,1,1,36,0,0,1,1,0,1,0,1,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.128571428571429,1,5,1,14,0
59.49897331,1,0,23,0,0,0,1,1,2,0,0,1,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.133333333333333,1,5,1,15,0
6.603696099,1,1,22,0,0,0,1,1,1,0,0,1,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.1375,1,5,1,16,0
59.20328542,1,0,25,1,0,0,1,1,3,0,1,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.141176470588235,1,5,1,17,0
96.52566735,1,0,24,1,0,0,1,1,2,0,1,0,1,1,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.0888888888888889,1,5,2,18,0
17.57700205,1,0,25,1,0,1,1,1,2,1,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.0947368421052632,1,5,2,19,0
3.351129363,1,0,24,1,0,0,1,1,4,1,0,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.0614035087719298,1,6,2,19,1
80.06570842,1,0,45,1,0,0,1,1,4,0,1,1,0,1,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.180451127819549,2,7,2,19,1
42.57905544,1,0,30,1,0,0,1,1,2,1,0,0,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.185714285714286,2,7,2,20,0
23.6550308,1,0,37,1,0,1,1,1,2,0,0,1,1,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.19047619047619,2,7,2,21,0
12.09034908,1,1,25,1,1,0,1,1,2,0,0,0,0,0,-0.0721010137547487,0.0238256871352895,0.0578681595673703,0.0578681595673703,"Extraversion_vv_4",0.194805194805195,2,7,2,22,0
