"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention","Extraversion_vv_2","Extraversion_vv_3","Extraversion_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
8.969199179,1,0,42,1,1,1,1,1,2,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",NA,0,0,0,1,0
120.4435318,1,0,28,1,0,1,1,1,4,0,1,0,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",1,1,1,0,1,1
8.607802875,1,0,29,1,0,0,1,1,1,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",1,1,1,0,2,0
20.92813142,1,1,23,1,1,1,1,1,4,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.5,1,2,0,2,1
20.92813142,1,0,22,1,0,0,1,1,3,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.5,1,2,0,3,0
33.57700205,1,0,25,1,0,0,1,1,1,0,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.5,1,2,0,4,0
59.20328542,1,0,25,1,1,0,1,1,3,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.5,1,2,0,5,0
59.20328542,1,0,25,1,1,0,1,1,4,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.333333333333333,1,3,0,5,1
24.3449692,1,0,36,1,0,1,1,1,1,0,0,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.333333333333333,1,3,0,6,0
11.95893224,1,1,29,1,0,0,1,0,4,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.25,1,4,0,6,1
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.2,1,5,0,6,1
14.58726899,1,0,21,0,1,0,1,1,1,0,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.2,1,5,0,7,0
22.73511294,1,0,34,1,0,1,1,0,2,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.2,1,5,0,8,0
4.369609856,1,0,30,1,0,1,1,1,2,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.2,1,5,0,9,0
3.975359343,1,0,29,1,1,1,1,1,1,0,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.2,1,5,0,10,0
95.21149897,1,0,22,0,0,1,1,1,1,0,0,0,1,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.109090909090909,1,5,1,11,0
41.69199179,1,0,21,1,1,0,1,1,1,0,0,1,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.116666666666667,1,5,1,12,0
50.72689938,1,1,38,1,0,1,1,0,2,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.123076923076923,1,5,1,13,0
50.72689938,1,1,38,1,0,1,1,0,2,0,0,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.128571428571429,1,5,1,14,0
15.57289528,1,0,24,1,0,0,1,1,2,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.133333333333333,1,5,1,15,0
7.819301848,1,0,21,0,0,1,0,1,4,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.1,1,6,1,15,1
55.72073922,1,0,29,1,0,0,1,1,2,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.104166666666667,1,6,1,16,0
53.81519507,1,0,30.40033257,0,0,1,1,1,4,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0803571428571428,1,7,1,16,1
90.51334702,1,0,22,1,0,0,1,1,2,0,0,1,1,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0252100840336134,1,7,2,17,0
6.603696099,1,1,22,0,0,0,1,1,1,0,0,1,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0317460317460317,1,7,2,18,0
59.20328542,1,0,25,1,0,0,1,1,4,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0138888888888889,1,8,2,18,1
38.86652977,1,0,27,0,1,1,1,1,3,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0197368421052632,1,8,2,19,0
96.52566735,1,0,24,1,0,0,1,1,2,0,1,0,1,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",-0.025,1,8,3,20,0
9.626283368,1,0,25,1,0,0,1,1,3,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",-0.0178571428571428,1,8,3,21,0
16.78850103,1,0,21,0,0,0,1,1,2,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",-0.0113636363636364,1,8,3,22,0
19.44969199,1,0,22,1,0,0,1,1,3,1,0,1,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",-0.00543478260869565,1,8,3,23,0
18.49691992,1,0,32,1,0,1,1,1,1,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0,1,8,3,24,0
41.29774127,1,0,22,1,0,1,1,1,4,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",-0.0138888888888889,1,9,3,24,1
123.3347023,1,0,22,0,0,1,1,1,4,1,1,0,1,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.075,2,10,3,24,1
13.17453799,1,1,28,0,0,1,1,0,1,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.08,2,10,3,25,0
24.24640657,1,0,23,0,0,0,1,1,4,1,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0618181818181818,2,11,3,25,1
12.09034908,1,1,25,1,1,0,1,1,2,0,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0664335664335664,2,11,3,26,0
15.54004107,1,1,38,0,0,1,1,0,2,0,0,1,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0707070707070707,2,11,3,27,0
3.975359343,1,0,29,0,0,1,1,1,2,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0746753246753247,2,11,3,28,0
70.93223819,1,0,26,1,0,1,1,1,4,1,1,0,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.142857142857143,3,12,3,28,1
38.76796715,1,1,21,1,1,0,1,1,1,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.146551724137931,3,12,3,29,0
49.3798768,1,0,22,0,0,0,0,0,3,1,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.15,3,12,3,30,0
20.04106776,1,0,25,1,1,0,1,0,1,0,0,1,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.153225806451613,3,12,3,31,0
78.68583162,1,0,31,1,0,0,0,1,4,0,1,1,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.210918114143921,4,13,3,31,1
13.40451745,1,0,30.40033257,1,0,0,1,1,2,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.213942307692308,4,13,3,32,0
5.650924025,1,0,45,1,0,1,1,0,1,0,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.216783216783217,4,13,3,33,0
79.86858316,1,1,23,1,0,0,1,1,3,0,0,1,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.190045248868778,4,13,4,34,0
7.589322382,1,1,47,0,0,1,0,1,4,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.168067226890756,4,14,4,34,1
10.84188912,1,0,30.40033257,1,0,1,1,1,1,0,0,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.171428571428571,4,14,4,35,0
4.533880903,1,0,31,0,0,0,0,1,3,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.174603174603175,4,14,4,36,0
12.8788501,1,0,23,1,0,0,0,1,3,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.177606177606178,4,14,4,37,0
8.147843943,1,0,46,1,0,1,1,0,4,1,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.158558558558559,4,15,4,37,1
17.93839836,1,0,40,1,1,1,1,1,4,1,1,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.141891891891892,4,16,4,37,1
16,1,0,28,1,0,0,1,0,4,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.127186009538951,4,17,4,37,1
73.49486653,1,1,33,0,0,0,1,1,4,0,1,1,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.16966966966967,5,18,4,37,1
26.21765914,1,0,36,1,0,1,1,1,4,1,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.155049786628734,5,19,4,37,1
29.07597536,1,0,22,1,1,0,1,1,1,0,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.157894736842105,5,19,4,38,0
77.53593429,1,0,24,0,0,0,1,1,2,0,0,0,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.134952766531714,5,19,5,39,0
19.44969199,1,0,40,1,1,0,0,1,2,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.138157894736842,5,19,5,40,0
6.275154004,1,0,24,0,0,0,1,1,3,1,0,1,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.141206675224647,5,19,5,41,0
23.19507187,1,0,30,1,0,0,1,0,3,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.144110275689223,5,19,5,42,0
16.32854209,1,0,37,0,0,0,1,0,4,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.130952380952381,5,20,5,42,1
35.38398357,1,0,31,1,0,1,1,1,4,1,0,0,1,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.119047619047619,5,21,5,42,1
25.98767967,1,0,23,1,0,0,1,1,4,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.108225108225108,5,22,5,42,1
1.708418891,1,0,37,0,0,0,1,1,4,0,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.098343685300207,5,23,5,42,1
25.23203285,1,0,30,0,0,0,1,1,4,0,1,1,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0892857142857143,5,24,5,42,1
96.65708419,0,0,36,1,0,1,1,0,2,1,0,0,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0687984496124031,5,24,6,43,0
46.78439425,1,0,23,0,0,0,1,0,4,1,1,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0604651162790698,5,25,6,43,1
11.89322382,1,0,24,1,0,0,1,1,1,1,0,0,0,0,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0636363636363637,5,25,6,44,0
79.86858316,1,0,25,1,0,1,1,1,1,1,0,0,0,1,0.0216067854126367,0.15897791059017,0.158989981918177,0.158989981918177,"Extraversion_vv_4",0.0444444444444445,5,25,7,45,0
