"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","WorkHour_vv_2","WorkHour_vv_3","WorkHour_vv_4","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
46,1,0,0,2,1,1,0,3,1,0,0,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,0,1,0
41,0,1,0,2,1,1,0,2,1,0,0,-0.0929535232383808,0.112266112266112,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,0,2,0
45,1,0,0,2,0,1,0,3,1,0,1,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,1,3,0
42,1,0,0,2,1,1,0,3,1,0,0,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,1,4,0
46,1,0,0,3,0,1,0,3,1,0,1,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,2,5,0
41,1,0,0,2,0,1,0,3,1,0,0,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,2,6,0
58,1,0,0,2,0,1,0,3,0,0,0,0.0137943377134715,-0.00935839479736694,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,2,7,0
57,0,0,0,2,0,1,0,3,1,0,0,0.0494160583941606,0.1688127090301,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,2,8,0
58,0,0,1,3,0,1,0,3,1,0,1,0.0494160583941606,0.1688127090301,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,3,9,0
49,1,0,0,3,0,1,0,3,1,0,1,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",NA,0,0,4,10,0
47,0,1,0,2,1,1,0,4,0,0,0,0.0494160583941606,0.112266112266112,0.33372060273201,0.33372060273201,"WorkHour_vv_4",-0.4,0,1,4,10,1
62,0,0,1,3,0,1,0,3,1,0,1,0.0494160583941606,0.1688127090301,0.33372060273201,0.33372060273201,"WorkHour_vv_4",-0.454545454545455,0,1,5,11,0
42,1,0,0,1,1,1,0,3,0,0,0,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",-0.416666666666667,0,1,5,12,0
49,1,0,0,2,0,1,0,3,1,0,0,0.0137943377134715,0.0637678048481317,0.33372060273201,0.33372060273201,"WorkHour_vv_4",-0.384615384615385,0,1,5,13,0
