Age,Private,SelfEmp,Gov,Education,Married,Race,Gender,WorkHour,US,Salary,Prof,LIFT_SCORE,TREATMENT_NAME,FOLLOW_REC,N_TREATED,Y_TREATED,N_UNTREATED,Y_UNTREATED,UPLIFT
30,1,0,0,3,0,0,1,4,1,1,1,1.1195641080414314,SelfEmp_vv_1,0,0.0,0.0,1.0,1.0,0.0
61,0,0,0,3,0,1,1,1,1,1,0,1.08697676424489,SelfEmp_vv_1,0,0.0,0.0,2.0,1.0,0.0
45,1,0,0,2,0,1,1,4,0,1,1,1.0803201715547621,SelfEmp_vv_1,0,0.0,0.0,3.0,2.0,0.0
46,0,0,1,2,0,0,0,3,1,0,0,1.0795098879594227,Education_vv_3,0,0.0,0.0,4.0,2.0,0.0
46,0,0,1,2,0,0,0,3,1,0,0,1.0795098879594227,Education_vv_3,0,0.0,0.0,5.0,2.0,0.0
46,0,0,1,2,0,0,0,3,1,0,0,1.0795098879594227,Education_vv_3,0,0.0,0.0,6.0,2.0,0.0
46,0,0,1,2,0,0,0,4,1,0,1,1.0795098879594227,Education_vv_3,0,0.0,0.0,7.0,3.0,0.0
46,0,0,1,2,0,0,0,3,1,0,0,1.0795098879594227,Education_vv_3,0,0.0,0.0,8.0,3.0,0.0
46,0,0,1,3,0,0,0,3,1,0,1,1.0795098879594227,Education_vv_3,1,1.0,1.0,8.0,3.0,0.625
30,1,0,0,3,0,1,1,3,1,1,1,1.074403401146789,SelfEmp_vv_1,0,1.0,1.0,9.0,4.0,0.5555555555555556
30,1,0,0,3,0,1,1,3,1,1,1,1.074403401146789,SelfEmp_vv_1,0,1.0,1.0,10.0,5.0,0.5
30,1,0,0,3,0,1,1,3,1,1,1,1.074403401146789,SelfEmp_vv_1,0,1.0,1.0,11.0,6.0,0.4545454545454546
30,1,0,0,2,0,1,1,4,1,1,1,1.074403401146789,SelfEmp_vv_1,0,1.0,1.0,12.0,7.0,0.41666666666666663
30,1,0,0,3,0,1,1,3,1,1,1,1.074403401146789,SelfEmp_vv_1,0,1.0,1.0,13.0,8.0,0.3846153846153846
30,1,0,0,3,0,1,1,3,1,1,0,1.074403401146789,SelfEmp_vv_1,0,1.0,1.0,14.0,8.0,0.4285714285714286
43,0,0,1,3,1,1,0,2,1,0,1,1.07356521576032,Education_vv_3,1,2.0,2.0,14.0,8.0,0.4285714285714286
61,1,0,0,2,0,1,1,3,1,1,0,1.072561154879542,SelfEmp_vv_1,0,2.0,2.0,15.0,8.0,0.4666666666666667
48,0,1,0,3,1,0,1,3,0,0,1,1.0695850505384106,SelfEmp_vv_1,1,3.0,3.0,15.0,8.0,0.4666666666666667
48,0,1,0,2,1,0,1,3,0,0,1,1.0695850505384106,SelfEmp_vv_1,1,4.0,4.0,15.0,8.0,0.4666666666666667
48,0,1,0,3,1,0,1,4,0,0,1,1.0695850505384106,SelfEmp_vv_1,1,5.0,5.0,15.0,8.0,0.4666666666666667
30,0,1,0,3,0,1,1,4,1,1,1,1.0683261654393297,SelfEmp_vv_1,1,6.0,6.0,15.0,8.0,0.4666666666666667
37,0,1,0,3,1,0,1,4,1,1,1,1.051317770537755,SelfEmp_vv_1,1,7.0,7.0,15.0,8.0,0.4666666666666667
61,1,0,0,3,0,0,1,3,1,1,1,1.0499615596624976,SelfEmp_vv_1,0,7.0,7.0,16.0,9.0,0.4375
48,1,0,0,2,1,1,1,3,0,1,1,1.0489627200691158,SelfEmp_vv_1,0,7.0,7.0,17.0,10.0,0.4117647058823529
48,1,0,0,3,1,1,1,3,0,1,1,1.0489627200691158,SelfEmp_vv_1,0,7.0,7.0,18.0,11.0,0.38888888888888884
38,1,0,0,3,1,0,1,3,1,1,0,1.0477023031148236,SelfEmp_vv_1,0,7.0,7.0,19.0,11.0,0.42105263157894735
38,1,0,0,3,1,0,1,4,1,1,1,1.0477023031148236,SelfEmp_vv_1,0,7.0,7.0,20.0,12.0,0.4
38,1,0,0,3,1,0,1,4,1,1,0,1.0477023031148236,SelfEmp_vv_1,0,7.0,7.0,21.0,12.0,0.4285714285714286
38,1,0,0,3,1,0,1,3,1,1,1,1.0477023031148236,SelfEmp_vv_1,0,7.0,7.0,22.0,13.0,0.40909090909090906
39,1,0,0,2,0,0,1,3,1,1,1,1.044217383363624,SelfEmp_vv_1,0,7.0,7.0,23.0,14.0,0.3913043478260869
34,1,0,0,2,1,0,1,3,1,1,0,1.0403220774549584,SelfEmp_vv_1,0,7.0,7.0,24.0,14.0,0.41666666666666663
40,1,0,0,2,0,0,1,4,1,1,0,1.0393238336345703,SelfEmp_vv_1,0,7.0,7.0,25.0,14.0,0.43999999999999995
48,1,0,0,3,1,0,1,3,0,1,1,1.038125059114255,SelfEmp_vv_1,0,7.0,7.0,26.0,15.0,0.42307692307692313
48,1,0,0,3,1,0,1,3,0,1,0,1.038125059114255,SelfEmp_vv_1,0,7.0,7.0,27.0,15.0,0.4444444444444444
61,1,0,0,1,0,1,1,3,0,0,0,1.0381191499645936,SelfEmp_vv_1,0,7.0,7.0,28.0,15.0,0.4642857142857143
42,0,0,1,2,1,1,0,3,1,0,1,1.0359015729494285,Education_vv_3,0,7.0,7.0,29.0,16.0,0.4482758620689655
37,0,0,1,2,1,0,0,3,0,1,1,1.0353512344124676,SelfEmp_vv_1,0,7.0,7.0,30.0,17.0,0.43333333333333335
37,1,0,0,3,1,0,1,4,1,1,1,1.0349671738275923,SelfEmp_vv_1,0,7.0,7.0,31.0,18.0,0.4193548387096774
37,1,0,0,1,1,0,1,3,1,1,0,1.0349671738275923,SelfEmp_vv_1,0,7.0,7.0,32.0,18.0,0.4375
37,1,0,0,2,1,0,1,3,1,1,0,1.0349671738275923,SelfEmp_vv_1,0,7.0,7.0,33.0,18.0,0.4545454545454546
37,1,0,0,2,1,0,1,3,1,1,1,1.0349671738275923,SelfEmp_vv_1,0,7.0,7.0,34.0,19.0,0.4411764705882353
36,1,0,0,2,0,0,0,3,0,1,1,1.0347898683662748,SelfEmp_vv_1,0,7.0,7.0,35.0,20.0,0.4285714285714286
48,1,0,0,3,1,1,0,3,0,1,0,1.033251894990538,SelfEmp_vv_1,0,7.0,7.0,36.0,20.0,0.4444444444444444
49,1,0,0,2,1,1,1,3,0,1,1,1.0323088128111213,SelfEmp_vv_1,0,7.0,7.0,37.0,21.0,0.43243243243243246
30,0,0,1,3,0,1,1,3,1,1,1,1.0308681575711087,SelfEmp_vv_1,0,7.0,7.0,38.0,22.0,0.42105263157894735
30,0,0,1,2,0,1,1,3,1,1,0,1.0308681575711087,SelfEmp_vv_1,0,7.0,7.0,39.0,22.0,0.4358974358974359
30,0,0,1,3,0,1,1,3,1,1,1,1.0308681575711087,SelfEmp_vv_1,0,7.0,7.0,40.0,23.0,0.42500000000000004
37,1,0,0,3,1,0,0,3,1,1,0,1.0274640281475607,SelfEmp_vv_1,0,7.0,7.0,41.0,23.0,0.4390243902439024
37,1,0,0,3,1,0,0,3,1,1,1,1.0274640281475607,SelfEmp_vv_1,0,7.0,7.0,42.0,24.0,0.4285714285714286
75,0,1,0,3,0,1,1,2,1,1,1,1.0257431514866509,SelfEmp_vv_1,1,8.0,8.0,42.0,24.0,0.4285714285714286
75,0,1,0,2,0,1,0,4,1,1,1,1.0254932685768405,SelfEmp_vv_1,1,9.0,9.0,42.0,24.0,0.4285714285714286
75,0,0,0,3,0,1,0,1,1,1,0,1.0254932685768405,SelfEmp_vv_1,0,9.0,9.0,43.0,24.0,0.4418604651162791
34,1,0,0,2,1,0,0,2,1,1,1,1.0250539841398447,SelfEmp_vv_1,0,9.0,9.0,44.0,25.0,0.43181818181818177
38,0,0,1,2,1,0,1,4,1,1,0,1.024249149070167,SelfEmp_vv_1,0,9.0,9.0,45.0,25.0,0.4444444444444444
49,1,0,0,2,1,1,0,3,0,1,1,1.0232518276538918,SelfEmp_vv_1,0,9.0,9.0,46.0,26.0,0.4347826086956522
37,1,0,0,3,1,0,1,3,0,1,1,1.0224769676088443,SelfEmp_vv_1,0,9.0,9.0,47.0,27.0,0.42553191489361697
37,1,0,0,3,1,0,1,4,0,1,1,1.0224769676088443,SelfEmp_vv_1,0,9.0,9.0,48.0,28.0,0.41666666666666663
37,1,0,0,2,0,0,0,3,0,1,1,1.0214203552833407,SelfEmp_vv_1,0,9.0,9.0,49.0,29.0,0.40816326530612246
62,0,0,1,3,0,1,0,4,0,0,1,1.0212699537290253,Education_vv_3,1,10.0,10.0,49.0,29.0,0.40816326530612246
62,0,0,1,3,0,1,0,2,0,0,1,1.0212699537290253,Education_vv_3,1,11.0,11.0,49.0,29.0,0.40816326530612246
34,1,0,0,2,0,0,1,3,1,1,1,1.0204619966649984,SelfEmp_vv_1,0,11.0,11.0,50.0,30.0,0.4
34,1,0,0,3,0,0,1,4,1,1,1,1.0204619966649984,SelfEmp_vv_1,0,11.0,11.0,51.0,31.0,0.3921568627450981
36,0,0,1,2,0,0,0,4,1,1,0,1.0203366135638394,SelfEmp_vv_1,0,11.0,11.0,52.0,31.0,0.40384615384615385
67,0,0,0,2,1,1,1,3,1,1,0,1.0201202810678756,SelfEmp_vv_1,0,11.0,11.0,53.0,31.0,0.41509433962264153
67,0,1,0,2,1,1,1,3,1,1,1,1.0201202810678756,SelfEmp_vv_1,1,12.0,12.0,53.0,31.0,0.41509433962264153
40,1,0,0,3,1,1,1,4,0,1,1,1.0170197019956468,SelfEmp_vv_1,0,12.0,12.0,54.0,32.0,0.40740740740740744
40,1,0,0,3,1,1,1,3,0,1,0,1.0170197019956468,SelfEmp_vv_1,0,12.0,12.0,55.0,32.0,0.4181818181818182
34,0,0,1,2,1,0,1,3,1,1,0,1.0168778265155274,SelfEmp_vv_1,0,12.0,12.0,56.0,32.0,0.4285714285714286
34,0,0,1,2,1,0,1,3,1,1,1,1.0168778265155274,SelfEmp_vv_1,0,12.0,12.0,57.0,33.0,0.42105263157894735
40,1,0,0,2,1,0,1,4,1,1,0,1.0163519559575815,SelfEmp_vv_1,0,12.0,12.0,58.0,33.0,0.43103448275862066
40,1,0,0,2,1,0,1,3,1,1,1,1.0163519559575815,SelfEmp_vv_1,0,12.0,12.0,59.0,34.0,0.423728813559322
45,1,0,0,1,0,1,1,1,0,0,0,1.0155325634884504,SelfEmp_vv_1,0,12.0,12.0,60.0,34.0,0.43333333333333335
45,1,0,0,2,0,1,1,3,0,0,1,1.0155325634884504,SelfEmp_vv_1,0,12.0,12.0,61.0,35.0,0.42622950819672134
31,0,1,0,3,0,1,1,3,1,1,1,1.0152962253838094,SelfEmp_vv_1,1,13.0,13.0,61.0,35.0,0.42622950819672134
30,0,1,0,2,1,0,1,4,1,1,1,1.0152146415715142,SelfEmp_vv_1,1,14.0,14.0,61.0,35.0,0.42622950819672134
39,0,0,1,3,1,1,0,4,0,1,1,1.0136805520901653,Education_vv_3,1,15.0,15.0,61.0,35.0,0.42622950819672134
43,1,0,0,3,0,1,1,4,0,1,0,1.0126230966891032,SelfEmp_vv_1,0,15.0,15.0,62.0,35.0,0.4354838709677419
43,1,0,0,3,0,1,1,3,0,1,1,1.0126230966891032,SelfEmp_vv_1,0,15.0,15.0,63.0,36.0,0.4285714285714286
42,1,0,0,3,0,1,1,4,0,1,0,1.0107690570764218,SelfEmp_vv_1,0,15.0,15.0,64.0,36.0,0.4375
45,0,0,1,2,0,0,0,3,1,0,0,1.0107336486568101,Education_vv_3,0,15.0,15.0,65.0,36.0,0.4461538461538461
45,0,0,1,2,0,0,0,3,1,0,1,1.0107336486568101,Education_vv_3,0,15.0,15.0,66.0,37.0,0.43939393939393945
45,0,0,1,2,0,0,0,3,1,0,0,1.0107336486568101,Education_vv_3,0,15.0,15.0,67.0,37.0,0.4477611940298507
45,0,0,1,3,0,0,0,3,1,0,0,1.0107336486568101,Education_vv_3,1,16.0,15.0,67.0,37.0,0.3852611940298507
45,0,0,1,2,0,0,0,3,1,0,1,1.0107336486568101,Education_vv_3,0,16.0,15.0,68.0,38.0,0.3786764705882353
45,0,0,1,3,0,0,0,3,1,0,1,1.0107336486568101,Education_vv_3,1,17.0,16.0,68.0,38.0,0.38235294117647056
61,0,0,1,2,0,1,1,3,0,0,1,1.0099769146646513,SelfEmp_vv_1,0,17.0,16.0,69.0,39.0,0.3759590792838875
48,0,0,1,3,1,1,1,3,0,1,1,1.0079681193754269,SelfEmp_vv_1,0,17.0,16.0,70.0,40.0,0.3697478991596639
48,0,0,1,3,1,1,1,4,0,1,1,1.0079681193754269,SelfEmp_vv_1,0,17.0,16.0,71.0,41.0,0.3637116818558409
48,0,0,1,2,1,1,1,1,0,1,1,1.0079681193754269,SelfEmp_vv_1,0,17.0,16.0,72.0,42.0,0.3578431372549019
39,0,0,1,2,0,1,0,4,1,0,0,1.0076895688627832,Education_vv_3,0,17.0,16.0,73.0,42.0,0.36583400483481066
39,0,0,1,2,0,1,0,3,1,0,0,1.0076895688627832,Education_vv_3,0,17.0,16.0,74.0,42.0,0.37360890302066774
39,0,0,1,2,0,1,0,4,1,0,1,1.0076895688627832,Education_vv_3,0,17.0,16.0,75.0,43.0,0.3678431372549019
39,0,0,1,3,0,1,0,3,1,0,1,1.0076895688627832,Education_vv_3,1,18.0,17.0,75.0,43.0,0.37111111111111106
39,0,0,1,2,0,1,0,3,1,0,1,1.0076895688627832,Education_vv_3,0,18.0,17.0,76.0,44.0,0.36549707602339176
34,0,0,1,3,1,0,0,3,1,1,1,1.0076023605430604,SelfEmp_vv_1,0,18.0,17.0,77.0,45.0,0.36002886002886003
36,0,1,0,3,0,0,0,3,1,1,1,1.007568057091887,SelfEmp_vv_1,1,19.0,18.0,77.0,45.0,0.36295283663704714
35,0,0,1,3,0,0,0,4,1,1,1,1.0074732042446142,SelfEmp_vv_1,0,19.0,18.0,78.0,46.0,0.35762483130904177
39,0,0,1,2,1,1,0,2,1,1,0,1.0067999706021593,Education_vv_3,0,19.0,18.0,79.0,46.0,0.3650899400399733
39,0,0,1,2,1,1,0,4,1,1,1,1.0067999706021593,Education_vv_3,0,19.0,18.0,80.0,47.0,0.3598684210526315
39,0,0,1,3,1,1,0,2,1,1,1,1.0067999706021593,Education_vv_3,1,20.0,19.0,80.0,47.0,0.36249999999999993
45,0,1,0,3,0,1,1,3,0,0,1,1.0064198280440235,SelfEmp_vv_1,1,21.0,20.0,80.0,47.0,0.3648809523809523
45,0,1,0,3,0,1,1,3,1,1,1,1.0060318487925477,SelfEmp_vv_1,1,22.0,21.0,80.0,47.0,0.36704545454545456
45,0,1,0,3,0,1,1,4,1,1,1,1.0060318487925477,SelfEmp_vv_1,1,23.0,22.0,80.0,47.0,0.3690217391304348
45,0,1,0,3,0,1,1,4,1,1,1,1.0060318487925477,SelfEmp_vv_1,1,24.0,23.0,80.0,47.0,0.37083333333333335
58,1,0,0,2,0,1,1,4,0,1,1,1.0054608609475384,SelfEmp_vv_1,0,24.0,23.0,81.0,48.0,0.3657407407407408
60,0,0,1,2,0,1,0,3,0,0,1,1.0035940545943587,Education_vv_3,0,24.0,23.0,82.0,49.0,0.3607723577235773
39,1,0,0,2,1,0,1,3,1,1,1,1.001996990394203,SelfEmp_vv_1,0,24.0,23.0,83.0,50.0,0.35592369477911645
