"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","CScore_Education_vv_2","CScore_Education_vv_3","CScore_WorkHour_vv_2","CScore_WorkHour_vv_3","CScore_WorkHour_vv_4","CScore_SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
76,1,0,0,3,1,1,1,4,1,1,0,0.466245949268341,0.294098764657974,7.78609609603882,3.98870468139648,3.86544728279114,-0.0678490623831749,7.78609609603882,"WorkHour_vv_2",NA,0,0,0,1,0,7.78609609603882
76,1,0,0,3,1,1,1,2,1,1,1,0.466245949268341,0.294098764657974,7.78609609603882,3.98870468139648,3.86544728279114,-0.0678490623831749,7.78609609603882,"WorkHour_vv_2",1,1,1,0,1,1,7.78609609603882
81,1,0,0,3,1,1,1,3,1,1,1,0.137416809797287,-1.05110347270966,7.46043729782104,5.38976812362671,5.69274044036865,-0.12514092028141,7.46043729782104,"WorkHour_vv_2",0.5,1,1,1,2,0,7.46043729782104
75,1,0,0,1,1,0,1,4,1,1,0,0.742191851139069,0.372002333402634,6.90352582931519,0.766242861747742,0.622974216938019,0.207415103912354,6.90352582931519,"WorkHour_vv_2",0.666666666666667,1,1,1,3,0,6.90352582931519
75,1,0,0,2,1,1,1,2,1,0,1,0.483393609523773,0.654610514640808,5.67613124847412,1.02919542789459,0.831893503665924,0.256881207227707,5.67613124847412,"WorkHour_vv_2",0.666666666666667,2,2,1,3,1,5.67613124847412
75,1,0,0,2,1,1,1,2,1,0,1,0.483393609523773,0.654610514640808,5.67613124847412,1.02919542789459,0.831893503665924,0.256881207227707,5.67613124847412,"WorkHour_vv_2",0.666666666666667,3,3,1,3,1,5.67613124847412
75,1,0,0,2,1,1,1,1,1,0,0,0.483393609523773,0.654610514640808,5.67613124847412,1.02919542789459,0.831893503665924,0.256881207227707,5.67613124847412,"WorkHour_vv_2",0.75,3,3,1,4,0,5.67613124847412
75,1,0,0,1,1,1,1,3,1,0,0,0.483393609523773,0.654610514640808,5.67613124847412,1.02919542789459,0.831893503665924,0.256881207227707,5.67613124847412,"WorkHour_vv_2",0.8,3,3,1,5,0,5.67613124847412
17,0,0,1,1,0,0,1,1,1,0,1,4.26923370361328,3.84056377410889,2.25711441040039,2.72794389724731,2.67547655105591,0.768903315067291,4.26923370361328,"Education_vv_2",0.666666666666667,3,3,2,6,0,4.26923370361328
79,0,0,0,2,1,1,0,1,1,1,0,-0.267648994922638,-0.798570930957794,4.07114839553833,0.505766570568085,1.22294497489929,0.436228841543198,4.07114839553833,"WorkHour_vv_2",0.714285714285714,3,3,2,7,0,4.07114839553833
