"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","average_montly_hours_vv_2","average_montly_hours_vv_3","average_montly_hours_vv_4","average_montly_hours_vv_5","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
3,0.68,4,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",NA,2,1,0,0,1
1,0.56,3,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,2,1,2,1,0
1,0.87,3,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,2,1,4,2,0
2,0.47,2,2,0,1,1,-0.0186061540236995,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,2,1,6,3,0
2,0.94,3,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,2,1,8,4,0
1,0.73,5,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,2,1,10,5,0
1,0.8,5,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,2,1,12,6,0
2,0.86,4,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,4,2,12,6,1
1,0.47,3,2,0,1,1,-0.0186061540236995,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,4,2,14,7,0
3,0.68,4,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,6,3,14,7,1
2,0.71,5,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,6,3,16,8,0
1,0.56,3,2,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",0,6,3,18,9,0
1,0.56,2,3,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",-0.1,6,3,21,10,0
2,0.55,1,3,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",-0.181818181818182,6,3,24,11,0
1,0.56,2,3,0,1,1,-0.0274202935514242,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",-0.25,6,3,27,12,0
1,0.52,2,3,0,1,1,-0.0254546496442441,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",-0.307692307692307,6,3,30,13,0
1,0.52,2,3,0,1,1,-0.0254546496442441,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",-0.357142857142857,6,3,33,14,0
1,0.48,1,3,0,1,1,-0.0186061540236995,0.176161200124782,0.467353092671725,0.299385810205101,0.467353092671725,"average_montly_hours_vv_4",-0.4,6,3,36,15,0
