"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
2,0.74,3,2,0,1,0,0.284426877470356,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",NA,0,0,2,1,0
2,0.71,5,2,0,1,1,0.38627730294397,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",NA,0,0,4,2,0
1,0.56,3,2,0,1,1,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",NA,0,0,6,3,0
3,0.58,3,2,0,1,1,0.38627730294397,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,2,1,6,3,1
1,0.62,3,2,0,1,1,0.38627730294397,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,2,1,8,4,0
2,0.45,1,2,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,2,1,10,5,0
1,0.47,3,2,0,1,1,-0.018688725490196,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,2,1,12,6,0
2,0.74,3,2,0,1,0,0.284426877470356,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,2,1,14,7,0
1,0.56,3,2,0,1,1,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,2,1,16,8,0
3,0.68,4,2,0,1,1,0.38627730294397,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,4,2,16,8,1
2,0.74,3,2,0,1,0,0.284426877470356,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,4,2,18,9,0
2,0.78,3,2,0,1,1,0.284426877470356,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",0,4,2,20,10,0
1,0.46,3,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.0909090909090908,4,2,23,11,0
1,0.56,2,3,0,1,1,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.166666666666667,4,2,26,12,0
1,0.46,3,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.230769230769231,4,2,29,13,0
1,0.56,2,3,0,1,1,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.285714285714286,4,2,32,14,0
2,0.47,3,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.333333333333333,4,2,35,15,0
1,0.53,3,3,0,1,0,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.375,4,2,38,16,0
1,0.5,1,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.411764705882353,4,2,41,17,0
1,0.51,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.444444444444445,4,2,44,18,0
1,0.55,2,3,0,1,0,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.473684210526316,4,2,47,19,0
1,0.54,2,3,0,1,0,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.5,4,2,50,20,0
1,0.55,1,3,0,1,0,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.523809523809524,4,2,53,21,0
1,0.56,1,3,0,1,1,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.545454545454545,4,2,56,22,0
1,0.56,2,3,0,1,0,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.565217391304348,4,2,59,23,0
1,0.52,3,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.583333333333333,4,2,62,24,0
1,0.46,1,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.6,4,2,65,25,0
1,0.45,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.615384615384615,4,2,68,26,0
2,0.51,1,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.62962962962963,4,2,71,27,0
1,0.5,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.642857142857143,4,2,74,28,0
1,0.52,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.655172413793104,4,2,77,29,0
1,0.52,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.666666666666667,4,2,80,30,0
2,0.57,3,3,0,1,0,0.38627730294397,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.67741935483871,4,2,83,31,0
1,0.48,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.6875,4,2,86,32,0
1,0.47,2,3,0,1,1,-0.018688725490196,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.696969696969697,4,2,89,33,0
1,0.46,2,3,0,1,1,-0.018688725490196,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.705882352941177,4,2,92,34,0
2,0.51,2,3,0,1,1,-0.018688725490196,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.714285714285714,4,2,95,35,0
2,0.5,1,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.722222222222222,4,2,98,36,0
1,0.52,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.72972972972973,4,2,101,37,0
1,0.46,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.736842105263158,4,2,104,38,0
2,0.46,2,3,0,1,0,-0.00846494493866823,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.743589743589744,4,2,107,39,0
1,0.53,2,3,0,1,0,0.145758661887694,1.56535674470457,1.56535674470457,"satisfaction_level_vv_3",-0.75,4,2,110,40,0
