"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
1,0.78,2,2,0,1,0,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",NA,0,0,2,1,0
3,0.68,4,2,0,1,1,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,2,1,1
1,0.56,3,2,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,4,2,0
1,0.67,1,2,0,1,0,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,6,3,0
2,0.81,3,2,0,1,0,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,8,4,0
2,0.47,2,2,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,10,5,0
1,0.73,5,2,0,1,1,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,12,6,0
1,0.8,5,2,0,1,1,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,14,7,0
2,0.45,1,2,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,16,8,0
1,0.8,1,2,0,1,0,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,18,9,0
1,0.47,3,2,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,2,1,20,10,0
3,0.68,4,2,0,1,1,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,4,2,20,10,1
1,0.78,2,2,0,1,0,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,4,2,22,11,0
2,0.71,5,2,0,1,1,0.175876010781671,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,4,2,24,12,0
1,0.56,3,2,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,4,2,26,13,0
1,0.67,1,2,0,1,0,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",0,4,2,28,14,0
1,0.46,3,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.0666666666666669,4,2,31,15,0
1,0.56,2,3,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.125,4,2,34,16,0
2,0.55,1,3,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.176470588235294,4,2,37,17,0
2,0.45,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.222222222222222,4,2,40,18,0
1,0.56,2,3,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.263157894736842,4,2,43,19,0
1,0.53,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.3,4,2,46,20,0
1,0.49,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.333333333333333,4,2,49,21,0
1,0.5,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.363636363636364,4,2,52,22,0
2,0.57,1,3,0,1,0,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.391304347826087,4,2,55,23,0
1,0.46,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.416666666666667,4,2,58,24,0
1,0.55,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.44,4,2,61,25,0
1,0.54,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.461538461538462,4,2,64,26,0
1,0.54,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.481481481481481,4,2,67,27,0
2,0.45,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.5,4,2,70,28,0
1,0.51,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.517241379310345,4,2,73,29,0
1,0.52,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.533333333333333,4,2,76,30,0
1,0.52,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.548387096774194,4,2,79,31,0
1,0.52,3,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.5625,4,2,82,32,0
1,0.48,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.575757575757576,4,2,85,33,0
1,0.46,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.588235294117647,4,2,88,34,0
1,0.45,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.6,4,2,91,35,0
1,0.57,1,3,0,1,0,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.611111111111111,4,2,94,36,0
1,0.47,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.621621621621621,4,2,97,37,0
1,0.46,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.631578947368421,4,2,100,38,0
1,0.52,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.641025641025641,4,2,103,39,0
1,0.55,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.65,4,2,106,40,0
1,0.47,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.658536585365854,4,2,109,41,0
1,0.5,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.666666666666667,4,2,112,42,0
1,0.5,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.674418604651163,4,2,115,43,0
2,0.46,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.681818181818182,4,2,118,44,0
1,0.46,3,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.688888888888889,4,2,121,45,0
1,0.53,2,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.695652173913043,4,2,124,46,0
1,0.5,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.702127659574468,4,2,127,47,0
1,0.56,2,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.708333333333333,4,2,130,48,0
1,0.48,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.714285714285714,4,2,133,49,0
1,0.49,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.72,4,2,136,50,0
1,0.52,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.725490196078431,4,2,139,51,0
2,0.48,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.730769230769231,4,2,142,52,0
2,0.55,2,3,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.735849056603774,4,2,145,53,0
1,0.46,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.740740740740741,4,2,148,54,0
1,0.54,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.745454545454546,4,2,151,55,0
2,0.48,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.75,4,2,154,56,0
2,0.52,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.754385964912281,4,2,157,57,0
2,0.47,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.758620689655173,4,2,160,58,0
2,0.51,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.76271186440678,4,2,163,59,0
1,0.5,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.766666666666667,4,2,166,60,0
1,0.47,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.770491803278689,4,2,169,61,0
1,0.54,2,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.774193548387097,4,2,172,62,0
1,0.57,1,3,0,1,1,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.777777777777778,4,2,175,63,0
1,0.51,3,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.78125,4,2,178,64,0
2,0.5,2,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.784615384615384,4,2,181,65,0
1,0.57,2,3,1,1,1,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.787878787878788,4,2,184,66,0
2,0.55,2,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.791044776119403,4,2,187,67,0
1,0.56,1,3,0,1,0,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.794117647058823,4,2,190,68,0
2,0.46,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.797101449275362,4,2,193,69,0
2,0.54,1,3,0,1,1,0.0975894402189224,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.8,4,2,196,70,0
1,0.51,1,3,0,1,1,0.010242903131402,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.802816901408451,4,2,199,71,0
1,0.57,3,3,0,1,0,0.220238095238095,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.805555555555555,4,2,202,72,0
2,0.51,2,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.808219178082192,4,2,205,73,0
1,0.47,1,3,0,1,0,-0.0045298558682223,1.59663116175378,1.59663116175378,"satisfaction_level_vv_3",-0.810810810810811,4,2,208,74,0
